ip_mean	ip_sd	ip_kurt	ip_skew	snr_mean	snr_sd	snr_kurt	snr_skew	pulsar
148.5469	46.8946	-0.1575	-0.0872	3.092	21.1929	8.4051	76.1877	0
133.4453	46.0441	-0.0785	0.06	5.01	25.7555	6.0431	39.817	0
102.5703	56.9433	0.3115	-0.7449	2.6338	15.4597	8.3052	88.9524	0
134.9297	43.7147	0.1773	0.1514	5.449	27.4468	5.5838	32.4957	0
119.6172	55.2586	0.1038	-0.2681	2.0694	13.3816	10.2621	139.8283	0
115.5156	49.2823	0.056	-0.3597	0.7575	9.3888	19.2938	466.7812	0
125.2266	42.3463	-0.0069	0.7053	2.8344	16.7698	8.1668	81.5179	0
139.8438	44.2945	0.1321	-0.1187	26.5426	57.0323	2.1913	3.6948	0
107.4766	55.5578	0.1854	-0.6902	3.2717	17.0391	7.8101	78.5396	0
135.8516	49.2537	0.0709	0.0998	1.7416	11.9544	11.9977	196.476	0
127.75	37.6841	-0.2834	1.265	1.8587	14.1539	11.6356	165.8381	0
119.4844	51.8907	0.1223	-0.3437	147.8679	88.0676	-0.8956	-0.9449	0
118.7656	49.551	-0.0522	-0.3561	1.5719	11.973	12.3634	203.088	0
102.9062	44.7569	0.4481	0.2097	2.3027	15.2416	9.8441	121.7711	0
134.5938	49.9164	-0.1175	0.2729	1.5142	10.5669	14.0538	287.8303	0
83.0156	41.3623	0.7065	1.5876	2.0259	19.4978	10.4573	113.1658	0
101.3594	46.9104	0.3332	0.4785	1.8972	12.5713	11.3512	171.9217	0
122.2344	51.2234	0.3197	-0.1796	2.6463	19.3379	9.7336	103.5757	0
102.5703	46.6348	0.3859	0.2	1.6781	12.1604	11.832	188.3182	0
128.7344	57.6419	-0.1253	-0.7556	67.4339	86.3657	0.7315	-1.11	0
130.6328	53.1338	0.1632	-0.7878	142.1856	82.3395	-0.688	-0.9232	0
142.3203	60.411	-0.0362	-0.737	6.2776	25.2462	4.8613	26.8991	0
143.6172	41.9598	0.0237	0.5036	0.7341	10.3251	17.8036	367.1782	0
90.7891	37.7317	0.5942	2.1691	1.7667	11.8973	11.7587	195.3137	0
120.4531	51.6802	0.1681	-0.7512	3.643	22.0942	8.3283	75.5165	0
111.7812	49.1417	0.0601	-0.0714	2.5443	18.4758	8.5298	81.0726	0
103.8281	43.8857	0.3851	0.6021	4.5109	24.7363	6.7432	49.7359	0
95.9141	50.8627	0.5479	0.256	91.7885	94.308	0.1371	-1.8371	0
127.2188	52.8293	0.0027	-0.3406	4.745	29.0228	6.7456	46.3289	0
143.3516	49.0508	-0.165	0.0955	2.3729	13.5977	9.2952	122.4629	0
96.1094	40.5108	0.3198	1.0586	1.9833	15.081	10.6212	136.2759	0
111.5234	50.8414	0.2695	-0.2088	5.8763	29.7014	6.2814	41.0468	0
95.9297	40.2432	0.3411	1.129	3.7525	24.6446	7.0341	50.6352	0
119.6172	68.4483	0.217	-1.0221	12.0727	42.6285	3.8128	14.0957	0
107.9844	62.6795	0.4991	-0.9512	6.4448	26.3926	5.2344	31.5301	0
106.8594	52.2486	0.1778	-0.2194	14.2717	48.503	3.3301	9.7494	0
113.6484	54.972	0.2265	-0.5947	2.3244	19.4433	10.6883	120.7737	0
85.0234	39.7847	0.5448	1.4511	1.6764	12.2118	11.4285	179.0176	0
126.8359	51.7154	-0.1488	-0.2829	4.7283	26.2691	6.9659	51.3845	0
112.8594	55.5621	0.6073	-0.1657	4.0569	25.0201	7.215	54.1629	0
116.5312	51.1403	-0.0012	-0.1842	4.5109	26.5995	6.635	45.3624	0
101.3828	43.0563	0.4359	0.353	1.5117	14.3623	12.1236	165.3117	0
137.2266	50.3758	0.0124	-0.0923	1.357	10.84	14.3884	278.4724	0
141.6016	62.4147	0.0397	-1.1518	14.2007	41.2654	3.2686	10.4572	0
105.3594	45.9291	0.433	0.7554	2.551	15.0584	8.9334	106.2643	0
119.8359	51.039	0.0353	0.0529	2.9431	20.185	8.3074	76.6659	0
123.1094	68.6119	0.0736	-1.2078	69.8846	76.5651	0.7873	-0.6274	0
111.7344	42.3413	0.1682	0.6261	4.9323	27.3038	6.5034	43.9023	0
99.8906	47.7299	0.5702	0.2782	2.4314	19.6475	8.9558	84.1653	0
124.5391	49.0674	-0.1011	-0.1393	5.5084	28.4498	5.7255	34.1806	0
111.9922	49.749	0.2095	-0.0033	4.1171	20.9019	6.3531	47.5442	0
109.4766	45.2493	0.0252	0.4678	2.3043	17.9251	8.8596	86.4015	0
122.4766	43.5956	0.3362	0.4063	1.0853	11.9973	14.3018	239.4584	0
131	54.2523	-0.0757	-0.208	3.8336	23.2326	6.9714	52.9899	0
135.4766	52.9934	-0.1404	-0.3924	1.7007	11.9979	12.7571	215.2696	0
79.2422	34.1817	0.7582	4.1086	2.1279	16.5324	9.2305	97.0151	0
109.2812	53.5015	0.4351	0.179	3.2015	15.343	7.5804	82.2388	0
120.3203	48.5916	0.1899	-0.0843	3.6413	26.5399	7.7306	60.2943	0
117.2266	59.6444	0.1992	-0.9168	5.7642	27.0836	5.4474	32.2654	0
105.0859	44.8689	0.2567	0.8281	1.9114	12.8217	11.2793	169.2749	0
133.0469	53.533	-0.0255	-0.2731	11.0928	42.1723	4.1566	16.5169	0
129.1719	50.1746	-0.126	-0.101	2.6212	18.3323	9.0184	90.5265	0
127.9062	67.2768	-0.0182	-1.0738	57.9365	64.2082	0.8415	-0.1251	0
119.1484	37.9375	0.056	1.4664	2.1488	14.6499	9.3218	110.122	0
96.4219	40.5585	0.5332	0.9933	1.4724	10.8623	13.9417	269.7969	0
96.5625	51.1025	0.6076	0.3153	0.8771	9.0331	20.5491	533.3933	0
121.6875	44.2942	0.0973	0.485	1.2734	10.3383	14.9515	315.3634	0
115	57.9447	0.077	-1.1907	34.2634	63.9037	2.1512	3.8294	0
125.2812	55.2477	0.0359	-0.422	4.9724	24.2931	6.1211	41.5486	0
90.9297	45.5951	0.4724	0.6291	1.2742	13.2642	12.5901	180.1024	0
113.1875	43.3454	0.0327	0.2686	0.6254	8.7589	22.4855	606.9297	0
122.4062	51.1096	0.1393	-0.1619	3.0895	19.8405	8.1034	74.8642	0
133.7266	47.4298	-0.3054	0.2707	2.7258	15.2145	9.0025	109.1351	0
137.9609	40.463	-0.1996	0.4105	4.8278	27.0417	6.1318	38.8222	0
116.6641	48.0514	0.087	-0.375	4.643	25.6631	6.6073	46.3949	0
112.8438	49.0514	0.0746	-0.0836	3.4105	22.6017	7.2408	54.8111	0
107.4453	51.557	0.413	-0.2142	1.7241	14.3502	11.474	152.0258	0
126.1562	54.9517	-0.1949	-0.3965	3.1279	19.1099	8.9445	92.2379	0
111.6875	37.9191	0.2328	1.3356	2.8871	21.2419	8.2565	71.8315	0
146.1562	58.795	-0.496	-0.2571	53.7977	76.6441	1.0577	-0.4312	0
102.0703	39.7923	0.7733	1.3867	2.2299	18.0766	9.4412	96.4898	0
141.75	50.8321	-0.0949	-0.2748	8.9256	33.1353	4.128	17.8667	0
129.0391	49.7073	0.1394	0.0791	3.4381	23.2722	7.1906	53.4075	0
96.6953	60.4675	0.4782	-0.7678	23.0334	51.4006	2.7048	6.9836	0
108.75	49.9523	0.2291	-0.3805	1.663	15.6613	11.3303	142.8284	0
132	51.1647	-0.0244	-0.7858	1.306	13.9614	14.9254	239.136	0
119.1797	50.0761	0.243	-0.1175	2.6706	14.3637	8.4215	100.675	0
95.0078	47.681	1.0038	0.9936	25.4365	62.6025	2.3965	4.4452	1
29.6875	33.7131	4.6769	24.8643	38.5543	59.3764	1.6827	2.3412	1
125.4062	52.6896	0.3293	-0.3629	3.0761	19.299	8.5089	85.847	0
122.6641	50.7135	-0.0019	-0.3023	3.1497	17.6737	7.803	73.7259	0
87.2422	36.1055	0.4571	2.7974	0.8094	12.0488	16.2613	282.1772	0
123.0469	41.6863	0.1652	0.4486	1.3704	12.3379	12.3071	191.1925	0
45	30.3691	3.7744	20.9003	62.7433	83.7855	1.0262	-0.4688	1
59.9922	32.6199	2.759	12.0041	18.7843	48.1223	2.8351	7.6984	1
122.8906	59.789	-0.037	-0.7871	2.8988	17.5539	7.9664	75.7351	0
99.7031	40.5854	0.4807	1.1301	1.99	14.5525	9.6904	115.4663	0
138.8672	48.2821	-0.0719	0.1341	1.2567	10.1612	15.917	343.3579	0
86.5078	42.0675	0.866	1.7139	2.3579	18.8187	8.921	85.3227	0
130.2734	58.0202	0.0327	-0.5439	39.4289	66.5948	1.5165	0.9622	0
111.8047	49.9088	0.1404	0.3236	11.4975	34.0795	3.1252	9.6716	0
119.3047	51.3124	0.0306	-0.3474	1.8027	15.6599	12.4797	176.7102	0
110.7812	50.9471	0.2101	-0.1774	3.357	21.4153	7.0122	52.5728	0
95.2578	47.9054	0.5215	-0.0661	4.4273	24.1666	6.5828	47.4258	0
142.2266	54.201	-0.2824	-0.2035	1.092	12.5297	14.0701	222.67	0
128.4844	37.582	0.2045	1.1434	1.6254	12.2913	11.4358	177.6854	0
105.2266	52.335	0.3089	-0.0808	3.2809	17.6615	7.181	63.0592	0
94.2188	63.862	0.9023	-0.208	3.1187	21.1975	9.0549	89.8047	0
114.6172	49.7398	-0.0093	-0.2686	0.8972	9.0393	20.4868	531.9289	0
107.3438	47.3383	-0.0056	0.402	7.7625	32.4087	4.4246	19.4153	0
110.6406	52.1837	0.2438	-0.4272	1.8018	16.5108	10.3431	115.355	0
26.4219	28.3548	6.4149	45.3836	59.0075	58.2789	1.4525	1.756	1
107.6797	51.6546	0.1536	-0.3249	2.5953	18.2133	8.9675	91.5604	0
117.1484	44.8707	0.1699	0.1185	2.4557	19.715	8.6746	78.714	0
126.7656	50.6022	0.0185	-0.0214	3.5201	22.312	7.1197	54.9033	0
112.9531	46.3258	0.3113	0.074	1.7182	16.0107	10.7558	125.7474	0
126.8438	42.9605	0.2161	0.2397	4.5167	26.3256	6.4389	42.8943	0
139.2578	52.0033	0.0888	-0.3987	2.1346	18.3114	9.5978	98.2655	1
113.0781	48.6723	0.2227	-0.042	2.7191	15.9625	8.5648	93.5308	0
147.4375	44.6421	-0.265	0.3047	5.9298	28.993	6.1574	40.738	0
119.1406	39.6789	0.1456	0.9131	0.4908	8.9635	22.847	585.7534	0
86.0391	39.6485	0.8112	1.9596	2.3035	16.4316	9.3272	102.2157	0
94.9688	47.8201	0.5915	0.238	1.1079	13.6059	14.2944	222.0329	0
126.7266	47.0777	0.0838	0.0022	1.3261	12.0222	13.6426	225.6497	0
87.3438	34.4482	0.6317	3.2643	2.1246	13.1939	10.3889	146.0721	0
115.3516	43.8605	0.1564	0.2325	1.8545	12.0507	11.271	182.6371	0
128.4844	50.9914	0.0584	-0.4959	1.7567	16.8974	11.7581	152.8897	0
75.2969	50.496	2.1931	4.6845	60.6906	48.6299	0.9742	1.4914	0
123.0703	44.854	-0.0065	0.1318	4.8988	29.0695	6.1946	38.6808	0
99.25	40.2417	0.5797	1.2714	4.5008	27.553	6.612	45.0711	0
100.9375	40.4895	0.3267	0.9251	2.3905	15.9636	9.0795	101.2107	0
100.5078	41.6815	0.7689	1.3685	1.6839	11.5453	12.3211	214.4422	0
107.1641	50.4834	0.4336	-0.0137	1.5134	12.7433	11.6178	170.7879	0
104.3984	39.8166	0.319	0.8856	1.7324	14.2394	10.6016	133.9891	0
103.4531	42.2951	0.3105	1.014	8.6145	33.8058	4.3534	19.4934	0
139.2891	48.8533	-0.4171	-0.0793	4.7174	25.1853	6.1133	39.6302	0
107.3672	50.9104	0.0945	-0.5305	2.5702	16.8438	9.4568	107.1969	0
114.8203	45.0728	0.2221	0.3862	2.1104	14.5844	10.8492	144.2235	0
119.2422	60.0071	0.113	-0.8455	3.4866	19.3325	7.1513	61.7291	0
98.4453	57.0281	0.5555	-0.4723	5.6288	28.0088	5.8607	36.7907	0
128.2109	47.6709	0.0492	0.0664	4.5577	22.7172	6.6676	52.4994	0
114.4844	42.5858	0.1035	0.2019	7.2182	30.0829	4.4567	20.2877	0
132.0703	47.6593	0.0082	0.3306	12.4933	43.6233	3.5345	11.4805	0
117.0391	55.8833	0.2312	-0.6016	11.3361	38.7371	3.602	12.5407	0
114.3672	52.2951	0.2815	-0.413	10.301	36.2664	3.9266	15.7089	0
83.0391	46.0927	1.675	3.4607	59.1196	53.9541	0.6871	-0.1771	0
138.1016	62.7868	-0.142	-0.7706	3.0577	18.2756	8.6559	89.3356	0
115.3906	44.6709	0.2844	0.2921	2.6254	18.3738	7.9756	71.1847	0
94.9844	53.5731	0.514	-0.2541	2.4908	16.8737	10.9145	136.5568	0
106.8906	60.3688	0.3749	-0.7108	1.1446	13.8766	14.9502	246.2772	0
48.3672	30.0577	4.5009	27.9179	69.8386	74.1808	0.7406	-0.606	1
112.4766	58.9711	0.3943	-0.678	3.2533	18.0388	8.1811	82.6446	0
101.0078	34.4625	0.4654	2.5142	2.3202	15.3231	8.8848	98.1038	0
149.5234	56.736	-0.4134	-0.4449	172.3227	58.9558	-2.0836	3.2208	0
119.2812	40.569	0.248	1.1067	2.7676	17.117	8.5764	89.1418	0
129.2344	41.3044	0.028	0.8825	5.1672	25.9578	5.6164	33.1903	0
110.1875	46.582	0.1979	0.0088	2.2441	13.8209	9.475	122.6018	0
65.0703	34.7332	2.2661	9.3248	12.4557	39.9527	3.7781	14.6821	1
83.9062	39.0813	0.6323	1.9148	2.536	15.4098	8.9914	105.6064	0
116.1172	39.185	0.4048	1.0038	3.964	25.2257	6.9818	51.294	0
119.3906	60.2487	0.0537	-0.782	4.4381	25.4671	6.6883	48.2675	0
132	50.1426	0.0435	-0.1109	5.1522	28.2934	6.1003	38.7314	0
109.0469	48.3115	0.1224	0.1073	12.2751	43.5234	3.5281	11.3138	0
109.0781	52.2839	0.1751	-0.0853	6.7458	26.7116	4.9222	28.9697	0
99.4609	34.851	0.3841	2.4757	3.9381	24.0152	6.5474	44.5616	0
106.4297	47.6789	0.4985	0.6725	3.5184	24.5815	7.3451	54.7474	0
84.0078	34.2524	1.3636	5.0625	10.2467	40.5702	4.0843	15.85	1
61.0312	34.2623	2.8136	13.1491	24.3378	54.4899	2.5732	5.9762	1
125.1562	50.2364	-0.1084	-0.4313	2.3286	14.8358	8.7745	99.8372	0
128.6953	48.0834	-0.0098	-0.2418	2.2115	14.3449	9.5884	116.9612	0
124.9141	57.9559	-0.0449	-0.7337	2.8612	21.732	9.3317	90.5801	0
17.2109	46.9777	3.6916	13.159	136.4406	64.5044	0.1325	-0.9061	0
92.8047	73.3238	0.4702	-1.04	21.1263	40.829	1.837	2.433	0
130.4844	72.8925	-0.0296	-1.2217	4.709	27.8418	6.3573	41.0966	0
124.1875	71.7588	0.0124	-1.481	61.3587	73.2321	0.9787	-0.1063	0
115.6797	50.5566	0.1446	-0.3944	8.8253	35.746	4.6422	22.0079	0
103.8828	51.9621	0.3924	-0.1656	3.9064	20.3351	6.5422	49.4515	0
119.9688	37.0945	0.2748	1.8627	3.2818	18.658	7.4264	65.2971	0
134.6953	45.3196	-0.1354	0.3572	1.8211	12.0246	11.3302	183.9362	0
121.5938	60.2917	-0.0843	-0.7447	4.1087	23.6278	6.8104	51.4002	0
145.1094	46.8267	-0.3299	0.1922	9.1396	34.5119	3.9673	15.375	0
89.4297	39.4408	0.8538	2.0947	3.2993	19.548	7.955	73.4657	0
113.7266	40.2837	0.3515	1.2116	1.7926	11.2819	12.5312	228.738	0
128.9297	46.6113	0.1308	-0.0724	1.6396	14.7667	12.2313	171.357	0
119.4609	44.0273	0.3775	0.5634	9.1647	35.3089	3.9565	14.9922	0
143.7578	58.8925	-0.2702	-0.4694	10.4189	41.7515	4.1248	16.0748	0
114.4922	49.409	0.1512	-0.4828	2.3645	13.5043	9.3344	123.9995	0
99.3359	36.1547	0.2888	1.9726	3.5769	20.845	7.0861	55.9165	0
107.5391	38.0696	0.538	1.4355	5.5911	26.4571	5.3229	30.0808	0
114.5781	57.8532	0.3083	-0.5635	2.2216	13.4662	9.6704	129.1064	0
108.1953	53.0203	0.3428	-0.2626	2.352	13.6547	9.5332	126.0788	0
101.0859	54.7032	0.3439	-0.3366	1.9816	14.0972	10.3556	133.2042	0
103.3906	52.8483	0.4626	0.1462	1.9975	12.1521	11.3678	183.9655	0
116.3359	48.4886	0.22	-0.1214	1.4022	14.542	13.1675	193.7017	0
115.1719	51.9021	0.1349	-0.2341	2.0686	13.3722	10.4068	146.0981	0
143.5391	43.9325	-0.267	0.3649	2.7901	16.3646	8.5203	90.6773	0
113.3047	40.8399	0.3723	0.8928	3.3997	23.1815	7.4494	57.4604	0
123.1406	51.0468	0.0958	-0.0472	2.24	13.385	10.3432	146.7825	0
84.5703	37.3958	0.5511	2.1078	3.2977	22.9046	7.7232	62.8169	0
15.6875	46.5891	3.627	12.695	174.8361	60.937	-1.0519	0.3115	1
92.0781	41.8488	0.5957	1.5299	3.0008	18.8508	8.7245	87.931	0
155.2969	49.4345	-0.2695	0.0157	3.6363	24.2306	7.1732	53.1693	0
105.25	49.1743	0.3062	-0.1633	5.2391	27.4054	5.7276	34.2104	0
127.25	54.8988	0.1254	-0.3755	2.2358	13.3776	9.8996	136.7203	0
96.0312	39.0934	0.5784	1.5137	1.2617	12.0387	12.7668	204.3056	0
52.8125	40.1407	2.8993	9.2555	75.2935	74.675	0.7667	-0.5019	1
81.2266	39.6051	1.0277	3.2569	9.8729	36.3771	4.1649	18.0233	0
80.0078	41.5375	0.7643	1.7577	8.7115	36.3569	4.3484	18.3181	0
89.1016	38.0487	0.7242	1.8459	6.7308	31.8293	5.2665	28.3479	0
64.8984	41.264	2.1628	6.5342	33.102	67.9951	1.8517	1.9726	1
15.9141	47.3588	3.614	12.4921	169.3336	56.9654	-0.7338	-0.0721	1
103.6797	44.9472	0.4926	0.3853	2.6028	15.7934	8.4178	88.6479	0
105.7812	48.0503	0.3121	0.4051	3.5585	20.8609	7.2611	60.66	0
136	46.0211	-0.0758	-0.0843	8.8629	37.1488	4.4007	19.0043	0
122.4062	50.2185	0.1624	-0.0231	1.1589	12.308	14.8817	258.3708	0
124.9141	47.8585	0.0047	-0.3125	3.7249	21.5433	7.8812	69.774	0
128.5156	44.2832	-0.0148	0.4658	2.5686	16.0499	9.4759	110.9573	0
139.2891	44.5055	-0.3459	0.3559	1.9072	13.8072	10.413	136.3337	0
161.5469	43.6148	-0.4455	0.9725	1.3838	15.4883	12.9263	178.979	0
117.5156	37.2703	0.1901	1.4578	1.51	14.1226	11.2532	145.4065	0
139.5391	38.7336	0.1426	1.0183	2.3077	17.5693	8.6627	82.6271	0
136.8828	49.9308	-0.2243	-0.4475	3.0761	19.5468	8.6963	87.2482	0
132.375	47.9513	0.0955	-0.082	2.7199	21.8651	9.1656	89.124	0
109.4219	44.0266	0.1619	0.4446	3.4247	20.0773	7.7829	68.8148	0
124.5859	57.4135	-0.1078	-0.6209	29.4214	66.0265	2.0659	2.7222	0
138.8047	56.8804	-0.0058	-0.4627	2.143	17.4071	9.6724	103.9814	0
126.75	50.4862	-0.0042	-0.3791	2.888	22.7871	8.405	72.6333	0
109	44.9915	0.385	0.4401	2.5067	16.5709	8.3709	84.2512	0
164.5078	53.3908	-0.8149	0.094	77.5711	73.1899	0.1206	-1.6068	0
107.6406	41.1982	0.5153	1.2419	2.0585	13.9597	10.8367	145.6243	0
86.2031	34.4824	0.6063	3.4397	2.3562	15.6173	8.5845	90.7982	0
123.2891	50.1939	0.0226	-0.1635	4.7943	24.7899	6.5695	48.4366	0
128.7031	45.2067	-0.0341	0.0679	5.5318	28.7567	5.3765	28.9491	0
125.3672	47.4735	0.1075	-0.338	3.1137	22.4495	8.2131	70.9062	0
136.9141	52.2238	0.0429	-0.2655	3.6915	20.7457	7.3514	60.8794	0
123.4062	41.1909	0.3615	0.5536	1.199	11.3172	14.1186	252.0992	0
92.7969	33.6497	0.5805	3.3071	1.3286	10.4475	14.7553	305.145	0
133.9375	48.8951	0.0507	-0.2694	5.2258	29.4094	6.1472	39.0161	0
118.2656	47.0032	0.1715	-0.1876	1.852	13.3096	10.7209	147.8161	0
133.2188	44.5491	0.0145	-0.0103	3.2308	17.2609	7.9918	79.7402	0
108.4375	47.7275	0.3134	0.1478	2.0426	12.8605	10.7903	160.17	0
134.6406	45.3284	0.0825	0.1231	2.5435	14.4235	9.2358	114.8013	0
112.5547	43.0365	0.2608	0.2504	3.0234	18.3981	8.5418	86.2526	0
136.2422	50.6594	-0.1442	0.0673	3.9105	20.628	6.8291	54.4405	0
106.1094	43.7593	0.1885	0.1171	3.0819	21.1455	7.5556	60.6306	0
125.3594	47.8377	-0.1749	0.0116	2.5033	20.2465	9.1905	89.8448	0
124.5391	44.1747	0.0967	0.232	9.1079	39.3402	4.3207	17.4947	0
96.3125	39.6104	0.5115	1.1598	3.1204	23.5309	8.3311	71.6851	0
105.4453	42.6255	0.5052	0.5161	3.5844	18.9323	6.5904	52.8429	0
158	70.6406	-0.7152	-0.704	1.0619	13.4558	16.6417	287.8298	0
139.5078	53.7876	0.0585	-0.5412	2.49	20.9426	9.0858	85.9494	0
122.4922	41.7464	0.0439	0.5706	1.8579	12.9331	10.9046	157.6985	0
123.2969	50.5702	-0.0256	-0.1505	2.393	15.4311	9.4848	111.8356	0
106.6016	51.4841	0.476	0.1358	2.3754	18.37	9.2845	95.3854	0
134.0625	46.77	-0.1259	-0.3216	2.3386	14.4419	9.5915	117.6793	0
86.7188	43.2834	0.6341	1.0093	1.6522	11.8183	12.4044	207.8566	0
125.9766	51.0612	-0.0122	-0.0767	2.26	13.3018	9.4878	129.2579	0
136.5312	59.3495	-0.3389	-0.4072	6.245	27.412	5.0888	26.9876	0
140.9141	43.4153	-0.1913	0.2654	11.7826	44.1179	3.8664	13.9203	0
138.5938	67.6135	-0.405	-1.0356	12.2634	47.1512	3.7619	12.6728	0
131.4141	51.0431	0.0384	-0.3113	5.1865	28.8338	6.0999	38.295	0
135.4766	54.1944	-0.1067	-0.1557	2.6572	14.1349	8.6385	106.6684	0
116.5156	55.2046	0.1305	-0.412	3.4373	16.7171	6.9778	65.0324	0
96.2031	50.5236	0.5705	-0.0135	1.7375	11.7711	11.8517	199.5353	0
122.3906	48.1301	0.0486	-0.2683	1.4139	12.151	12.3807	196.6791	0
125.4922	51.5973	0.0131	-0.3794	7.7258	34.5432	4.6941	21.6758	0
138.1484	57.1839	-0.2139	-0.4193	8.4047	32.7168	4.3754	19.4899	0
86.9062	39.6103	0.426	1.434	2.1355	14.68	9.4741	112.4131	0
99.5938	49.6189	0.7099	0.2172	2.8261	19.8719	9.7481	101.5637	0
124.875	58.8771	0.1309	-0.6945	7.4247	30.6079	4.4703	20.3857	0
110.0234	41.227	0.013	1.0817	2.0819	16.5353	9.2313	95.5609	0
135.6875	54.2589	-0.0655	-0.4956	1.403	16.6632	12.6631	163.7993	0
136.3047	54.6045	-0.0883	-0.3477	2.6421	18.3191	8.4623	82.0897	0
88.1484	39.4517	0.6056	1.6246	2.5276	15.2881	9.3076	110.2929	0
129.4297	44.8976	-0.1042	-0.0795	4.2015	22.7383	6.4517	46.0545	0
136.2344	47.5602	-0.0847	-0.1875	2.597	16.5819	8.6546	89.2527	0
118.3594	54.1509	0.146	-0.0178	3.8554	23.7415	7.3706	58.7326	0
131.6406	49.7675	-0.0598	-0.4904	2.5627	16.8883	8.0319	78.0282	0
131.2031	49.8964	0.2397	-0.2044	1.8194	14.0068	11.9091	175.1796	0
92.2031	38.5866	0.5973	1.4541	1.3737	14.409	12.2182	165.8119	0
104.3125	43.6305	0.1865	0.546	1.3127	11.1784	13.7802	252.4174	0
105.9766	38.0582	0.2672	1.4291	1.5836	12.4109	11.7831	181.9038	0
127.7578	38.4803	0.0957	1.108	5.4666	28.0438	5.3984	29.456	0
137.6875	47.1371	-0.0825	0.0335	2.9565	16.7534	8.4504	90.9999	0
128.6094	57.5602	-0.2366	-0.2519	0.6421	9.4742	19.9965	471.345	0
101.2422	46.5673	0.5328	0.3448	2.6396	19.2421	8.4329	77.1943	0
131	47.623	-0.0113	-0.0234	0.5702	8.9767	21.7844	560.3516	0
139.0781	44.4288	0.1679	0.0957	2.1355	16.1994	9.9203	113.1658	0
118.2188	49.0621	0.2661	-0.1067	1.2517	10.8325	14.4833	279.3865	0
120.4688	44.8806	0.2811	0.4019	1.464	12.2095	12.6434	202.0461	0
129.2109	45.043	-0.131	0.4559	4.806	24.3635	6.3085	43.353	0
100.2344	45.9318	0.3739	0.3318	2.9791	16.2695	7.5396	74.7402	0
119.625	41.1476	0.2393	0.9639	5.3554	25.9871	5.4775	32.0916	0
125.8906	48.2095	0.0163	-0.2426	1.7241	12.3129	11.1287	173.6521	0
102.2109	44.3547	0.5247	0.3392	1.6789	12.276	12.1173	192.3904	0
93.3203	46.0401	0.6218	0.6305	1.5468	13.0725	11.6837	168.4416	0
116.8672	46.6994	0.6939	0.7938	1.5602	13.4061	11.1281	151.2436	0
100.5625	41.3782	0.4523	1.0284	2.0853	13.666	10.158	134.7469	0
99.6797	47.7184	0.4234	0.2849	8.5184	33.998	4.3334	18.6538	0
93.4922	38.1641	0.3142	1.6694	1.8788	15.387	10.2817	120.4197	0
117.8516	46.0684	0.3443	0.5251	2.7818	16.3433	7.7273	75.9501	0
136.3359	48.034	-0.0447	-0.4475	34.0945	70.8568	1.7082	1.166	0
105.7422	47.4989	0.5107	0.4959	3.4624	17.9759	6.6953	56.3115	0
123.9688	52.1368	0.0003	-0.3971	3.944	27.2597	7.2417	53.0168	0
124.3984	45.2292	0.2433	0.2405	2.1129	14.1764	9.9022	125.5465	0
101.7734	43.3074	0.492	0.672	2.1012	13.5307	10.28	139.8945	0
95.3203	36.2552	0.5586	2.1123	1.9189	14.7328	9.9176	120.4035	0
142.7812	48.157	-0.3178	-0.4496	3.3344	23.8444	8.9132	81.8063	0
87.4453	36.1693	0.5313	2.5363	3.1212	18.8687	7.7996	73.0725	0
106.3594	50.3175	0.3932	-0.2911	0.8896	10.8012	15.8859	303.3685	0
94.5938	39.3797	0.4983	1.3682	2.0142	13.8481	11.2615	157.9369	0
98.75	47.6758	0.4082	0.3503	1.9615	14.9852	9.9227	117.5079	0
90.1328	38.8546	0.5867	1.6757	3.7759	21.3867	7.1894	59.6839	0
121.7969	56.1124	0.0232	-0.3964	5.1856	26.974	6.5178	45.7222	0
116.3906	43.2966	0.3308	0.7749	3.3587	17.9225	7.5618	69.1122	0
128.8047	57.4289	-0.0606	-0.4488	3.1054	19.0706	7.3036	61.9963	0
117.9375	51.8426	0.2525	-0.2215	1.3905	15.0099	12.1385	158.9693	0
132.6016	54.9167	0.023	-0.4094	4.0067	18.5287	6.2344	50.0366	0
143.4688	46.0273	-0.2674	0.2588	1.9791	17.8724	10.7317	123.8241	0
88.1016	37.4403	0.5537	2.0607	4.6045	21.6349	5.6054	36.2893	0
154.5469	49.5003	-0.2018	-0.0777	3.3043	18.1122	7.8457	76.1738	0
107.7031	50.0258	0.4882	0.305	2.2634	13.1545	10.3262	149.4785	0
115.3672	48.8017	0.2754	-0.1314	2.3721	14.8048	8.8584	102.1337	0
109.9531	46.008	0.439	0.3489	2.4147	15.5483	8.8448	96.0683	0
102.2266	48.1534	0.335	0.1626	2.1145	16.5577	9.8239	111.6184	0
94.3359	46.3166	0.1885	0.0963	6.6614	32.0353	5.1238	26.4564	0
110.7344	47.9818	0.2844	0.0408	2.9172	17.3248	7.6629	70.7159	0
96.4609	45.882	0.281	0.1039	2.5393	18.5681	9.6488	107.0391	0
92.2656	45.9887	0.6786	1.1186	0.4431	8.2905	26.0294	757.2215	0
129.5781	51.2958	0.0723	-0.4315	3.194	19.7083	7.0014	54.0982	0
123.4609	49.9279	-0.1514	0.0024	2.7943	16.6654	8.2446	82.7008	0
106.4922	42.7449	0.4539	0.8804	2.158	13.0936	10.0662	142.9286	0
