raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
4.2002	3.7773	2.5817	5.0173	3.8898	2.7421	3.5891	6.2615	2.4354	4.6112	2.914	1.004	0.0005	0.0028	-0.005	-0.006	-0.0146	0.9978	-0.004	-0.0056
4.4987	3.7353	3.2189	3.5439	3.4308	3.5115	4.5623	6.8906	2.9058	3.4144	2.3979	0.9932	-0.0049	0.0048	-0.0087	-0.0035	-0.013	1.0068	-0.0012	-0.0123
4.0877	3.0493	2.9648	3.2149	2.3979	2.5088	2.8814	6.3315	3.3776	3.833	3.2068	0.9951	-0.0092	0.0066	0.0053	-0.0074	0.0163	1.0047	-0.0063	-0.0052
4.4898	3.7087	2.7556	4.8675	3.5752	3.8544	4.0656	6.4907	3.054	3.1655	2.702	1.0042	-0.0044	0.0058	0.0136	0.015	0.0086	1.0056	0.0015	0.0085
3.8395	3.4563	3.9627	4.4031	3.1179	3.0493	3.4874	5.9532	3.2465	3.6738	3.0493	0.9923	0.0105	-0.0139	-0.0008	0.0087	0.0031	1.0001	-0.0063	-0.0004
4.0943	3.1355	2.5297	3.0445	3.8607	2.5772	2.9957	5.2257	3.3429	3.716	2.9781	0.9813	-0.0237	0.0091	-0.0058	-0.0095	0.0018	1.0076	-0.0153	-0.0063
3.4243	3.7773	3.2347	3.2308	3.1224	3.7565	4.0943	6.1738	3.0204	3.2068	2.621	1.0018	0.0196	0.0128	0.0005	-0.0087	0.0052	0.9999	-0.0203	-0.0003
4.2312	3.4812	3.2387	3.5056	3.3142	2.6993	2.7887	5.649	3.2308	3.5234	2.6851	0.9816	-0.0317	0.0118	0.0158	0.0057	-0.0106	1.0091	-0.0023	-0.007
4.132	3.2027	2.8136	4.5218	2.8976	2.8976	3.3945	6.2971	2.6546	3.1739	3.2149	0.9957	0.0117	-0.0161	-0.0169	0.0091	0.0012	0.9878	-0.0078	0.0007
4.5706	3.6814	3.0865	4.3241	3.1046	3.6217	4.05	5.4681	3.0773	3.4372	2.512	0.9855	0.0138	0.0013	-0.0163	-0.0063	-0.0104	0.9972	0.0047	-0.0051
4.6191	4.1775	2.9014	3.4563	3.0773	3.3707	3.7842	6.0591	3.0865	3.2387	2.9689	0.993	-0.0072	-0.0032	0.0032	-0.0115	-0.0035	0.991	0.0118	-0.0072
3.7495	3.1987	3.0865	3.2771	4.0656	3.4689	3.8898	5.8665	2.5863	3.635	4.5788	0.9981	0.01	0.0098	-0.0045	-0.0025	-0.0092	1.007	0.0011	-0.0071
4.2166	3.7495	3.1355	4.6434	3.4995	2.6762	3.7424	7.7218	3.661	3.5891	2.3979	1.0052	-0.0098	-0.0116	-0.0142	0.0006	0.0047	0.9794	-0.0128	-0.0039
4.3241	3.3945	2.9606	3.4751	3.4874	3.4144	4.0128	6.8554	3.091	3.4563	2.7298	1.0057	0.0167	0.0239	0.0081	0.0057	-0.0118	1.0153	0.0078	-0.0018
4.3162	3.4935	3.1442	3.7353	2.649	3.1655	3.9982	7.1763	3.0634	3.5807	3.1091	1.0037	0.0097	0.0013	-0.0087	0.0011	0.0078	1.0117	0.001	0.0024
2.7517	3.325	3.3878	3.4177	2.8391	3.1987	3.5807	6.5889	3.4626	3.8044	2.8937	0.9962	-0.0043	0.0008	0.0101	-0.0138	-0.0029	0.9969	-0.0168	-0.0044
4.2166	3.7495	2.9392	3.1001	2.7751	2.8285	3.8459	4.285	2.8622	3.1224	2.772	1.0014	0.0081	0.0034	-0.0025	-0.0203	0.0007	1.0044	0.0087	-0.0039
5.2933	5.0938	3.1612	3.4372	2.7688	3.4626	3.6814	5.5722	3.3358	3.627	2.7924	1.0053	0.0083	-0.0029	0.0031	0.0003	-0.0112	0.9919	0.0183	0.024
3.7353	3.6082	3.5175	4.1174	3.4874	2.81	3.0397	6.3682	3.6738	3.9627	3.1398	1	0.0127	-0.0113	0.0061	-0.0152	-0.0017	1.0072	-0.0015	0.0082
3.6889	3.0445	2.8622	3.2149	3.2581	3.5946	3.9474	6.5439	3.3776	3.7773	2.9476	1.0213	-0.0143	-0.001	-0.0031	0.0023	0.012	1.0172	0.005	0.0013
3.2734	3.1739	2.679	4.9972	3.5381	3.0819	3.8111	7.1944	3.2581	3.3464	2.9867	1.0081	-0.0037	0.0036	-0.0137	0.0073	-0.0098	1.0117	0.0079	-0.0205
4.036	3.3429	3.7773	4.3241	2.6993	3.4372	3.8111	6.0845	3.2189	3.8607	3.4563	1.0124	0.0153	0.0098	-0.0045	-0.0096	-0.0149	0.9886	0.0026	-0.0073
3.627	3.4372	3.4751	3.4243	3.7353	2.7788	3.6481	6.5352	2.9648	4.0943	4.684	0.9962	0.0057	-0.006	-0.0079	-0.0156	0.0023	1.0046	0.0106	-0.0012
4.285	3.3464	2.8662	3.5056	2.8775	2.7819	2.9867	5.5797	2.4141	3.5496	2.4389	1.0056	-0.0025	-0.0003	-0.0135	-0.0074	-0.0037	0.9958	-0.0039	-0.0017
4.6269	4.0431	3.3638	3.2771	2.6933	2.4051	2.6906	3.5639	2.8356	3.9834	4.7536	0.9997	0.0012	0.0061	0.0113	-0.0055	0.0171	1.0061	-0.0031	-0.0023
4.1092	3.6939	2.4362	5.8579	4.1851	3.0253	3.3707	5.8579	3.8607	4.372	3.2958	0.9895	0.0078	0.0017	0.01	-0.0082	-0.0158	0.9897	-0.0062	0.0061
4.1558	3.2068	3.7353	4.0271	3.1612	3.4626	4.1174	6.8287	3.0155	3.4078	2.8507	0.9952	0.0083	-0.016	0.0054	0.0139	-0.0038	0.9896	0.0183	-0.0069
4.7185	3.7087	2.9476	4.6597	3.3534	2.6518	3.3032	6.4473	2.772	3.2387	2.6993	1.0074	0.0182	0.0121	0.0142	-0.0022	-0.0151	1.0119	0.0142	0.0047
4.4104	3.8959	3.4372	3.2027	3.4144	2.8064	3.1001	6.1903	3.1822	3.4243	3.0253	1.0019	0.0024	0.0122	-0.0015	-0.0034	0.0074	1.0054	0.0007	0.0002
4.5706	3.716	3.635	4.684	3.8544	3.1697	3.3464	5.0689	3.2347	3.45	2.9264	1.0029	-0.0059	-0.0143	0.0154	0.0019	-0.0021	1.0029	-0.0006	-0.013
4.7875	3.8111	4.1927	4.7958	3.8044	2.8356	3.2504	6.0331	3.2068	2.7298	2.8898	1.0045	0.0089	-0.0037	-0.0071	-0.0211	-0.0065	0.982	-0.0046	0.0031
3.9627	3.5293	2.7788	3.4144	4.0877	2.6851	3.1485	6.1654	3.2068	3.1822	2.4553	0.9899	0.002	-0.0132	0.001	-0.0008	0.0229	0.9851	-0.0184	-0.0012
2.9912	3.5695	3.1046	3.5234	4.0431	3.4243	3.6889	6.0064	2.8172	3.3534	4.057	1.0075	-0.0203	0.0146	0.0043	-0.0145	0.0033	0.9868	-0.0036	0.0048
4.7536	4.162	2.8467	3.2771	4.2932	2.6042	2.6575	5.9636	3.3534	3.6217	2.7421	1.0009	0.0062	0.008	0.0008	0.0089	-0.0027	0.9915	-0.0002	0.0075
3.8044	3.3032	3.1091	3.7565	3.2189	3.1612	3.4563	6.4036	3.0106	3.2581	2.5526	0.9929	0.003	-0.0012	0.0141	0.0122	-0.0171	0.9923	-0.0096	0.0023
2.6546	2.8662	2.457	6.1026	4.4188	2.7751	3.1442	5.9532	2.9392	3.4078	2.6651	1.0025	0.0069	-0.0042	0.0037	-0.0041	-0.0036	0.9978	-0.0054	-0.0068
4.162	3.5381	3.7353	3.8816	2.9349	2.6391	2.9221	4.8828	3.3142	3.4935	2.6064	1.0103	0.0031	0.0014	0.0152	-0.0068	0.0054	1.0135	0.0133	-0.0001
3.8395	3.1987	2.8028	4.1558	3.3945	2.7206	2.9648	5.5722	2.9781	2.9392	2.621	0.9898	-0.0086	0.0208	-0.0143	0.0178	0.01	0.9887	0.0075	0.0045
4.4509	3.3638	3.8959	3.7842	2.9867	2.8285	3.4144	6.0845	3.1135	3.2958	2.6707	0.9952	-0.001	0.0045	0.0012	-0.0005	-0.0093	0.9952	0.0006	-0.0056
3.6738	3.4751	2.772	4.6269	3.1905	3.3142	3.7773	5.8999	3.4078	3.3358	2.4924	1.0095	-0.0084	0.0067	-0.0106	-0.0103	0.0049	0.9934	-0.0016	0.0118
4.0877	3.2619	3.3286	3.4626	3.1398	2.8622	3.8607	6.5624	3.1864	3.5439	2.8898	0.9999	-0.0006	0.0041	0.0137	0.0051	-0.0068	1.0198	0.0116	-0.0081
2.6906	3.3638	2.7651	5.2627	3.7773	3.3776	3.6939	5.9532	3.45	3.6533	3.157	1.0147	-0.0098	0.0006	0.0105	0.0182	-0.0048	0.9908	0.0065	0.0153
4.1927	3.8544	3.0956	4.4509	3.716	3.2884	3.8395	5.9532	3.1485	2.8702	2.6967	1.0091	0.0048	-0.0167	0.0051	0.011	0.001	1.0125	0.0031	0.0071
4.5549	3.6533	2.3979	5.1591	2.5369	3.0445	3.3878	5.9532	2.7651	2.6906	2.6159	0.9995	0.0045	0.013	-0.0004	-0.0078	-0.0104	0.9958	0.0132	0.0065
3.1864	3.2347	3.1091	3.1822	3.0057	2.5353	3.0681	5.9789	3.3534	3.833	3.3604	1.0046	-0.0116	0.0034	0.0094	0.007	0.0008	1.0105	0.0242	0.009
4.8675	4.2092	3.0634	3.8959	4.2312	3.4078	3.4751	5.8141	3.1697	3.8177	4.6434	0.9976	-0.0191	-0.0046	0.0113	0.0066	0.0065	0.9863	-0.0043	-0.0183
4.036	3.4243	3.3707	3.5891	3.2696	3.4372	3.7565	6.0331	4.2932	4.587	3.6217	0.9945	-0.0095	0.0085	0.0044	-0.0026	0.0049	1.0162	-0.0027	0.0171
3.6814	3.4243	3.0956	5.5722	3.9834	2.9606	3.3776	7.0605	3.1442	3.5891	3.035	1.0009	-0.0027	0.0153	0.0022	0.0046	0.0113	1.0091	0.0103	-0.0036
4.4987	3.5891	2.5588	4.0128	2.8285	3.0253	3.5807	6.271	3.4144	3.635	2.6993	1.0111	0.0141	0.0077	0.005	0.0051	-0.0096	1.0064	0.0033	-0.0084
3.2465	3.6814	3.9627	4.538	4.1255	3.3534	4.4659	8.5019	3.2847	3.627	3.1612	1.0062	0.0204	-0.005	-0.0025	0.0017	0.0036	0.9927	-0.0053	0.0039
5.0689	4.7875	3.5234	4.4987	4.5218	2.8702	3.7087	7.2385	3.2504	3.5553	2.9735	0.9879	0.022	-0.0012	-0.0139	0.0076	0.0136	0.9824	0.0141	-0.0023
4.5623	3.5234	3.627	3.791	3.2958	3.3844	3.627	5.7526	3.157	3.2771	3.0155	0.9938	-0.008	0.0018	0.0041	-0.0141	0.004	1.009	0	-0.0019
4.132	3.8544	3.3178	3.7773	3.2387	2.7856	3.4995	6.8732	3.1697	3.3286	2.8702	0.9887	-0.0181	0.0089	-0.0007	-0.0019	-0.0038	1.0093	0.0063	-0.0043
5.1358	5.118	3.2847	5.0938	3.5639	3.5752	3.7495	5.7777	3.5056	3.6402	2.6261	0.9968	-0.0017	0.0101	0.0149	0.0009	0.0119	1.0022	0.0118	-0.0114
4.6923	3.3878	2.9349	3.3286	3.912	3.4935	3.9259	6.0845	3.1355	3.2189	2.3979	0.9818	-0.0069	0.0104	-0.0017	-0.0064	0.0015	1.0004	-0.01	-0.0061
3.7209	3.3707	2.9183	3.4689	3.3286	3.325	3.7773	5.8999	3.0301	3.3534	2.8208	1.0126	0.0067	-0.0076	-0.0059	-0.0096	-0.0127	0.9934	-0.0064	0.0152
3.1905	3.4689	3.3464	3.0634	2.4579	3.4812	3.8959	6.0776	2.9392	3.3069	2.5795	0.9965	-0.0137	0.005	0.0028	0.003	0.0031	0.9896	-0.0034	0.0157
4.587	4.14	2.9689	3.2027	2.9058	3.8044	4.2002	6.0162	3.4308	3.8898	3.1864	1.011	0.0068	-0.0036	0.0075	-0.0106	0.0106	1.0084	-0.0003	0.0264
3.8898	3.4078	3.2465	3.2696	2.4239	2.9518	4.4509	7.2745	3.7635	4.1092	2.9434	1.0027	-0.0002	-0.0061	0.0031	0	0.0123	1.0077	-0.0002	0.0002
5.2204	4.0792	2.8814	2.8775	3.5891	3.3069	3.7842	5.7777	3.1864	3.2027	2.5626	0.9995	-0.0084	-0.0012	-0.0035	-0.0071	0.0037	1.0029	0.0105	0.0014
4.9053	4.2627	3.4995	3.9396	3.0204	2.9434	4.2627	6.7845	3.1739	3.2465	2.5626	1.0151	-0.0015	0.0157	0.0052	-0.0175	-0.0137	0.9913	0.0001	0.0134
3.5946	3.1655	3.2847	4.684	3.4436	3.0681	3.7087	6.1738	2.6462	3.8395	5.0562	1.0151	0.0049	0.0152	0.007	-0.0055	-0.01	1.0023	0.0032	0.0057
4.162	3.4751	2.9689	5.0689	3.1905	3.157	3.4935	6.8732	2.5241	2.5649	2.6115	1.0008	-0.002	0.0047	0.0006	-0.0026	-0.0098	0.9932	-0.0057	0.004
3.1442	2.8208	2.7856	5.0689	3.627	3.7565	4.1092	6.0591	3.5639	3.6082	2.9957	0.9902	0.0142	-0.0047	-0.0074	0.0085	0.0119	0.9864	0.0192	0.0155
3.4012	3.4995	2.7486	4.9053	3.9551	3.9982	4.5951	7.5337	2.7206	3.1905	2.5975	0.999	0.0002	-0.0154	0.0031	0.0253	0.018	1.015	0.0051	-0.0041
3.7565	3.4308	2.9781	4.2312	3.0681	3.0773	3.3534	6.3315	3.1224	3.3069	3.0634	0.9789	-0.0083	0.0053	-0.0157	-0.0175	0.0088	1.0086	-0.0147	0.0181
3.7013	4.0656	3.0204	4.162	3.2581	3.2068	3.7565	6.2166	3.2884	3.3776	2.9606	0.9891	-0.0047	0.0022	-0.0025	0.0131	-0.0179	0.9939	0.0027	-0.005
4.4509	3.6533	2.5863	3.0301	2.8507	3.4308	3.8044	5.823	3.1739	3.6533	2.8136	0.9976	0.0071	0.0014	-0.0179	-0.0155	-0.0011	1.0021	-0.0174	-0.002
4.1026	3.4012	3.1485	5.2417	3.635	3.0204	3.6402	7.069	2.3979	3.2504	2.3979	1.0034	-0.0089	-0.0088	-0.0011	-0.0042	0.0155	0.9973	0.0119	-0.01
3.8044	3.4144	3.2308	3.4243	3.2068	3.7495	4.2166	6.9707	3.2734	3.4372	2.832	0.9924	0.0043	-0.0103	-0.0103	0.0096	0.0086	1.0088	-0.0202	-0.015
3.7087	3.1046	3.2027	3.1697	2.494	2.6651	3.3534	5.9349	2.5626	2.3979	2.5072	1.0126	-0.0048	0.003	-0.0025	-0.0103	-0.0109	1.0118	0.0044	-0.001
4.1927	3.6217	2.9434	5.0173	3.7209	3.0301	3.4372	6.2442	3.1612	3.2387	2.7114	0.9866	-0.0159	-0.0127	-0.0052	0.0066	-0.0127	1.0224	-0.0056	0.0053
3.2696	2.9606	3.3178	3.5639	4.2781	3.0106	3.7773	6.1115	2.4266	2.7587	2.8244	1.0242	-0.0102	-0.0105	-0.0013	0.0007	0.0135	1.0003	-0.0032	-0.004
3.3638	2.7688	3.0681	5.204	3.5752	2.4907	3.1697	6.2879	2.8662	3.054	3.091	1.0084	-0.0102	0.006	-0.0119	0.0019	-0.0012	0.9983	-0.0118	-0.0128
4.0792	2.9912	3.1697	3.5056	3.9982	2.8976	4.036	5.5947	3.4751	3.904	3.5807	0.9951	0.013	-0.007	-0.0043	0.0056	0.0007	0.993	-0.0089	0.0052
3.4144	3.2189	2.499	5.5872	3.4144	2.6762	2.9349	3.7353	3.0301	3.0681	3.1485	0.9887	0.0045	0.0128	0.0219	-0.0004	-0.0071	1.0063	0.0031	-0.0001
3.5234	3.7773	3.5175	3.3286	3.0493	2.9476	3.2581	6.3578	3.1739	3.2387	2.8702	0.9985	0.0055	-0.0011	-0.0006	-0.0002	-0.0096	0.9969	0.034	-0.0068
4.3944	3.4751	3.3638	3.4243	2.9957	3.6481	3.8459	6.7662	3.0057	2.7517	2.7331	1.0013	-0.009	0.0158	-0.0077	-0.0169	0.0101	1.0081	-0.0073	-0.013
3.6217	3.5293	2.9957	3.45	3.3142	3.0956	3.6136	6.4118	3.3878	3.8459	2.9096	0.9995	0.0004	-0.0158	-0.0108	-0.0071	0.0123	0.9976	0.0002	0.0071
3.5639	3.6481	3.1355	3.2696	3.8816	2.7788	3.2884	6.4998	2.7751	3.4012	4.8752	0.9876	0.0017	0.0051	-0.0076	0.0046	0.015	1.0003	-0.021	0.0101
3.1179	3.5891	3.0493	4.3014	3.6481	3.0634	4.285	6.1463	3.3534	4.6511	6.2615	1.0112	0.0059	0.0003	0.0053	0.0093	-0.0182	0.9722	0.019	0.0003
5.1648	3.8607	3.2847	4.4104	3.6136	3.1822	3.4078	5.5373	3.2308	3.2229	2.4757	0.9997	-0.0025	-0.0017	-0.0122	0.0055	0.0085	1.0061	-0.0003	0.0003
4.3095	3.6082	3.791	3.833	3.7013	2.7298	4.2092	6.9177	3.2847	3.6533	3.2581	1.0101	-0.001	-0.007	-0.0086	0.0123	-0.0045	0.9979	-0.0156	-0.0025
3.8459	2.9096	2.7081	4.9488	3.4243	2.7997	3.8898	6.6859	3.4436	3.627	2.8582	0.9934	-0.0244	-0.0029	-0.0059	-0.0005	0.0042	1.0039	0.0055	-0.0083
4.5465	4.0656	2.3979	5.717	3.4436	3.7705	4.132	6.1377	3.4874	3.5381	2.8702	0.9936	0.018	-0.0071	-0.0024	0.0102	0.0141	0.9898	0.0099	0
2.9264	3.4812	2.9307	3.7281	4.036	3.1739	3.5553	6.4552	3.6738	3.7842	2.4791	1.0172	0.0187	-0.0205	0.0068	-0.0231	0.0011	1.0087	0.01	0.0008
2.8662	2.702	2.9221	3.3604	4.8442	3.0301	3.3069	6.1738	3.1905	3.4436	3.3142	0.9848	-0.0077	0.0045	-0.0026	0.0131	0.0002	1.0043	-0.0047	0.0082
3.7013	3.8607	2.6624	3.2771	3.5234	2.6651	3.2149	5.5607	2.584	2.4132	2.8028	1.001	-0.0083	0.0115	0.0065	0.0106	-0.0037	0.9734	0.0014	-0.0073
2.8854	3.4563	2.8898	5.1648	4.0271	3.4812	3.8459	6.1026	3.4078	3.4308	2.914	1.01	-0.0108	-0.0044	-0.0044	0.0104	0.0003	0.9945	0.0034	-0.0129
2.8432	3.2696	2.5487	3.0681	3.0681	3.4012	3.635	6.1654	3.7209	4.3944	3.5439	1.0031	0.0297	-0.0003	0.0104	-0.013	-0.0084	1.0056	0.0001	-0.0122
4.7536	3.791	2.3979	5.3891	3.7281	2.9689	3.2387	6.0684	2.9648	3.035	3.0057	1.0006	0.0163	0.0125	-0.0129	0.0111	-0.0045	0.99	0.0082	0.0179
3.5115	3.1612	3.9259	5.9454	3.8691	2.7054	3.1822	6.7581	2.9518	3.6889	4.5623	-0.0014	-0.016	0.0041	0.0043	-0.0059	-0.0029	0.0097	0.9938	-0.0045
3.2771	3.2068	3.2149	4.4987	3.8691	2.5463	2.832	5.4072	2.4689	2.914	4.1174	0.0027	-0.0215	0.0105	-0.002	0.0012	0.003	0.0048	1.0045	-0.0147
3.325	3.3638	3.2308	6.0064	4.0724	3.5553	4.132	6.6333	3.2696	4.0792	4.4509	-0.0176	0.004	-0.0171	0.0034	0.0081	-0.0049	-0.0009	0.9913	0.0017
2.7651	2.9183	3.661	3.5891	2.8507	4.4188	4.804	7.114	2.3979	3.4243	4.05	-0.0259	-0.0077	0.0072	0.0107	0.003	0.0022	-0.0042	0.9969	-0.004
3.3069	3.3638	3.2027	3.3707	2.7173	3.2771	3.7424	6.5793	2.3979	2.3979	3.6939	-0.0175	-0.0242	-0.006	-0.0145	-0.0109	0.0135	-0.0133	0.989	-0.0188
4.05	3.912	3.4308	3.4563	3.2504	4.5142	4.8752	7.5427	2.8507	3.6402	4.6357	0.0051	-0.0001	-0.0143	-0.0033	0.0104	0.0057	0.0061	1.018	-0.0231
3.0253	3.1224	3.0445	4.8978	3.4812	3.0681	3.8607	6.6593	2.8172	3.6136	4.2542	-0.0036	0.0054	0.0212	0.0004	0.0085	0.0035	0.0041	1.0152	-0.0092
3.0106	3.2189	3.8544	3.8044	3.2027	4.5951	4.9628	6.0331	3.2229	4.0271	4.5549	0.0092	-0.0127	-0.0027	0.0013	-0.0084	0.017	-0.0009	0.9848	-0.0187
3.1655	3.2771	2.6967	3.3464	2.4177	3.4626	3.6217	6.4297	2.4891	3.3707	4.4509	-0.0018	-0.0047	0.0177	0.0049	-0.0055	-0.0182	-0.0118	1.0001	-0.0074
3.5695	3.3286	3.4751	3.3032	3.3142	3.1655	3.4995	6.42	3.7209	4.02	4.4104	0.0024	0.001	-0.0068	-0.0153	0.0036	0.0049	-0.001	0.9915	0.0151
3.1442	3.2465	4.2542	5.989	4.2471	3.5891	3.9396	5.9108	2.3979	2.5185	3.8691	0.0219	-0.0273	0.0125	0.0008	0.0007	-0.0044	0.0099	0.9865	-0.0102
4.3014	4.1092	3.7495	3.5234	2.6412	5.0814	5.553	8.1967	3.2189	3.7705	3.9474	-0.0039	-0.0153	-0.0095	0.0128	-0.0111	0.0033	-0.0095	1.0011	-0.0173
3.2958	3.2884	3.4812	3.4751	3.1135	3.091	3.4812	6.3226	3.3178	3.5439	3.8395	0.0202	-0.013	-0.0026	0.0063	0.0124	0.0069	0.0021	0.994	-0.0015
4.0877	4.3944	3.5234	3.1355	2.9957	4.8122	5.366	8.1071	3.2308	4.3554	5.8579	-0.0035	-0.0021	-0.011	0.0091	-0.0128	-0.0085	-0.0138	0.9859	0.007
3.4144	3.3534	4.162	5.8051	4.1698	4.1174	4.4509	5.5013	3.4078	3.8691	4.02	0.015	0.0094	-0.0009	0.0158	-0.0086	0.0047	0.0063	0.994	-0.0034
3.1987	3.1355	3.5946	3.3358	2.9606	3.9318	4.4509	6.4739	2.3979	2.5023	3.9627	-0.0152	0.0182	0.0061	-0.0119	-0.0072	0.005	0.0019	1.0022	0.0104
3.8459	3.4935	2.7556	2.3979	3.2347	3.833	4.2781	7.4978	3.3178	3.7773	3.9474	-0.0208	0.0042	0.0103	-0.0025	-0.0129	0.0128	0.0239	1.0072	0.0021
3.2149	3.791	3.4243	3.3604	2.9349	4.7536	5.1533	7.8831	3.7353	4.6597	4.8122	0.0091	-0.0012	-0.0048	0.0044	0.0058	0.0059	0.007	0.9915	-0.0077
4.7185	4.5142	2.7788	3.5946	3.5234	4.8903	5.425	7.5246	2.6283	2.7587	4.0055	-0.012	0.0064	-0.0013	-0.0092	-0.0102	-0.0086	0.0099	1.0042	0.0012
3.2734	3.5752	4.2471	4.4031	3.2771	5.2627	5.5872	7.5071	2.6679	3.7281	4.5142	0.0012	-0.004	0.0138	-0.0083	-0.0058	-0.0041	-0.001	1.0161	-0.0005
3.4935	3.2189	2.6189	2.3988	2.9821	4.5951	4.9127	5.9349	2.4807	2.7651	3.4436	0.013	0.0076	-0.0023	0.006	0.0066	-0.0022	0.0011	0.9826	0.0073
4.5065	4.5706	4.3162	5.717	3.6136	4.0431	4.2627	6.2166	3.4995	3.8754	4.14	0.0181	-0.0008	-0.011	0.0026	0.0004	0.0042	-0.0094	0.9919	0.0032
2.9606	2.7997	3.4874	3.2847	3.3604	4.8903	5.3566	8.0802	2.4105	2.5863	4.0271	0.0059	0.0003	-0.0024	0.0031	-0.0132	0.0103	-0.0102	1.0052	-0.0006
3.1864	2.9957	4.5706	6.1654	4.6434	3.8691	4.162	6.1203	3.9627	4.6112	6.0162	-0.0089	0.0069	0.0001	-0.0002	-0.005	-0.0087	-0.0057	0.9943	-0.0064
3.3776	3.1697	3.4436	3.7087	3.2387	2.6878	3.9684	6.3063	3.1822	3.7353	4.0656	0.0059	-0.0199	-0.0085	-0.0003	-0.0119	-0.0044	0.0079	1.0128	0.0065
3.7705	3.3878	3.1864	3.3776	3.1224	5.124	5.4072	5.8406	3.325	3.7209	3.8044	0.0132	0.0122	0.0086	0.0222	-0.0051	-0.0082	0.0027	1.0042	-0.0085
3.8816	3.6136	3.7842	3.7281	2.6115	4.8203	5.3566	7.6143	3.7705	4.4739	5.1761	-0.0087	0.0046	0.0075	0.0066	-0.006	0.014	-0.0095	0.9934	-0.006
4.2399	4.4427	3.4874	3.6687	2.621	3.7424	3.9627	6.4378	2.593	3.3178	4.5065	0.0117	-0.0109	-0.0086	0.0115	-0.0046	-0.0205	-0.0061	1.0142	-0.0062
3.2308	3.2847	3.1001	5.5175	3.6402	2.7298	2.8898	5.823	3.2027	3.4874	2.8937	-0.015	0.0031	-0.0134	0.0049	0.004	0.0149	-0.0039	1.0044	0.0092
3.4563	3.7495	3.4243	3.791	2.7453	4.6756	5.2204	7.8831	3.7087	4.1775	4.459	0.0166	0.0104	0.0014	0.0046	0.0118	0.0064	-0.0063	0.9965	0.0043
3.6889	3.2149	3.4751	3.8177	2.5225	4.9904	5.7869	8.6723	2.3979	3.1822	3.1442	0.0049	0.0006	0.0017	0.0196	-0.0019	0.008	0.0125	0.9897	0.018
3.7281	3.1355	3.5946	3.8544	2.3979	3.4995	3.8111	7.1585	2.7961	2.7298	4.1026	0.0034	-0.0081	-0.0056	-0.0057	0.0053	-0.037	-0.0101	0.9935	-0.0076
3.3604	3.0493	4.3944	6.1654	4.3095	3.4012	3.904	6.4378	3.2149	3.9982	4.7875	-0.0214	-0.0058	0.0036	0.0001	0.0102	-0.0205	0.0017	1.0116	0.0105
2.8702	3.6402	2.8208	3.3358	2.8775	4.0431	4.3095	7.0157	3.5175	4.02	4.0055	0.01	0.0071	0.008	-0.0118	-0.0154	0.0002	0.004	1.002	0.0055
3.9259	4.2471	2.4732	2.6679	2.5795	3.6687	3.9759	6.4831	3.5752	3.912	4.1558	-0.0003	0.0061	0.0115	0.0052	-0.0153	0.0004	-0.0031	0.9888	0.0035
3.4626	3.6402	4.5465	6.0234	4.459	4.9053	5.2781	7.3639	2.6462	2.9689	3.7013	-0.0034	-0.0101	-0.0203	-0.0156	-0.006	-0.0116	-0.0118	1.0233	-0.0122
4.1174	3.4689	4.6511	4.8442	3.3178	4.459	4.7185	6.8638	2.9221	3.5752	4.9345	-0.0025	-0.0041	-0.0058	-0.0038	0.0015	-0.0114	0.0074	1.0108	0.0144
3.7013	3.2387	4.1479	5.0239	3.3707	4.4739	5.0814	7.9186	4.6511	5.2417	5.823	-0.0054	-0.0062	0.0146	-0.0058	-0.0087	0.0063	-0.0093	1.0103	-0.0027
2.9392	3.1485	4.4344	5.9108	4.162	2.8775	3.4563	6.271	3.0253	2.8547	3.9759	-0.01	0.0026	0.0086	0.0107	0.0022	-0.0081	0.0089	0.991	-0.0001
3.8544	3.3707	3.0819	3.3945	2.8432	2.9392	3.2958	6.3936	2.3979	2.3979	3.9982	-0.023	-0.0116	0.0027	-0.0043	0.0019	-0.0327	-0.0025	1.0053	-0.0065
3.1697	2.9735	3.2847	5.0499	3.3776	5.2204	5.451	6.5088	3.0155	3.9551	4.387	-0.0237	0.0146	0.0058	0.0072	0.0032	-0.0073	-0.0075	1.0238	-0.0103
3.0493	3.5553	4.5549	6.3315	4.6434	3.4308	3.8265	5.8319	3.3429	3.4812	3.7424	0.0127	-0.0074	-0.0017	0.0013	0.006	-0.0019	-0.0177	1.0018	-0.0053
3.3032	2.8208	3.661	3.6687	3.0493	3.0634	3.7087	6.3315	2.621	2.6624	4.0055	-0.0078	-0.0064	0.0162	0.0079	-0.0082	-0.0086	-0.0177	0.9961	-0.0006
4.2697	4.6357	3.2958	3.4372	2.3988	2.6575	3.2229	6.4118	3.5234	3.8816	4.7536	-0.0071	0.0075	-0.0132	0.0023	-0.0071	-0.0067	-0.0201	0.9917	-0.0165
3.3032	3.1655	4.2092	4.6756	3.7209	3.8607	4.3399	7.7575	2.9307	2.512	3.8111	0.0181	-0.002	-0.0006	0.0004	0.0125	-0.0084	0.0154	0.9966	0.0023
