raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
20.2	10.9	58.8	325	64.4	36.8	48.3	457	29.7	54.2	84.3	-0.0087	-0.006	0.0084	0.0036	-0.0115	-0.0101	-0.0024	0.9879	0.0049
33.7	17.6	21.3	41.4	7.37	66.7	95.6	505	22.7	34.3	20.5	-0.0116	0.0006	-0.0007	-0.0026	-0.003	-0.01	-0.0161	0.9908	0.0066
13.8	17.6	31.1	38.2	3.85	157	223	433	16	22.7	18.4	0.0125	-0.0015	-0.0029	0.0067	-0.0139	-0.0108	0.0056	1.0209	0.0102
41.8	29.2	42.9	211	42.2	47	73	379	6.92	36.5	53.3	-0.0107	0.0095	0.0063	-0.008	0.0194	0.0214	-0.0063	1.0135	-0.0004
7.57	16	13.3	133	8.51	12.1	31.3	599	6.32	43.7	41.4	0.0005	0.006	-0.0064	0.0068	0.0023	0.0021	0.0032	0.9936	0.0092
22.5	15	21.5	237	18.6	13.5	19.1	542	16.4	21.1	55.7	0.011	-0.015	-0.0102	0.0136	-0.0009	0.0223	0.0035	0.9976	-0.0076
29.2	4.26	27.9	17.5	4.61	47.4	85.8	1230	11.2	20.9	39.2	-0.003	-0.0079	0.001	0.0117	-0.0053	0.006	-0.0049	0.9955	0.0147
16.8	18.1	11.1	55.7	5.62	41	54.7	325	15.1	27.6	16.3	-0.0138	0.0082	0.0067	0.0126	0.0068	0.0143	-0.007	0.9991	-0.0012
31.6	20.4	30.2	29.2	10.3	3.68	11.4	615	3.55	36.8	75.7	0.0005	0.0081	-0.0047	0.0013	-0.0225	0.0063	-0.0048	1.0056	-0.0043
23.3	8.13	14.5	15.3	14.9	17.6	20.7	692	18.1	44.5	61	0.0004	0.0119	0.0114	0.0046	0.007	0.0174	0.0031	1.0005	-0.0036
46.6	30	38.5	96.5	22.5	9.65	27.1	673	54.7	82.8	149	-0.0112	0.0013	0.0128	0.0002	-0.0159	0.0147	0.0058	0.9979	-0.0079
30.8	19.8	45.7	113	7.99	13.3	33.4	491	10.1	25.5	37.9	-0.0221	-0.0039	0.003	0.015	0.0081	-0.0035	0.0047	0.9877	0.0182
25.9	15.1	24.1	170	8.98	26.4	42.2	557	18.1	30.2	24.6	0.0025	0.0195	-0.0022	0.0072	-0.0073	-0.0152	0.0031	0.998	-0.0072
42.9	23.9	18.9	23.5	14.2	2.86	22.3	483	13	34	49.6	0.0002	-0.013	-0.0038	0.009	0.0084	0.0211	0.0039	1.0101	0.0023
69.8	37.9	15	337	35.2	6.32	61.5	392	41.8	71	57.3	-0.0069	-0.0235	0.0003	0.01	0.0031	0.0008	-0.013	1.0142	0.0031
13.9	20.2	32.8	48.3	12.9	17.3	33.4	505	15.7	36.8	41.4	-0.0197	-0.0022	-0.0015	-0.0116	0.0129	0.0002	0.0038	0.9883	0.0085
22.1	19.1	20.9	16.1	5.57	149	269	3051	11.9	45.3	83.5	-0.0071	0.016	-0.0015	-0.0044	-0.0016	0.0065	0.0096	0.9915	-0.0088
63.2	89	18.9	35.2	25.9	14.7	19.3	743	3.25	15.7	13.1	-0.0043	-0.0044	0.0012	0.0093	-0.0152	0.008	0.0013	1.006	0.0012
18.3	18.8	24.1	82	25	89	170	1700	15.4	21.7	47.8	0.0105	0.0093	-0.0003	-0.0027	0.0104	0.0209	-0.0089	0.9977	-0.0026
12.6	24.8	17.9	9.65	1	73.7	132	1715	26.7	73.7	97.3	-0.0013	0.0071	-0.0096	0.0149	-0.0074	0.0114	-0.0126	1.0078	0.0033
20	19.8	23.9	38.9	7.3	30.8	49.1	1219	16	30	41	-0.0014	0.0021	-0.0036	0.0052	-0.0275	-0.0093	0.0062	1.0063	0.0054
18.9	11.5	71	470	80.6	45.7	55.7	392	11	14.7	49.6	0.0181	0.0017	0.0005	0.0035	-0.0054	-0.0028	-0.0074	1.0104	0.0082
69.8	48.7	12.3	23.9	12.6	12.3	21.5	509	11.8	35.9	50	0.0098	0.0085	-0.0094	-0.0169	0.0199	0.0171	-0.0082	0.9867	-0.0127
7.99	7.84	35.9	365	44.9	12.6	29.7	1155	6.04	41.4	66.7	0.0097	-0.0107	-0.0067	0.0169	0.0126	0.0086	-0.005	1.0092	0.0061
22.7	5.38	69.2	359	59.4	4.61	20.2	491	17.3	44.1	53.8	-0.0116	-0.0079	-0.0189	-0.0014	0.0065	-0.0352	-0.0141	1.0021	0.006
22.9	23.9	23.3	23.7	7.64	10.4	21.3	557	89	170	173	0.0042	-0.0001	0.0046	0.0149	-0.0183	-0.012	0.007	0.9963	0.0097
86.6	84.3	13.8	22.9	8.43	15.1	22.1	496	47.4	85.8	160	-0.0015	-0.0112	0.0057	0.0007	0.0061	-0.001	-0.0145	0.9964	0.0014
92.2	63.8	34.6	21.1	8.43	1	7.43	155	10.6	8.98	37.5	0.0078	-0.0101	-0.0197	-0.0127	0.0108	0.0149	0.0138	0.9821	0.0097
28.9	20.7	104	519	88.2	25	35.5	426	51.4	106	179	-0.0002	0.0038	-0.0047	0.0165	-0.0009	-0.0007	0.0073	1.0149	0.0169
52.8	30.2	27.6	29.4	17.6	12.9	25.9	594	97.3	129	32.2	0.0065	-0.0105	0.0015	-0.0023	0.0087	-0.008	0.0031	1.0124	0.0226
23.9	12.2	22.7	27.1	5.33	57.8	75	547	21.3	34.9	42.6	0.0032	-0.0217	-0.0012	0.0009	-0.0079	0.0244	0.0001	0.9926	0.0006
13.6	14.1	9.91	3.89	8.51	10.2	19.6	474	15.4	22.1	33.7	-0.0036	0.0211	-0.0075	-0.0018	0.0219	0.0104	-0.0145	1.0082	0.0082
25.7	9.65	23.3	31.6	14.1	54.2	113	2167	7.04	30	34.6	0.002	-0.0106	-0.0063	0.0042	-0.0049	0.0028	0.0164	0.9984	0.0005
22.5	14.1	75	588	71.7	23.7	42.2	505	7.1	17	4.22	-0.0124	-0.0059	-0.0003	-0.0053	-0.006	0.0015	0.0076	0.9999	-0.0001
107	92.2	142	667	115	10.4	22.5	799	97.3	131	23.5	-0.0062	-0.0018	-0.0021	-0.0027	-0.0196	-0.008	-0.0034	0.9982	0.0051
8.43	8.74	31.6	267	40	6.15	13.5	483	62.6	96.5	50.5	0.0095	-0.0076	0.0063	-0.0049	-0.0019	0.003	0.0115	0.9973	0.0028
25.5	15.8	30	35.5	28.9	43.7	69.2	1811	6.44	24.4	47	0.0028	-0.0047	-0.0209	-0.0044	-0.0056	0.0024	0.0114	1.0071	0.0005
80.6	57.8	7.23	165	15.5	5.09	8.9	346	11.2	21.1	33.4	0.0088	-0.01	0.0083	0.0051	0	-0.0026	0.0036	0.9958	0.0135
55.2	31.3	16.5	19.5	7.1	22.7	44.5	1055	25.9	44.5	59.9	0.0028	0.0033	-0.0009	0.0021	0.0037	0.0098	-0.0012	0.9963	-0.007
65.5	34.3	21.5	80.6	4.33	25.7	30.8	542	53.3	118	155	-0.0036	-0.0002	-0.0163	0.0043	-0.015	-0.005	-0.016	1.0021	0.0061
19.5	10.9	122	453	73	5.23	27.6	655	20.5	24.8	38.2	0.003	0.024	0.0205	0.0143	0.0077	0.0061	0.0007	0.9858	-0.0053
28.4	9.82	18.6	198	17.8	93.1	154	1762	57.8	113	153	0.0112	-0.0111	0.0073	0.0006	-0.0055	0.0169	0.0284	1.0053	0.015
16.7	14.7	24.1	55.2	30.2	20.4	30.5	626	5.19	20.4	31.3	0.0162	-0.0066	0.0044	-0.02	-0.0199	-0.0044	0.0161	0.9948	0.0079
118	89.8	22.7	19.5	7.04	32.2	38.2	583	20.4	34.9	48.7	0.0014	0.0141	-0.0034	-0.007	-0.0142	0.0055	-0.0071	0.9852	0.0063
22.9	11.4	122	337	50.5	6.61	41.8	626	11.5	31.9	51.9	0.017	-0.0063	0.0053	-0.0202	-0.0113	-0.0006	-0.0037	0.9996	0.0039
34.6	17.6	6.61	165	13.2	30.2	89.8	2091	15.1	33.4	56.7	-0.0019	0.0064	-0.0111	-0.0072	0.0014	-0.0103	0.0134	1.0169	0.0016
51.9	40	13.5	168	5.99	25.5	39.6	1346	21.1	32.8	12.9	-0.0088	0.0239	0.0198	0.0091	0.0032	-0.01	-0.0109	0.9905	-0.0072
18.1	8.98	40	59.4	18.6	7.5	21.1	400	16.7	35.5	37.2	0.0005	-0.0076	0.004	0.0066	0.008	-0.0059	-0.0052	0.9868	0.0145
15.8	25.7	13.8	24.1	10.6	53.8	74.3	538	8.43	32.2	28.4	-0.0005	0.0115	-0.0062	0.0071	0.001	-0.0045	0.0065	1.011	0.0011
16.1	18.4	25.9	44.9	33.7	19.6	40.3	528	38.5	92.2	172	-0.0142	-0.0101	-0.0157	0.0054	-0.0029	-0.0111	-0.0103	1.0194	-0.0017
17	31.1	24.4	18.1	9.47	17.5	35.2	562	23.7	57.3	66.7	0.0023	-0.0031	-0.0052	-0.0117	0.0034	-0.0141	0.0071	1.0155	0.0046
17.9	8.2	10.8	32.2	6.98	21.5	50.9	396	9.22	25.5	38.5	-0.0131	-0.0001	0.0042	-0.0028	-0.0093	0.0005	0.002	0.9938	0.0125
33.4	19.8	17	20.5	6.26	29.2	43.3	284	1	11.4	33.4	0.0028	-0.012	-0.0008	0.005	0.0086	0.0038	-0.0015	1.0032	-0.0182
40.7	18.3	22.7	26.9	4.87	20.4	41	858	18.8	34.6	30.2	0.0091	0.0078	0.0178	-0.0113	0.0056	0.0092	0.0204	0.9942	0.0011
17.2	14.7	24.1	34.3	10.6	36.5	47.4	313	8.51	38.9	47.4	-0.0106	-0.0027	0.0003	-0.0043	-0.005	-0.0127	-0.0072	0.9818	0.0209
16.5	7.91	14.7	17.8	7.5	9.56	15.5	491	16.1	73.7	79.1	-0.0121	0.0029	0.0028	-0.0018	0.0067	0.0043	0.0134	1.0041	-0.0033
23.3	16.3	26.4	30.8	10.5	15.3	26.4	777	26.2	33.1	39.6	0.0006	-0.0131	-0.0143	0.0028	-0.0008	0.005	-0.0078	0.9998	0.019
20.9	16.3	21.9	27.9	12.5	14.2	22.1	604	19.3	40.3	38.9	0.0116	-0.0034	-0.0056	0.0142	0.0005	-0.0091	0.0104	1.0191	-0.0037
67.9	53.3	22.1	22.3	8.58	46.1	53.3	500	21.7	35.9	49.1	0.0153	-0.0009	-0.0015	0.0196	0.0001	-0.0085	0.0017	0.9979	-0.0069
33.4	8.9	20.9	25.9	5.78	17	22.3	717	11.7	32.2	57.3	0.006	0.0039	-0.0001	-0.0079	-0.0002	0.0152	0.005	1	0.0148
21.3	7.91	4.78	12.4	4.7	14.2	36.2	649	6.38	22.9	38.2	-0.0018	0.0059	0.0119	-0.0165	-0.0061	-0.0174	0.0016	0.9966	-0.0001
16.8	13.6	19.1	26.2	16.1	33.7	63.8	806	22.1	37.5	64.9	-0.0025	0.0088	-0.0001	-0.0019	-0.0173	0.012	0.0026	1.0016	0.0066
19.6	17.2	38.5	286	24.6	17	26.9	583	6.73	34.6	32.8	0.0227	0.0133	-0.0001	-0.005	-0.0222	-0.0024	0.0039	0.9937	-0.0074
61	47.4	11.7	46.6	28.9	44.9	104	3368	15.8	27.9	51.9	-0.002	-0.0052	-0.0102	0.002	0.0117	0.0153	0.0063	1.008	0.0131
40.3	22.7	5.38	8.98	6.1	109	136	400	34.9	110	253	-0.0004	-0.0191	0.0034	0.0011	0.0021	0.0112	0.0011	1.0028	-0.0068
28.9	20	15.3	21.7	3.79	93.9	130	1037	13.1	30	23.3	0.0059	0.008	0.0099	0.0051	-0.0027	-0.0167	0.0014	1.018	-0.0061
21.3	16.4	14.1	22.9	2.59	25.9	42.9	311	1.78	75.7	5.52	-0.0047	-0.0072	0.0111	0.0033	-0.0112	0.015	-0.0052	1.0088	0.0088
18.4	19.3	158	91.4	250	13.3	30.5	717	40.7	73.7	121	0.0068	0.011	-0.0088	-0.007	0.019	-0.0055	0.0051	1.0024	0.0009
59.4	19.1	9.14	121	26.9	60.4	131	1981	21.1	41	43.7	0.0191	-0.0016	0.0094	-0.0114	0.0092	-0.0116	0.0152	0.9942	-0.0034
17.8	3.43	18.4	28.9	18.1	64.9	137	2288	12.6	30.2	24.8	-0.0052	-0.0033	-0.0094	-0.0088	0.004	-0.0033	0.0173	0.9986	-0.0174
18.3	17	21.9	18.9	4.57	4.66	3.79	91.4	16.4	39.2	49.1	-0.0213	0.0057	0.0025	0.0085	-0.0042	-0.0126	0.0082	1.0162	0.0009
25.7	10.1	47	49.6	10.2	17.3	32.2	368	5.42	16.3	40	-0.0021	-0.0053	0.0073	-0.006	-0.011	-0.0023	-0.0136	0.9875	-0.0003
80.6	52.8	16.1	10.3	3.68	63.8	84.3	523	24.8	46.6	63.2	-0.0147	0.0108	0.005	-0.0113	0.002	0.0062	0.0006	1.0083	-0.0063
50.5	47.8	17.6	31.3	13.2	37.5	49.6	437	10.5	18.8	4.29	-0.0106	-0.0141	0.0086	-0.0035	0.0069	0.0236	0.011	1.0284	0.0116
77.7	61	4.49	3.13	7.1	18.6	36.2	487	16.4	26.9	42.6	0.0249	0.0076	-0.0058	0.0014	-0.0079	0.0089	0.0051	1.0124	0.0119
26.7	22.7	15.8	137	30.8	61	93.9	882	9.73	26.4	54.2	0.0069	0.0017	-0.0072	0.0036	-0.0097	-0.0042	0.0025	0.9926	0.0039
19.5	2.41	12.6	158	12.1	9.22	20.4	806	23.5	32.8	36.5	-0.0032	-0.0026	-0.0003	-0.0166	-0.0011	0.0036	0.0119	0.9994	-0.0037
35.2	20.5	46.6	38.9	20.5	8.2	75	698	6.85	10	54.7	0.0129	0.0028	-0.0086	0.0105	-0.0119	0.0061	0.0053	1.0083	0.0066
30	17.3	1.51	5.73	1.01	4.83	17.3	466	53.3	72.3	65.5	0.0099	-0.0014	0.0065	0.0055	0.0134	-0.0123	-0.0107	0.9932	-0.008
20.2	13.7	25.3	35.2	31.3	6.73	49.1	426	43.7	71	217	-0.0066	0.011	0.0086	-0.0042	0.0051	-0.0122	0.0003	1.005	0.0068
19.8	22.1	3.37	5.33	6.21	40	50.9	578	84.3	153	215	0.0007	-0.0005	0.0043	0.0005	-0.0044	-0.0209	-0.0112	1.0133	-0.0081
23.1	25.7	15	215	20.4	20.4	35.2	557	16.5	34.9	22.5	-0.0127	0.0111	0.0114	0.0002	0.0088	0.0021	-0.0106	0.9977	-0.0074
14.6	10.9	10.9	21.5	17.5	19.5	27.9	770	7.3	17	69.8	0.0039	0.0046	0.006	0.005	0.0082	0.0043	-0.0063	1.0033	0.0047
23.7	24.6	45.7	207	32.8	38.2	62.6	552	19.1	30.8	31.6	-0.0193	-0.0057	0.0158	-0.0193	-0.0049	-0.0064	0.0002	0.9991	-0.0142
26.4	12.3	26.4	17.6	1	86.6	143	1963	4.78	18.3	27.4	0.0052	0.0235	-0.0013	-0.014	-0.0044	0.0074	-0.0049	0.9974	0.0043
22.7	21.1	30.5	29.7	17.5	33.7	46.1	437	51.4	146	213	0.0052	0.0237	0.0005	-0.0056	-0.0175	0.0059	-0.013	1.0045	0.0049
24.1	19.5	19.6	26.4	4.74	14.9	25.7	679	1.02	2.46	7.04	0.0147	0.0023	0.0088	0.0038	-0.0059	0.0075	-0.0014	1.0088	0.0097
6.15	17.5	24.4	26.7	4.57	19.6	32.2	557	15.1	33.4	50.5	-0.0083	0.0058	-0.0051	-0.0199	0.0152	-0.0011	0.0048	1.0071	-0.0026
32.2	19.8	28.6	31.9	5.42	44.9	91.4	991	1	56.2	11.1	0.0027	-0.0016	0.0026	0.004	0.0065	-0.0037	0.0218	0.988	0.0038
75.7	86.6	20.2	80.6	20.7	3.68	15.7	1114	17.5	32.8	31.1	-0.0007	-0.0143	-0.002	0.0016	-0.0067	0.0024	0.0098	1.002	0.0131
42.9	34	67.3	250	39.2	9.73	21.3	583	77.7	150	146	-0.0143	0.01	0.0128	0.0108	-0.005	-0.0006	0.0081	0.994	-0.0122
108	71	20.7	27.9	6.04	26.2	39.6	496	15.1	29.4	56.7	0.0051	0.0065	-0.0171	-0.0116	0.0076	-0.0028	0.0264	0.9875	0.0002
11	18.6	12.6	269	17.6	15.4	28.1	487	8.9	20.9	32.5	0.0101	-0.0023	-0.0117	-0.0079	0.0069	-0.0059	-0.004	0.9944	0.0041
13.5	15	27.1	167	15.3	29.4	42.9	437	23.7	40.3	35.5	-0.0061	-0.0066	0.0106	0.0143	0.0076	0.0129	-0.004	0.9836	0.0168
21.1	10	27.6	28.1	8.06	8.51	20	757	16.7	16.7	45.3	0.0104	-0.0062	-0.0032	0.0067	0	0.0007	-0.0182	1.0006	0.0098
16.4	6.98	3.75	5.62	1.22	32.2	47.4	523	31.3	52.3	82.8	0.0028	-0.0053	0.0032	-0.0262	0.0104	0.006	0.0089	0.9958	0.0224
63.2	59.4	22.7	57.3	12.5	54.2	77	340	41.8	75	85.8	-0.0019	0.0137	-0.008	-0.0099	-0.003	0.0032	0.0008	0.9985	0.0246
19.6	5.05	42.6	84.3	30.8	25.3	64.9	1778	7.7	22.3	61	-0.0009	-0.0078	-0.011	-0.004	-0.0017	0.0037	-0.0122	1.0059	-0.0046
23.5	13.2	22.1	17.8	1.19	12.9	37.9	1762	22.9	25.3	51.9	-0.0029	0.001	-0.0059	-0.008	-0.0138	-0.0041	-0.0027	1.0063	-0.0027
17.2	8.2	23.3	71	18.6	13.3	31.9	400	56.2	101	355	0.0004	0.0074	0.0017	-0.0114	0.0007	0.0028	0.0046	1.0098	0.0014
9.39	41.4	4.53	13.3	8.82	63.8	106	1104	58.3	110	183	0.0089	0.0036	0.0191	0.0123	-0.0151	0.0132	0.0024	1.0111	-0.0107
20.2	19.6	29.2	35.9	4.53	22.5	29.7	500	10	25.9	53.3	-0.0041	0.0152	0.009	-0.0041	-0.0003	-0.016	-0.0145	0.9921	0.0012
24.4	10.9	18.9	15	8.58	14.1	30.5	770	16.5	32.5	40.3	0.0033	0.0061	-0.0125	-0.0029	0.001	-0.01	0.0061	0.9999	0.01
16.7	9.73	22.7	34.9	23.9	6.26	19.6	982	12	21.5	26.2	0.0023	0.0071	0.0135	0.006	0.0043	-0.003	-0.0036	1.0128	0.0098
27.9	14.9	111	284	43.7	34.3	44.5	667	45.3	88.2	158	0.005	0.0135	-0.0244	0.0195	-0.0116	-0.0028	-0.0009	0.9901	-0.0086
20.9	12.1	21.3	92.2	6.73	2.04	14.2	334	46.6	69.8	125	0.0047	0.0115	0.0004	-0.0013	-0.002	0.0094	-0.0017	0.9942	-0.0129
31.9	19.6	17.5	13.3	11.9	26.7	42.2	453	16.3	17.2	40.7	0.0192	0.0081	-0.0195	-0.013	-0.0182	-0.002	-0.0011	1.0277	-0.0135
16	8.13	16.5	17.2	14.1	34.3	60.4	418	10.5	26.4	32.8	-0.0117	-0.0029	0.0022	-0.006	0.0004	0.0007	0.0101	0.9784	-0.0064
12.9	15.4	66.1	63.8	28.6	22.3	34.9	400	14.3	24.4	48.3	-0.0109	-0.0008	0.0064	0.0075	0.006	-0.0032	-0.0064	0.9917	-0.002
34.6	12.9	21.9	20.9	5.94	18.3	27.6	621	9.31	26.2	37.5	-0.0016	0.0014	0.0053	0.0029	-0.0053	0.001	-0.0006	1.0157	0.0201
27.6	17	13.9	98.2	10.9	39.6	62.1	552	29.4	45.3	44.5	-0.0128	-0.0112	-0.0025	0.0034	0.0076	0.0016	0.0052	1.0104	0.0112
65.5	34	14.7	13.8	5.38	26.2	44.5	717	13.9	36.5	52.3	0.0035	-0.0036	0.0075	-0.0246	-0.0038	0.0082	-0.0034	0.9853	0.0058
19.8	18.3	15.5	19.6	10.6	6.73	39.2	1611	11	37.9	59.4	0.0071	-0.0056	0.0084	0.006	-0.0081	0.0033	-0.0022	0.9951	-0.0058
11.9	18.9	24.4	21.1	10	17	32.5	474	20	26.9	24.1	0.0006	-0.002	-0.0072	0.0201	0.01	-0.0074	-0.0036	0.9967	0.0125
9.65	12.3	20.4	12.1	1	42.9	59.9	632	30.8	48.3	45.7	0.0112	0.0077	0.0064	-0.0035	-0.0014	-0.0011	-0.0045	1.007	0.011
26.4	11.2	63.8	542	92.2	13.7	28.6	723	15.4	30	34.3	0.0009	0.0065	0.0204	-0.0107	-0.0098	0.019	-0.0076	1.0172	-0.007
34	12	77	292	47.8	37.5	84.3	1197	16.4	38.9	22.7	0	-0.005	0.0127	0.0037	-0.0119	0.0026	0.0079	1.0172	-0.009
29.2	29.7	24.6	15.5	3.62	5	8.13	991	19.6	37.5	17.8	-0.0048	-0.015	-0.0102	0.034	0.007	0.0046	-0.0094	0.9983	-0.0072
43.7	7.7	50.9	86.6	40.3	25	58.8	1540	17.8	31.9	62.6	-0.0058	-0.0015	0.0053	0.0119	0.0032	0.0136	-0.006	0.9915	-0.002
44.5	17.3	21.1	22.5	13.5	2.33	16.4	466	66.7	142	271	0.0018	0.0071	-0.0032	0.0123	-0.0007	0.0002	-0.0077	0.9999	-0.0144
25.7	40	19.5	17.9	11.5	34.3	74.3	2436	12.7	42.6	76.4	-0.0058	0.0124	0.0154	0.013	0.0107	0.0134	-0.0084	0.9959	0.0112
73.7	62.6	20.9	12.6	3.72	17.9	30.8	649	8.82	23.5	13.7	0.0062	-0.013	-0.004	0.0079	0.0126	-0.0238	0.011	0.994	0.0037
16.5	7.91	25.5	20.5	4.78	34.3	83.5	1640	11.3	27.1	34	0.0127	-0.0159	-0.0054	0.0064	-0.0018	-0.0125	-0.0031	1.0051	0.0059
38.5	22.5	22.9	19.8	4.41	25.3	34.3	365	9.56	30	56.7	-0.0008	-0.0144	-0.0132	0.0035	-0.0059	0.0001	-0.0014	1.0001	0
30.5	15.8	29.4	129	28.6	103	163	1554	4.37	9.65	9.47	-0.0133	0.0068	0.0064	0.0222	0.0019	-0.0067	0.0041	0.9848	-0.0093
36.2	35.5	29.2	46.1	14.7	16	25.3	403	17.8	45.3	51.9	-0.0013	0.0005	0.0042	0.0233	0.0023	0.0141	-0.0067	0.9918	0.0146
27.9	16.7	4.87	8.43	16.8	76.4	127	1395	17.5	25.5	29.2	-0.0092	-0.0068	-0.0076	-0.0031	0.0077	0.0069	0.0197	0.9964	-0.0017
14.1	15.3	32.5	305	57.8	1	4.96	241	23.7	55.7	82.8	0.003	-0.009	-0.0025	0.0109	-0.0069	0.0161	0.0027	0.9967	0.0028
41.8	26.2	23.1	26.2	4.61	2.09	18.4	362	13.7	29.2	20.9	0.0001	-0.0015	-0.008	-0.0131	-0.006	-0.0094	-0.0159	0.9996	-0.0047
20.7	28.6	12.6	41	10.3	24.8	41	638	12.5	18.6	69.2	-0.0099	-0.0036	0.0038	-0.0026	-0.0092	-0.0167	0.0036	1.0083	-0.0016
16.4	18.4	21.7	13.9	6.26	24.6	36.5	644	13.6	37.5	57.8	-0.0096	0.0043	0.0092	0.0117	-0.0084	0.0041	-0.0019	1.0059	0.003
32.8	10.6	21.9	54.2	10.6	23.7	33.1	289	15	31.9	41.4	-0.0167	-0.0045	0.0023	0.0067	0.0251	-0.0044	0.0107	0.9979	-0.0061
111	107	13.1	17.8	6.79	20.7	34.9	757	11.5	22.1	38.5	0.0036	-0.0192	-0.0046	0.0108	0.0098	-0.0067	0.0071	0.9961	-0.0022
13.9	39.6	15.4	22.5	7.1	31.1	43.3	396	72.3	167	372	0.0083	-0.0032	-0.008	0.015	-0.003	-0.0079	-0.0035	0.9955	0.0116
85.1	64.4	6.85	13.7	5.47	32.8	63.2	1981	11.2	18.4	44.9	0.0072	-0.0055	-0.0177	-0.001	-0.0079	0.0115	-0.0154	1.0015	0.0058
68.5	63.8	26.2	23.3	3.79	5	8.51	547	23.9	41	52.8	0.0066	0.0108	0.0026	-0.0017	0.0149	0.0096	-0.0044	0.9968	-0.0003
16.5	8.2	20.4	115	19.5	4.14	16.1	453	8.43	17.3	21.9	-0.0003	0.0113	0.0192	0.0066	0.0134	-0.0076	0.0163	0.9983	0.0022
12.9	15.4	23.7	14.9	3.82	62.6	127	3023	13.5	15.8	48.3	-0.0062	-0.0005	-0.0068	-0.0178	0.0066	-0.0094	-0.0099	0.9979	0.018
11.7	14.5	21.5	13.6	10.6	69.2	108	2054	9.14	22.3	29.2	0.0093	0.0141	0.0028	0.0172	0.0013	-0.0173	0.0088	0.9914	-0.0012
13.7	37.5	18.6	23.9	7.3	63.8	108	638	6.38	16.8	17.9	-0.0072	0.003	0.0193	-0.0068	0.0161	-0.0007	-0.0074	1.0046	0.0193
22.7	11.8	22.1	23.3	9.39	107	274	3460	18.6	36.8	28.6	0.0001	-0.0038	-0.0056	0.0136	-0.0113	0.0182	-0.001	1.005	-0.0017
20	13.1	25.9	94.7	10.9	35.5	63.2	1155	11	24.8	45.3	-0.0192	0.0164	-0.0047	0.0053	-0.0011	-0.0074	0.003	1.0008	0.0087
13.2	13.3	8.82	24.6	25	2.57	15.7	449	29.7	55.2	66.1	-0.0001	0.0066	-0.0178	0.0051	-0.0104	0.0002	0.0115	1.0065	-0.0042
9.39	19.1	53.3	105	35.5	66.7	118	1946	12.6	28.9	23.5	0.0099	0.0041	0.0078	-0.0046	-0.0037	0.0012	-0.0027	0.9994	0.0013
47	32.2	41	253	36.5	5.38	26.2	514	13.7	26.4	34.3	-0.0173	0.0168	-0.0028	-0.0014	-0.0118	0.0103	-0.0109	1.0001	0.0136
25.5	8.98	93.9	649	107	30.2	37.9	505	28.9	53.8	41.8	0.0098	-0.0003	-0.0076	-0.0108	0.0104	0.0026	0.0104	0.991	-0.0057
66.1	20.4	10.6	176	17	51.4	77.7	491	26.9	42.2	46.6	0.0222	-0.0062	-0.0069	-0.0046	-0.0056	-0.0047	-0.0083	1.0116	0.0029
6.92	6.32	24.6	16.7	6.26	13.3	14.6	474	7.57	50.5	77	0.016	-0.0088	-0.0079	0.0111	0.0014	-0.0043	-0.0173	1.0084	0.0002
88.2	61.5	21.7	26.7	5.73	87.4	158	2788	17	19.5	50	0.0186	0.0006	0.0045	0.0061	0.0179	0.0106	-0.0025	0.9944	-0.0056
14.7	21.9	1.18	5.78	11.2	7.77	13	552	22.7	32.5	55.2	0.0045	0.0027	-0.0067	-0.0021	0.0114	0.0125	-0.0012	0.9992	-0.0055
9.91	21.7	19.8	18.9	7.1	33.4	50.9	533	19.6	42.9	44.9	0.019	0.0014	0.0039	0.0203	0.0061	-0.0131	-0.0157	0.9962	0.008
52.3	30.8	15.1	68.5	1.96	96.5	132	422	9.56	8.74	30.5	0.0051	0.0045	0.003	0.0013	-0.0075	-0.0053	-0.0082	1.0008	0.0173
46.6	31.9	1	1.01	9.06	2.57	27.9	478	10.1	35.9	52.8	0.0228	0.0049	-0.006	0.0053	-0.0033	0.0075	0.0054	0.9907	-0.0025
98.2	56.2	12.4	200	18.6	38.9	60.4	784	18.9	20.7	38.5	0.0052	-0.0144	0	0.0112	-0.0061	0.001	0.0027	1.0012	-0.0039
16.3	9.39	25.7	11.9	1.91	150	225	2308	18.1	33.7	25.3	-0.004	0.0026	0.0099	0.0128	0.0104	0.0144	-0.0047	1.0021	0.0096
14.7	10.1	7.5	66.7	3.4	18.3	38.5	1055	9.47	43.3	67.3	-0.014	0.0116	0.0021	0.0019	-0.0007	0.0039	-0.003	0.9867	0.0022
9.91	13.5	33.1	57.3	21.3	11.8	29.2	594	15.3	26.7	56.7	-0.0061	0.0045	-0.0003	0.0012	-0.0101	0.005	0.007	0.9995	-0.0072
22.3	10.4	16.5	17.3	14.7	25.5	22.3	253	34.9	74.3	106	0.0023	0.002	-0.01	-0.0121	0.003	0.0033	-0.0077	0.9965	-0.0053
14.2	10.5	46.6	302	63.8	25.3	38.5	392	19.3	44.1	53.8	0.0097	-0.0125	-0.0009	0.0063	-0.0103	-0.0116	-0.0098	1.0087	0.0228
