age	workclass	fnlwgt	educ	educ-num	mar-stat	occup	relat	race	sex	cap-gain	cap-loss	hrs-wk	nat-count	Income
24	0	210736	11	9	4	0	1	4	0	0	1974	40	38	0
23	3	39615	15	10	4	5	3	4	1	0	0	10	38	0
29	3	200511	11	9	2	11	0	4	1	0	0	50	38	0
44	5	47818	11	9	0	3	4	4	0	0	0	60	38	0
28	3	183155	9	13	2	9	0	4	1	0	0	55	38	0
33	4	374905	11	9	2	11	0	4	1	0	0	50	38	1
35	3	128876	15	10	2	2	0	4	1	0	0	40	38	0
41	3	202872	0	6	3	2	1	4	0	0	0	40	38	0
42	3	153414	9	13	2	11	0	2	1	0	0	40	38	1
51	5	24790	15	10	2	3	0	4	1	0	0	99	38	1
32	3	316769	1	7	4	7	4	2	0	0	0	40	22	0
37	3	126569	11	9	4	2	3	4	1	0	0	40	38	0
18	3	128538	1	7	4	11	3	4	0	0	0	25	38	0
24	3	234640	8	11	4	7	3	4	0	0	0	35	38	0
29	*	65372	15	10	0	*	4	4	0	0	0	40	38	0
45	3	343377	15	10	2	0	0	4	1	0	0	40	38	0
52	0	30731	9	13	2	3	0	4	1	0	0	45	38	1
35	3	412379	11	9	4	7	1	4	0	0	0	40	38	0
46	4	112320	9	13	0	3	1	4	0	0	0	50	38	0
63	3	181929	11	9	6	3	4	4	1	0	0	50	38	1
32	1	100135	9	13	2	9	5	4	0	0	0	35	38	1
24	3	128061	11	9	4	7	3	4	0	594	0	15	38	0
72	*	402306	15	10	2	*	0	4	1	0	0	32	1	0
35	*	98389	15	10	4	*	4	4	1	0	0	10	38	0
29	3	179565	9	13	4	0	1	4	0	0	0	40	38	0
35	3	64922	9	13	2	3	0	4	1	7688	0	50	38	1
70	3	102610	0	6	2	5	0	4	1	0	0	32	38	0
65	*	115513	9	13	2	*	0	4	1	5556	0	48	38	1
36	3	150548	11	9	4	6	1	4	0	0	0	30	38	0
53	3	133219	11	9	2	7	0	2	1	4386	0	30	38	1
49	1	67001	11	9	2	13	0	4	1	0	0	40	38	0
60	3	162347	14	15	2	3	0	4	1	0	1902	40	38	1
18	3	138557	1	7	4	5	3	4	1	0	0	40	38	0
21	3	170456	15	10	4	7	3	4	1	0	0	35	21	0
42	3	66006	0	6	4	13	1	2	1	0	0	40	38	0
25	6	176077	12	14	4	9	1	4	0	0	0	37	38	0
32	3	218322	11	9	2	2	0	4	1	0	0	40	38	0
25	4	181691	11	9	2	11	0	4	1	0	0	60	*	0
47	3	168232	9	13	2	0	0	4	1	7298	0	40	38	1
30	3	161690	8	11	4	9	1	4	0	0	0	40	38	0
21	*	242736	7	12	4	*	3	4	0	0	0	40	38	0
38	5	67317	9	13	2	4	0	4	1	0	0	60	38	0
34	3	265807	11	9	2	13	0	4	1	0	2051	55	38	0
37	3	99357	7	12	4	7	1	4	0	0	0	30	38	0
56	3	170070	11	9	2	3	5	4	0	0	0	40	38	1
52	6	231166	8	11	2	3	0	4	1	0	0	40	38	0
23	3	62339	9	13	4	9	3	4	1	0	0	40	38	0
29	6	118520	11	9	2	10	0	4	1	0	0	42	38	0
45	3	155659	11	9	2	2	0	4	1	0	0	40	38	1
23	1	157331	9	13	4	9	1	4	0	0	0	40	38	0
45	3	341762	12	14	2	3	0	4	1	0	0	65	38	1
30	3	164190	9	13	4	3	1	4	1	0	0	42	38	0
45	3	83064	9	13	2	11	0	4	1	0	0	50	38	0
26	3	304283	11	9	2	6	0	4	1	0	0	40	38	0
23	3	436798	15	10	2	6	0	4	1	0	0	40	38	0
24	3	29302	15	10	4	7	3	4	0	0	0	40	*	0
43	3	104660	12	14	6	3	4	4	1	4934	0	40	38	1
42	3	79036	11	9	0	5	4	4	1	0	0	40	38	0
72	3	165622	15	10	6	0	1	4	0	0	0	25	38	0
21	*	177287	15	10	4	*	3	4	0	0	0	40	38	0
57	3	199847	9	13	2	3	0	4	1	15024	0	60	38	1
24	3	22966	9	13	2	11	0	4	1	0	0	45	38	0
27	3	59068	11	9	2	5	0	4	1	0	0	40	38	0
54	3	77336	11	9	2	11	0	4	1	0	0	40	38	0
42	1	96524	11	9	2	3	0	4	1	0	0	60	38	1
17	3	143868	6	5	4	7	3	2	1	0	0	40	38	0
48	3	121424	9	13	2	3	0	4	1	0	0	55	38	1
39	3	176279	9	13	0	11	1	4	0	0	0	40	38	0
41	4	177905	9	13	2	3	0	4	1	7688	0	70	38	1
50	3	205100	5	4	2	7	5	4	0	0	0	35	*	0
57	3	353881	11	9	0	13	1	4	1	0	0	45	38	0
44	1	177937	10	16	2	9	0	4	1	0	0	36	38	1
20	*	122244	11	9	4	*	1	4	0	0	0	28	38	0
49	3	125892	11	9	2	11	0	4	1	0	0	40	38	0
44	3	155472	7	12	4	9	4	2	0	1151	0	50	38	0
42	3	355728	8	11	4	2	1	4	1	0	0	44	38	0
18	*	245274	15	10	4	*	3	4	1	0	0	16	38	0
18	3	240330	2	8	4	7	3	4	1	0	0	18	38	0
51	3	182944	11	9	6	12	4	2	0	0	0	40	38	0
28	3	264498	9	13	4	9	1	4	0	0	0	40	38	0
39	3	110426	7	12	2	3	5	4	0	15024	0	45	38	1
25	3	166971	11	9	2	11	0	4	1	0	0	52	38	0
41	3	347653	14	15	2	9	0	4	1	0	1977	50	38	1
39	3	33975	15	10	2	11	0	4	1	0	0	40	38	1
42	5	215219	1	7	5	7	4	4	0	0	0	30	38	0
33	3	190772	11	9	4	0	1	4	0	0	1617	40	38	0
63	*	331527	0	6	2	*	0	4	1	0	0	40	38	0
47	3	162494	15	10	0	11	4	4	0	0	0	45	38	1
27	1	85918	9	13	2	10	0	4	1	0	0	68	38	0
39	3	91367	12	14	2	3	0	4	1	0	1848	45	38	1
20	3	182342	15	10	4	4	3	4	1	0	0	40	38	0
49	3	129640	11	9	4	7	1	4	0	0	0	40	38	0
70	*	133536	11	9	2	*	0	4	1	0	0	28	38	0
46	3	148738	11	9	2	5	0	4	1	0	1740	35	38	0
47	3	102583	11	9	2	11	0	4	1	0	0	30	38	1
35	3	111387	6	5	4	2	1	4	1	0	0	40	38	0
24	3	241752	11	9	4	5	1	4	1	0	0	40	38	0
22	*	334593	15	10	4	*	1	4	1	0	0	40	38	0
43	3	101950	9	13	0	7	1	4	0	0	0	35	38	0
60	1	212856	12	14	2	9	0	4	1	0	0	40	*	1
53	3	183973	1	7	2	6	0	4	1	0	0	48	38	1
47	3	142061	15	10	0	3	4	4	0	0	0	40	38	0
34	3	158615	15	10	2	5	0	4	1	0	0	40	38	0
37	3	29145	8	11	4	7	1	4	1	0	0	40	38	0
35	3	40135	11	9	4	7	3	4	1	0	0	30	38	0
23	3	224640	15	10	4	3	1	4	0	0	0	40	38	0
27	*	146651	11	9	2	*	3	4	0	0	0	15	38	0
29	3	167737	11	9	4	13	2	4	1	0	0	50	38	0
23	3	60331	15	10	4	2	1	4	1	0	0	40	38	0
35	3	187167	11	9	0	7	1	4	0	0	0	35	38	0
18	*	157131	11	9	4	*	3	4	0	0	0	12	38	0
27	1	255237	9	13	4	9	1	4	0	0	0	40	38	0
56	*	192325	15	10	0	*	1	4	0	0	0	20	38	0
40	3	163342	11	9	4	0	1	4	0	0	0	70	38	0
31	3	129775	9	13	2	11	0	4	1	0	0	65	38	0
18	3	206008	15	10	4	11	4	4	1	2176	0	40	38	0
25	3	397317	7	12	4	9	1	4	0	0	0	40	38	0
36	3	745768	15	10	4	10	4	2	0	0	0	40	38	0
38	3	141550	0	6	0	2	1	4	1	0	0	40	38	0
52	3	35576	11	9	6	2	1	4	1	0	0	40	38	0
23	3	376383	11	9	4	7	4	4	1	0	0	35	25	0
48	5	200825	15	10	2	3	0	4	1	0	0	30	38	1
34	*	362787	11	9	4	*	4	2	0	0	0	35	38	0
46	3	116789	11	9	2	0	0	4	1	0	0	40	38	1
26	3	160300	11	9	3	10	1	4	1	0	0	40	38	0
47	3	362654	11	9	2	6	0	4	1	0	0	40	38	0
21	*	107801	15	10	4	*	3	4	0	0	0	3	38	0
65	3	170939	9	13	0	9	1	4	1	6723	0	40	38	0
31	1	224234	11	9	2	13	0	2	1	0	0	40	38	0
38	3	478346	11	9	2	3	5	4	0	7688	0	40	38	1
68	3	211162	11	9	2	3	0	4	1	0	0	40	38	0
26	3	147638	9	13	4	0	2	1	0	0	0	40	16	0
42	3	104647	11	9	0	7	1	4	1	0	0	40	38	0
49	3	67365	11	9	2	2	0	4	1	0	0	40	38	1
42	3	230959	9	13	2	0	5	1	0	0	1887	40	29	1
39	3	176335	12	14	2	3	0	4	1	7688	0	65	38	1
31	5	268482	6	5	2	2	0	4	1	0	0	40	38	0
28	6	288731	9	13	2	9	0	4	1	0	0	20	38	0
36	3	231082	9	13	0	9	1	4	0	0	0	50	38	0
42	6	333530	15	10	2	3	5	4	0	0	0	40	38	1
62	3	214288	11	9	2	6	0	4	1	0	0	40	38	0
21	3	118023	11	9	4	4	3	4	1	0	0	24	38	0
21	3	187088	15	10	4	0	3	3	0	0	0	20	4	0
60	*	174073	11	9	2	*	0	4	1	0	0	40	38	0
22	3	133833	15	10	4	7	3	4	0	0	0	25	38	0
30	3	229772	0	6	2	2	0	4	1	0	0	40	38	0
64	3	210082	11	9	6	0	1	4	0	0	0	40	38	0
28	3	119287	9	13	2	3	5	4	0	15024	0	28	38	1
41	5	111772	7	12	2	2	0	4	1	0	1887	40	38	1
25	3	122999	11	9	4	2	2	4	1	0	0	40	38	0
27	3	44767	11	9	2	4	0	4	1	0	0	40	38	0
40	3	200574	7	12	2	12	0	4	1	0	0	44	38	0
58	3	236596	15	10	2	3	0	4	1	0	0	40	38	1
31	3	33124	14	15	4	9	1	4	0	0	0	99	38	0
50	1	308764	11	9	6	13	4	4	0	0	0	40	38	0
27	3	103524	11	9	5	5	4	4	1	0	0	40	38	0
31	*	99483	11	9	4	*	3	0	1	0	0	40	38	0
50	3	230951	9	13	2	11	0	4	1	0	0	40	38	0
45	3	99355	11	9	2	10	0	2	1	0	0	40	38	1
33	3	857532	2	8	4	10	3	2	1	0	0	40	38	0
62	3	81116	15	10	0	0	1	4	1	0	1974	40	38	0
38	3	154410	11	9	2	2	0	4	1	0	2051	40	30	0
19	3	198943	15	10	4	7	3	4	0	0	0	35	38	0
30	3	311696	1	7	2	7	5	2	0	0	0	30	38	0
38	3	252897	15	10	0	11	3	4	0	0	0	25	38	0
42	5	39539	11	9	2	4	0	4	1	0	0	99	38	1
49	4	122066	15	10	0	11	1	4	1	0	0	25	38	0
53	3	110977	12	14	2	3	0	4	1	0	1902	50	38	1
45	1	199590	15	10	2	2	0	4	1	0	1887	40	25	1
24	3	202721	15	10	4	0	3	2	0	0	0	40	38	0
29	3	197565	8	11	4	0	3	4	0	0	0	35	38	0
24	3	206827	15	10	4	11	3	4	0	5060	0	30	38	0
38	0	190895	9	13	2	9	0	4	1	0	0	40	*	1
25	4	158751	8	11	4	13	4	4	1	0	0	55	38	0
51	6	243631	0	6	2	2	0	0	1	0	0	40	38	0
17	*	219277	1	7	4	*	3	4	0	0	0	20	38	0
19	3	45381	15	10	4	0	3	4	0	0	0	8	38	0
38	3	167482	15	10	2	2	0	4	1	0	0	52	38	1
60	3	225014	11	9	0	7	1	4	0	0	0	40	38	0
29	5	405083	11	9	4	11	1	4	1	0	0	40	38	0
66	*	186061	15	10	6	*	4	2	0	0	4356	40	38	0
28	0	24153	0	6	2	7	5	0	0	0	0	40	38	0
36	3	126569	11	9	2	9	0	4	1	0	0	45	6	1
57	*	137658	11	9	2	*	0	3	1	0	0	5	3	0
24	3	315476	7	12	4	2	3	4	1	0	0	40	38	0
43	3	248186	7	12	4	0	1	4	0	0	0	38	38	0
29	4	206903	14	15	2	9	0	4	1	0	0	55	38	1
67	5	191380	14	15	2	9	0	4	1	20051	0	25	38	1
20	3	191910	11	9	4	10	3	4	1	0	0	40	38	0
21	3	145119	15	10	4	7	3	1	1	0	0	20	38	0
20	3	130840	0	6	4	5	3	4	1	0	0	40	38	0
42	3	33126	7	12	2	3	0	4	1	0	0	60	38	1
20	3	334105	15	10	4	7	3	4	0	0	0	10	38	0
19	1	354104	11	9	4	0	3	4	1	0	0	35	38	0
34	3	111985	11	9	2	2	0	4	1	0	0	45	38	0
40	1	321187	9	13	4	9	4	4	0	0	0	45	38	0
33	3	138142	15	10	5	7	4	2	0	0	0	25	38	0
36	3	296999	15	10	0	2	1	4	0	0	0	37	38	0
43	3	155106	7	12	0	2	1	4	1	0	2444	70	38	1
41	1	174491	11	9	5	7	4	2	0	0	0	40	38	0
34	6	173266	11	9	2	12	0	4	1	0	0	40	38	1
33	3	25610	7	12	2	11	0	3	1	0	0	40	23	1
47	3	187563	11	9	2	6	0	4	1	0	0	40	38	0
41	3	196344	3	2	2	11	0	4	1	0	0	50	25	0
40	3	205047	11	9	3	2	1	4	1	0	0	40	38	1
28	3	715938	9	13	4	2	3	2	1	0	0	40	38	0
62	5	224520	11	9	2	11	0	4	1	0	0	90	38	1
29	3	229656	11	9	0	0	4	4	0	0	0	50	38	0
46	3	97883	15	10	0	0	1	4	0	0	0	40	38	0
28	3	131298	11	9	4	7	1	4	1	0	0	60	38	0
57	0	197875	11	9	0	0	1	4	0	0	0	40	38	0
22	3	172766	15	10	4	11	3	4	0	0	0	40	38	0
28	1	175796	7	12	4	0	1	4	0	0	0	40	38	0
24	3	51973	9	13	4	0	1	4	0	0	0	45	38	0
54	5	28186	9	13	0	4	1	4	1	27828	0	50	38	1
22	3	291979	1	7	5	2	1	4	1	0	0	40	38	0
36	6	180752	9	13	4	10	4	2	0	0	0	40	38	0
50	3	234657	15	10	0	0	4	4	0	0	0	40	38	0
18	3	39411	1	7	4	5	3	4	1	0	0	24	38	0
52	6	334273	7	12	2	11	0	4	1	0	0	40	38	1
41	3	192779	5	4	2	7	0	4	1	0	0	40	*	0
21	*	105312	11	9	4	*	1	4	0	0	0	20	38	0
36	3	171676	9	13	4	11	1	4	0	0	1741	40	38	0
34	5	182714	9	13	4	9	1	4	0	0	0	55	38	1
21	3	231866	8	11	4	2	3	4	1	0	0	40	38	0
46	3	102102	11	9	4	3	1	4	1	0	0	40	38	0
57	*	50248	15	10	2	*	0	4	1	0	0	40	38	0
61	1	195519	12	14	4	9	4	4	0	0	0	25	38	0
22	6	34310	15	10	4	13	3	4	1	0	0	25	38	0
33	*	314913	1	7	0	*	3	4	1	0	0	53	38	0
36	6	747719	14	15	2	9	5	4	0	15024	0	50	38	1
43	1	188280	12	14	0	9	4	4	0	914	0	40	38	0
25	3	110978	7	12	2	0	5	1	0	0	0	37	18	1
17	3	79682	0	6	4	8	2	4	1	0	0	30	38	0
45	3	294671	8	11	2	2	0	4	1	4386	0	38	38	1
30	3	340899	14	15	4	9	1	4	1	0	1590	80	38	0
40	3	192259	12	14	4	9	1	4	1	0	0	35	38	0
31	1	190228	12	14	4	3	1	4	1	0	0	45	38	0
42	3	118947	9	13	2	3	0	4	1	0	0	40	38	1
53	3	55861	11	9	2	2	0	4	1	0	0	40	38	1
37	3	238433	3	2	2	13	0	4	1	0	0	40	4	0
37	6	166744	11	9	3	7	4	4	0	0	0	20	38	0
54	3	144586	15	10	2	11	5	4	0	0	0	40	38	1
36	3	134367	11	9	0	7	3	4	0	0	0	30	38	0
46	3	133616	15	10	0	0	4	4	0	0	0	40	38	0
46	3	203039	9	13	2	11	0	4	1	0	0	48	38	0
32	3	217460	6	5	2	13	0	4	1	0	0	50	38	0
17	3	106733	1	7	4	2	3	4	1	594	0	40	38	0
42	6	212027	9	13	0	9	1	2	1	0	0	40	38	0
37	1	126569	11	9	4	2	1	4	1	0	0	40	38	0
29	3	289960	11	9	2	6	0	4	1	0	0	48	38	0
54	3	174102	9	13	2	3	0	4	1	0	0	40	38	1
38	3	181716	2	8	2	2	0	4	1	0	0	48	38	0
46	1	172822	11	9	2	13	0	4	1	0	0	40	38	0
24	3	293091	11	9	2	5	0	4	1	0	0	40	38	0
57	3	107443	3	2	2	5	0	4	1	0	0	40	31	0
59	3	95283	3	2	2	6	0	4	1	0	0	40	38	0
33	3	65278	9	13	2	3	0	4	1	0	0	40	38	1
35	3	220943	11	9	0	7	4	2	0	0	1594	40	38	0
53	3	257940	11	9	2	6	0	4	1	2829	0	40	38	0
26	3	134945	11	9	4	6	2	4	1	0	0	40	38	0
55	5	105582	12	14	2	11	0	4	1	2228	0	50	38	0
46	3	169324	11	9	5	7	1	2	0	0	0	45	22	0
44	6	98989	9	13	2	9	0	0	1	0	0	38	38	1
30	5	113838	8	11	2	11	0	4	1	3137	0	60	10	0
24	3	143436	15	10	4	5	3	4	1	0	0	24	38	0
32	3	143604	0	6	3	7	1	2	0	0	0	37	38	0
35	3	226311	9	13	4	11	1	4	0	0	0	40	38	0
67	3	94610	12	14	2	11	0	4	1	0	0	30	38	1
56	5	26716	9	13	2	3	0	4	1	0	0	20	38	1
26	3	160261	12	14	4	9	1	1	1	0	0	20	18	0
46	3	117310	7	12	6	12	4	4	0	6497	0	40	38	0
52	3	154342	11	9	2	2	0	4	1	0	0	48	38	1
38	5	89202	15	10	0	2	1	4	1	0	0	40	38	0
31	3	174704	11	9	0	11	4	2	1	0	0	50	38	0
53	3	153486	11	9	5	13	1	4	1	0	0	30	38	0
27	3	360097	11	9	4	5	1	2	1	0	0	40	38	0
39	3	230356	9	13	4	0	1	4	0	0	0	40	38	0
22	3	163870	11	9	4	6	3	4	1	0	0	40	38	0
37	3	199753	15	10	2	2	0	4	1	0	0	35	38	1
20	3	333505	11	9	4	0	3	4	1	0	0	30	26	0
60	1	149281	11	9	2	10	0	4	1	0	0	40	38	0
51	3	138514	8	11	0	12	4	2	0	0	0	48	38	0
57	0	66504	14	15	0	9	1	4	0	0	0	50	38	1
59	3	206487	15	10	2	2	0	4	1	0	0	40	38	1
37	3	170020	11	9	2	2	0	4	1	0	0	40	38	0
35	3	217605	11	9	2	5	5	4	0	0	0	40	38	0
43	3	145711	15	10	2	11	0	4	1	0	0	72	38	1
17	3	169155	2	8	4	7	3	4	1	0	0	35	38	0
45	3	34127	9	13	2	9	0	4	1	0	0	50	38	1
18	3	110142	11	9	4	11	3	4	0	0	0	40	38	0
52	3	222646	2	8	5	6	2	4	0	0	0	40	4	0
18	3	182643	15	10	4	5	3	4	1	0	0	9	38	0
20	3	303565	15	10	4	5	3	2	1	0	0	40	10	0
34	3	140092	11	9	4	12	1	4	1	0	0	40	38	0
19	3	178811	11	9	4	6	3	2	0	0	0	20	38	0
18	*	267399	2	8	4	*	3	4	0	0	0	12	38	0
17	1	192387	6	5	4	7	3	4	1	0	0	45	38	0
30	0	127610	9	13	4	0	1	4	0	0	0	35	38	0
29	3	258862	9	13	4	2	1	4	0	0	0	45	38	0
30	3	225231	15	10	0	3	1	4	1	8614	0	50	38	1
18	3	174926	6	5	4	7	3	4	1	0	0	15	*	0
50	6	238187	9	13	0	0	1	2	0	0	0	37	38	0
22	3	191444	11	9	4	11	2	4	1	0	0	40	38	0
21	3	198822	11	9	4	0	3	4	0	0	0	35	38	0
39	5	251323	6	5	2	4	2	4	1	0	0	40	4	0
20	3	168187	15	10	4	7	2	4	0	4416	0	25	38	0
62	3	370881	7	12	6	7	1	4	0	0	0	7	38	0
32	3	198183	15	10	0	3	1	4	0	0	0	38	38	0
38	3	210610	7	12	2	12	0	4	1	0	0	40	38	1
32	3	269182	15	10	5	12	4	2	0	3887	0	40	38	0
55	3	141727	9	13	2	0	5	4	0	3464	0	40	38	0
38	3	185848	12	14	2	3	0	4	1	99999	0	70	38	1
34	3	46746	1	7	4	7	1	4	1	0	0	30	38	0
28	3	120475	11	9	4	7	3	4	1	0	0	20	38	0
26	3	135845	15	10	4	11	1	4	0	0	0	37	38	0
41	3	310255	11	9	2	11	0	4	1	0	0	40	38	0
61	6	379885	10	16	2	9	0	4	1	0	1902	40	38	1
75	5	31428	11	9	2	4	0	4	1	3456	0	40	38	0
21	3	211013	8	11	2	7	2	4	0	0	0	50	25	0
50	3	175029	11	9	2	5	0	4	1	0	0	40	38	1
49	4	119539	15	10	2	3	0	4	1	0	0	60	*	1
26	3	247025	11	9	2	13	0	4	1	0	0	65	38	0
39	3	252327	5	4	4	7	3	4	1	0	0	40	25	0
24	5	375313	15	10	4	9	1	1	1	0	0	40	38	0
56	3	107165	11	9	2	5	0	4	1	0	0	18	38	0
17	3	108470	1	7	4	7	3	2	1	0	0	17	38	0
37	3	150057	11	9	2	2	0	4	1	0	0	52	38	1
23	3	189468	8	11	2	6	3	4	0	0	0	30	38	0
28	*	198393	11	9	4	*	1	2	0	0	0	40	38	0
57	5	181031	11	9	2	4	0	4	1	0	0	60	38	0
42	1	569930	9	13	2	0	0	4	1	0	0	45	38	1
25	3	27411	9	13	0	11	1	4	0	0	0	40	38	0
22	3	147397	9	13	4	4	1	4	1	0	0	20	38	0
39	3	242922	11	9	2	2	0	2	1	0	0	40	38	0
54	3	154949	1	7	2	7	5	2	0	0	0	40	38	1
41	4	423217	9	13	0	3	1	4	1	0	0	50	38	0
43	0	195385	11	9	2	3	0	0	1	0	0	40	38	0
19	3	100009	11	9	4	2	1	4	0	0	0	40	38	0
35	3	191628	15	10	2	9	0	4	1	0	0	40	38	0
34	3	340880	11	9	2	9	0	4	1	0	0	60	29	1
19	3	207173	11	9	5	0	4	4	0	0	0	30	38	0
33	3	48010	15	10	0	3	4	4	0	0	0	40	38	0
33	3	229051	15	10	4	9	1	4	1	0	0	52	38	0
49	3	193366	12	14	2	3	0	4	1	0	0	65	38	1
31	3	57781	11	9	0	0	4	4	0	0	0	50	38	0
69	*	121136	11	9	2	*	0	4	1	0	0	13	38	0
41	3	433989	8	11	2	11	0	4	1	4386	0	60	38	1
24	3	136687	11	9	5	6	4	3	0	0	0	40	38	0
45	6	154117	11	9	0	3	4	4	0	0	0	38	38	1
63	3	294009	9	13	2	9	0	4	1	15024	0	45	38	1
75	3	239038	15	10	2	13	0	4	1	0	0	16	38	0
34	3	244064	11	9	4	6	4	2	1	0	0	40	38	0
69	3	128348	9	13	2	3	0	2	1	9386	0	50	38	1
33	3	66278	12	14	4	9	1	4	0	0	0	40	38	0
44	3	162643	11	9	4	0	1	4	0	0	0	43	38	0
45	3	179659	9	13	2	2	0	4	1	3103	0	40	38	1
18	3	205218	1	7	4	11	3	4	0	0	0	20	38	0
48	3	154033	11	9	0	11	1	4	0	0	0	52	38	0
43	3	158528	11	9	2	2	0	4	1	0	0	40	38	1
26	3	366219	11	9	2	2	0	2	1	0	1848	60	38	1
35	3	301862	11	9	4	2	4	4	1	0	0	50	38	0
34	3	228406	15	10	4	0	4	2	0	0	0	40	38	0
48	3	120131	11	9	2	0	0	4	1	0	0	70	38	1
54	1	127943	11	9	6	7	4	2	0	0	0	40	38	0
57	3	301514	11	9	2	11	0	4	1	0	0	40	38	0
21	3	156980	11	9	4	6	3	4	1	0	0	60	38	0
28	3	124685	15	10	2	3	0	0	1	0	0	55	38	0
51	3	305673	8	11	2	2	0	4	1	0	0	40	1	1
34	1	31391	11	9	2	10	0	4	1	0	0	53	38	1
41	1	33658	15	10	2	10	0	4	1	0	0	45	38	1
21	3	211391	15	10	4	0	1	4	0	0	0	27	38	0
26	3	402998	9	13	2	9	0	4	1	0	0	58	38	1
66	3	78855	11	9	4	0	1	1	0	0	0	40	38	0
40	3	320451	10	16	2	9	0	1	1	0	1977	45	16	1
48	3	49278	7	12	0	0	4	4	0	0	0	40	38	0
44	*	248876	9	13	0	*	1	4	1	0	0	50	38	0
41	3	242586	11	9	2	6	0	4	1	0	0	40	38	0
41	3	359696	9	13	2	10	0	4	1	15024	0	60	38	1
55	1	296085	7	12	2	9	0	1	1	0	0	40	38	1
43	3	233130	9	13	0	11	1	4	1	0	0	40	38	1
51	3	189511	8	11	2	7	0	4	1	0	0	50	10	1
31	3	124420	1	7	2	2	0	4	1	0	0	40	38	0
30	5	67072	9	13	3	2	1	4	1	6849	0	60	38	0
51	3	194908	11	9	2	0	5	4	0	0	0	40	38	0
31	1	94991	11	9	0	7	4	0	1	0	0	40	38	0
18	3	194561	15	10	4	7	3	4	1	0	0	37	38	0
60	3	75726	11	9	0	3	1	4	0	0	1092	40	38	0
29	3	60722	11	9	4	3	1	1	0	0	0	40	38	0
33	3	59944	11	9	4	13	1	4	1	0	0	40	38	0
34	3	220840	4	3	2	4	0	4	1	0	0	40	25	0
40	4	104235	12	14	4	7	3	4	1	0	0	99	38	0
57	3	142714	15	10	0	7	1	4	0	0	0	38	38	0
55	1	110490	9	13	2	9	5	4	0	0	0	60	38	0
40	5	154076	7	12	2	3	0	4	1	0	0	60	38	0
26	6	130557	9	13	4	3	1	4	0	0	0	35	38	0
29	3	107108	15	10	2	0	0	0	1	0	0	40	38	0
30	3	207172	9	13	2	0	5	4	0	0	0	40	25	0
29	3	304595	12	14	4	11	1	4	1	0	0	50	38	1
43	3	475322	15	10	2	13	0	4	1	0	0	50	38	1
65	3	107620	1	7	6	0	1	4	0	0	0	8	38	0
19	3	301911	15	10	4	11	3	1	1	0	0	35	24	0
35	3	267866	11	9	2	11	0	1	1	0	1887	50	19	1
28	3	269786	11	9	2	13	0	4	1	0	0	40	38	0
34	3	167474	11	9	2	3	0	4	1	0	0	40	38	0
61	3	115023	8	11	2	2	0	4	1	0	1887	60	38	1
63	1	86590	11	9	2	3	5	4	0	0	0	32	38	0
47	6	187087	9	13	2	3	0	4	1	0	0	40	38	1
31	3	184307	15	10	0	2	1	4	1	0	0	40	38	0
18	3	225859	15	10	4	13	3	4	1	2907	0	30	38	0
29	3	57889	9	13	2	11	0	4	1	0	0	45	38	1
59	3	157932	11	9	2	2	0	4	1	0	0	40	38	0
50	3	187830	12	14	0	3	1	4	1	0	0	62	38	1
49	3	251180	5	4	2	13	0	4	1	2407	0	50	38	0
60	3	317083	9	13	2	3	0	4	1	0	0	45	38	1
35	5	190895	12	14	2	11	0	4	1	0	0	40	38	1
48	0	328606	11	9	0	5	1	4	1	0	0	40	38	0
21	*	403860	15	10	4	*	3	4	1	0	0	40	38	0
41	3	215479	11	9	5	5	1	2	1	0	0	40	38	0
56	3	157639	15	10	2	2	0	4	1	0	0	50	38	0
26	3	152129	2	8	4	7	4	2	1	0	0	40	38	0
53	3	239284	11	9	0	0	4	4	0	0	0	40	38	0
23	3	234302	11	9	4	5	1	2	1	0	0	40	38	0
58	3	218724	5	4	2	4	0	4	1	0	0	50	38	0
61	3	106330	11	9	2	2	0	4	1	0	0	40	38	0
29	3	35032	15	10	2	5	0	4	1	0	0	60	38	0
22	3	234641	11	9	4	13	3	4	1	0	0	40	38	0
43	3	170730	9	13	2	3	0	4	1	0	1977	50	38	1
31	3	218322	15	10	4	7	1	4	1	0	0	30	38	0
90	3	47929	11	9	2	6	0	4	1	0	0	40	38	0
53	3	142411	8	11	0	9	4	4	0	0	0	40	38	0
22	*	219122	15	10	4	*	3	4	1	0	0	40	38	0
55	3	132887	11	9	2	13	0	2	1	3411	0	40	22	0
34	6	44464	10	16	4	9	1	4	0	0	0	60	38	0
28	3	180928	15	10	2	5	0	4	1	5013	0	55	38	0
22	*	199426	15	10	4	*	1	4	0	0	0	40	38	0
36	3	139703	11	9	4	0	1	2	0	0	0	40	38	0
33	3	202642	9	13	5	9	2	2	0	0	0	40	22	0
17	3	160049	0	6	4	7	3	4	0	0	0	12	38	0
38	3	239755	1	7	0	2	1	4	1	0	0	40	38	0
60	3	152369	8	11	2	2	0	4	1	0	0	60	38	0
34	3	42900	9	13	2	3	0	4	1	0	0	50	38	1
72	*	117017	11	9	2	*	0	4	1	0	0	8	38	0
57	3	175017	4	3	2	7	0	4	1	0	0	40	21	0
39	3	342642	11	9	0	11	1	4	1	0	0	60	38	0
50	5	143730	9	13	2	4	0	4	1	0	0	80	38	0
45	3	191098	9	13	2	9	0	1	1	0	0	40	2	0
