C1	C2	C3	C4	C5	C6	C7	C8
-17903.0000	-17848.0000	-17820.0000	-17733.0000	-17718.0000	-17740.0000	-17770.0000	-17833.0000
-17855.0000	-17905.0000	-17973.0000	-17980.0000	-17995.0000	-18000.0000	-18003.0000	-18058.0000
-18170.0000	-18345.0000	-18585.0000	-18768.0000	-18835.0000	-18760.0000	-18590.0000	-18470.0000
-18383.0000	-18415.0000	-18353.0000	-18270.0000	-18198.0000	-18035.0000	-17905.0000	-17773.0000
-17670.0000	-17578.0000	-17478.0000	-17445.0000	-17450.0000	-17463.0000	-17510.0000	-17553.0000
-17590.0000	-17635.0000	-17675.0000	-17738.0000	-17813.0000	-17875.0000	-17913.0000	-17915.0000
-17898.0000	-17895.0000	-17925.0000	-17968.0000	-18013.0000	-18048.0000	-18085.0000	-18175.0000
-18338.0000	-18565.0000	-18810.0000	-18915.0000	-18783.0000	-18633.0000	-18605.0000	-18648.0000
-18808.0000	-19033.0000	-19208.0000	-19335.0000	-19400.0000	-19350.0000	-19180.0000	-18948.0000
-18740.0000	-18510.0000	-18303.0000	-18205.0000	-18175.0000	-18190.0000	-18230.0000	-18285.0000
-18343.0000	-18390.0000	-18433.0000	-18473.0000	-18513.0000	-18535.0000	-18545.0000	-18538.0000
-18505.0000	-18453.0000	-18355.0000	-18225.0000	-18180.0000	-18213.0000	-18240.0000	-18253.0000
-18223.0000	-18183.0000	-18123.0000	-18035.0000	-17985.0000	-17955.0000	-17885.0000	-17850.0000
-17835.0000	-17840.0000	-17905.0000	-17988.0000	-18103.0000	-18220.0000	-18255.0000	-18248.0000
-18185.0000	-18095.0000	-18035.0000	-17870.0000	-17718.0000	-17665.0000	-17598.0000	-17565.0000
-17518.0000	-17438.0000	-17480.0000	-17568.0000	-17645.0000	-17810.0000	-17995.0000	-18188.0000
-18398.0000	-18123.0000	-18225.0000	-18330.0000	-18278.0000	-18258.0000	-18103.0000	-18075.0000
-17880.0000	-17695.0000	-17638.0000	-17640.0000	-17805.0000	-18043.0000	-18150.0000	-18133.0000
-18005.0000	-17873.0000	-17803.0000	-17685.0000	-17660.0000	-17693.0000	-17695.0000	-17723.0000
-17763.0000	-17825.0000	-17915.0000	-17978.0000	-18000.0000	-18003.0000	-18020.0000	-18053.0000
-18133.0000	-18255.0000	-18463.0000	-18693.0000	-18830.0000	-18805.0000	-18735.0000	-18778.0000
-18785.0000	-18633.0000	-18320.0000	-18120.0000	-17953.0000	-17803.0000	-17663.0000	-17493.0000
-17380.0000	-17333.0000	-17295.0000	-17255.0000	-17190.0000	-17175.0000	-17225.0000	-17275.0000
-17315.0000	-17363.0000	-17430.0000	-17530.0000	-17660.0000	-17778.0000	-17848.0000	-17853.0000
-17798.0000	-17728.0000	-17700.0000	-17705.0000	-17725.0000	-17758.0000	-17823.0000	-17913.0000
-18025.0000	-18195.0000	-18378.0000	-18423.0000	-18283.0000	-18198.0000	-18260.0000	-18435.0000
-18733.0000	-19058.0000	-19280.0000	-19375.0000	-19410.0000	-19398.0000	-19248.0000	-18983.0000
-18760.0000	-18583.0000	-18415.0000	-18213.0000	-18088.0000	-18038.0000	-18073.0000	-18155.0000
-18243.0000	-18333.0000	-18420.0000	-18465.0000	-18483.0000	-18503.0000	-18510.0000	-18493.0000
-18505.0000	-18518.0000	-18453.0000	-18305.0000	-18175.0000	-18108.0000	-18095.0000	-18058.0000
-18003.0000	-17975.0000	-17940.0000	-17873.0000	-17825.0000	-17748.0000	-17645.0000	-17583.0000
-17535.0000	-17558.0000	-17648.0000	-17715.0000	-17855.0000	-18023.0000	-18115.0000	-18225.0000
-18303.0000	-18245.0000	-18138.0000	-17943.0000	-17740.0000	-17640.0000	-17520.0000	-17403.0000
-17320.0000	-17268.0000	-17305.0000	-17378.0000	-17498.0000	-17700.0000	-17948.0000	-18198.0000
-18390.0000	-18073.0000	-18058.0000	-18170.0000	-18223.0000	-18155.0000	-18013.0000	-17918.0000
-17698.0000	-17570.0000	-17520.0000	-17498.0000	-17670.0000	-17965.0000	-18198.0000	-18273.0000
-18163.0000	-17995.0000	-17853.0000	-17648.0000	-17525.0000	-17530.0000	-17525.0000	-17518.0000
-17530.0000	-17603.0000	-17723.0000	-17833.0000	-17930.0000	-17783.0000	-17853.0000	-17908.0000
-18005.0000	-18138.0000	-18330.0000	-18555.0000	-18750.0000	-18875.0000	-18933.0000	-18915.0000
-18793.0000	-18563.0000	-18280.0000	-17995.0000	-17748.0000	-17575.0000	-17440.0000	-17295.0000
-17165.0000	-17048.0000	-16970.0000	-16955.0000	-16955.0000	-16970.0000	-16998.0000	-17033.0000
-17108.0000	-17223.0000	-17338.0000	-17463.0000	-17595.0000	-17713.0000	-17798.0000	-17830.0000
-17783.0000	-17678.0000	-17598.0000	-17568.0000	-17553.0000	-17540.0000	-17565.0000	-17618.0000
-17685.0000	-17778.0000	-17903.0000	-17955.0000	-17923.0000	-17943.0000	-18105.0000	-18420.0000
-18850.0000	-19258.0000	-19513.0000	-19590.0000	-19583.0000	-19538.0000	-19343.0000	-19043.0000
-18803.0000	-18695.0000	-18505.0000	-18238.0000	-18050.0000	-17960.0000	-17973.0000	-18065.0000
-18160.0000	-18240.0000	-18353.0000	-18450.0000	-18493.0000	-18533.0000	-18593.0000	-18620.0000
-18618.0000	-18618.0000	-18578.0000	-18468.0000	-18305.0000	-18150.0000	-18015.0000	-17875.0000
-17763.0000	-17693.0000	-17613.0000	-17535.0000	-17483.0000	-17393.0000	-17308.0000	-17280.0000
-17273.0000	-17325.0000	-17425.0000	-17505.0000	-17640.0000	-17798.0000	-17920.0000	-18103.0000
-18290.0000	-18338.0000	-18293.0000	-18155.0000	-17928.0000	-17700.0000	-17488.0000	-17323.0000
-17228.0000	-17173.0000	-17158.0000	-17193.0000	-17303.0000	-17503.0000	-17848.0000	-18188.0000
-18370.0000	-18020.0000	-17875.0000	-17970.0000	-18088.0000	-18078.0000	-17938.0000	-17760.0000
-17535.0000	-17418.0000	-17365.0000	-17343.0000	-17440.0000	-17628.0000	-17855.0000	-18010.0000
-18013.0000	-17903.0000	-17748.0000	-17538.0000	-17385.0000	-17330.0000	-17330.0000	-17338.0000
-17345.0000	-17380.0000	-17465.0000	-17568.0000	-17678.0000	-17648.0000	-17720.0000	-17808.0000
-17915.0000	-18048.0000	-18228.0000	-18428.0000	-18635.0000	-18833.0000	-18978.0000	-19000.0000
-18823.0000	-18490.0000	-18150.0000	-17878.0000	-17648.0000	-17413.0000	-17185.0000	-17028.0000
-16918.0000	-16805.0000	-16698.0000	-16633.0000	-16618.0000	-16678.0000	-16785.0000	-16890.0000
-17005.0000	-17123.0000	-17255.0000	-17400.0000	-17555.0000	-17690.0000	-17798.0000	-17853.0000
-17823.0000	-17723.0000	-17605.0000	-17510.0000	-17448.0000	-17413.0000	-17405.0000	-17423.0000
-17453.0000	-17480.0000	-17540.0000	-17618.0000	-17693.0000	-17798.0000	-17998.0000	-18338.0000
-18778.0000	-19185.0000	-19450.0000	-19550.0000	-19573.0000	-19570.0000	-19448.0000	-19240.0000
-19080.0000	-18925.0000	-18603.0000	-18240.0000	-18008.0000	-17915.0000	-17920.0000	-18018.0000
-18128.0000	-18195.0000	-18313.0000	-18448.0000	-18530.0000	-18668.0000	-18870.0000	-19003.0000
-18973.0000	-18853.0000	-18725.0000	-18598.0000	-18438.0000	-18255.0000	-18048.0000	-17820.0000
-17630.0000	-17488.0000	-17360.0000	-17238.0000	-17133.0000	-17040.0000	-16993.0000	-16995.0000
-17020.0000	-17070.0000	-17160.0000	-17278.0000	-17425.0000	-17600.0000	-17760.0000	-17945.0000
-18160.0000	-18360.0000	-18475.0000	-18415.0000	-18183.0000	-17895.0000	-17623.0000	-17390.0000
-17213.0000	-17090.0000	-17023.0000	-17065.0000	-17175.0000	-17348.0000	-17685.0000	-18040.0000
-18193.0000	-17875.0000	-17673.0000	-17680.0000	-17840.0000	-17928.0000	-17818.0000	-17630.0000
-17448.0000	-17308.0000	-17213.0000	-17183.0000	-17210.0000	-17263.0000	-17348.0000	-17443.0000
-17488.0000	-17470.0000	-17388.0000	-17273.0000	-17203.0000	-17203.0000	-17243.0000	-17308.0000
-17368.0000	-17390.0000	-17425.0000	-17500.0000	-17580.0000	-17775.0000	-17833.0000	-17898.0000
-17973.0000	-18068.0000	-18203.0000	-18370.0000	-18558.0000	-18753.0000	-18900.0000	-18928.0000
-18778.0000	-18465.0000	-18108.0000	-17795.0000	-17530.0000	-17315.0000	-17140.0000	-16968.0000
-16775.0000	-16618.0000	-16543.0000	-16530.0000	-16573.0000	-16653.0000	-16748.0000	-16853.0000
-16968.0000	-17108.0000	-17283.0000	-17463.0000	-17625.0000	-17778.0000	-17928.0000	-18015.0000
-18005.0000	-17923.0000	-17800.0000	-17663.0000	-17563.0000	-17495.0000	-17428.0000	-17368.0000
-17348.0000	-17363.0000	-17415.0000	-17510.0000	-17630.0000	-17763.0000	-17933.0000	-18168.0000
-18460.0000	-18785.0000	-19075.0000	-19260.0000	-19325.0000	-19335.0000	-19325.0000	-19298.0000
-19245.0000	-19065.0000	-18723.0000	-18370.0000	-18133.0000	-17990.0000	-17943.0000	-18033.0000
-18168.0000	-18265.0000	-18345.0000	-18408.0000	-18520.0000	-18798.0000	-19153.0000	-19390.0000
-19420.0000	-19285.0000	-19070.0000	-18853.0000	-18645.0000	-18435.0000	-18195.0000	-17923.0000
-17648.0000	-17425.0000	-17243.0000	-17093.0000	-16953.0000	-16855.0000	-16813.0000	-16805.0000
-16838.0000	-16925.0000	-17055.0000	-17205.0000	-17353.0000	-17493.0000	-17650.0000	-17813.0000
-17980.0000	-18193.0000	-18408.0000	-18510.0000	-18460.0000	-18270.0000	-17930.0000	-17565.0000
-17305.0000	-17138.0000	-17035.0000	-17010.0000	-17063.0000	-17205.0000	-17498.0000	-17760.0000
-17838.0000	-17583.0000	-17493.0000	-17603.0000	-17755.0000	-17850.0000	-17765.0000	-17588.0000
-17398.0000	-17218.0000	-17080.0000	-16995.0000	-16975.0000	-17010.0000	-17068.0000	-17120.0000
-17170.0000	-17213.0000	-17218.0000	-17213.0000	-17270.0000	-17353.0000	-17413.0000	-17463.0000
-17530.0000	-17595.0000	-17650.0000	-17698.0000	-17740.0000	-18095.0000	-18148.0000	-18193.0000
-18255.0000	-18323.0000	-18380.0000	-18425.0000	-18510.0000	-18683.0000	-18863.0000	-18928.0000
-18828.0000	-18595.0000	-18290.0000	-17970.0000	-17663.0000	-17403.0000	-17210.0000	-17025.0000
-16843.0000	-16693.0000	-16610.0000	-16610.0000	-16695.0000	-16813.0000	-16915.0000	-17015.0000
-17138.0000	-17275.0000	-17423.0000	-17578.0000	-17718.0000	-17873.0000	-18043.0000	-18170.0000
-18198.0000	-18155.0000	-18068.0000	-17948.0000	-17820.0000	-17713.0000	-17620.0000	-17545.0000
-17510.0000	-17528.0000	-17585.0000	-17670.0000	-17753.0000	-17840.0000	-17945.0000	-18078.0000
-18255.0000	-18493.0000	-18743.0000	-18945.0000	-19085.0000	-19185.0000	-19283.0000	-19373.0000
-19390.0000	-19248.0000	-18955.0000	-18655.0000	-18420.0000	-18248.0000	-18163.0000	-18195.0000
-18305.0000	-18418.0000	-18455.0000	-18423.0000	-18478.0000	-18713.0000	-19040.0000	-19323.0000
-19493.0000	-19490.0000	-19323.0000	-19100.0000	-18888.0000	-18658.0000	-18413.0000	-18148.0000
-17858.0000	-17580.0000	-17335.0000	-17115.0000	-16925.0000	-16815.0000	-16775.0000	-16790.0000
-16868.0000	-16990.0000	-17123.0000	-17283.0000	-17458.0000	-17620.0000	-17778.0000	-17923.0000
-18025.0000	-18133.0000	-18290.0000	-18478.0000	-18603.0000	-18573.0000	-18350.0000	-18015.0000
-17685.0000	-17403.0000	-17175.0000	-17048.0000	-17035.0000	-17163.0000	-17398.0000	-17578.0000
-17623.0000	-17458.0000	-17500.0000	-17735.0000	-17990.0000	-18100.0000	-17945.0000	-17633.0000
-17335.0000	-17120.0000	-16988.0000	-16900.0000	-16870.0000	-16918.0000	-17010.0000	-17108.0000
-17190.0000	-17270.0000	-17340.0000	-17423.0000	-17523.0000	-17625.0000	-17688.0000	-17715.0000
-17763.0000	-17855.0000	-17945.0000	-17995.0000	-18043.0000	-18535.0000	-18623.0000	-18683.0000
-18723.0000	-18760.0000	-18780.0000	-18758.0000	-18715.0000	-18735.0000	-18838.0000	-18948.0000
-18940.0000	-18778.0000	-18523.0000	-18253.0000	-17998.0000	-17745.0000	-17500.0000	-17298.0000
-17165.0000	-17088.0000	-17020.0000	-16983.0000	-17018.0000	-17103.0000	-17200.0000	-17320.0000
-17450.0000	-17583.0000	-17738.0000	-17915.0000	-18085.0000	-18225.0000	-18343.0000	-18433.0000
-18488.0000	-18498.0000	-18450.0000	-18358.0000	-18223.0000	-18098.0000	-17990.0000	-17910.0000
-17858.0000	-17848.0000	-17895.0000	-17965.0000	-18035.0000	-18098.0000	-18163.0000	-18238.0000
-18333.0000	-18460.0000	-18603.0000	-18760.0000	-18943.0000	-19133.0000	-19303.0000	-19453.0000
-19560.0000	-19548.0000	-19363.0000	-19085.0000	-18820.0000	-18625.0000	-18498.0000	-18415.0000
-18385.0000	-18430.0000	-18485.0000	-18490.0000	-18510.0000	-18603.0000	-18755.0000	-18960.0000
-19198.0000	-19345.0000	-19348.0000	-19273.0000	-19160.0000	-18985.0000	-18750.0000	-18483.0000
-18183.0000	-17873.0000	-17600.0000	-17358.0000	-17153.0000	-17033.0000	-17005.0000	-17048.0000
-17148.0000	-17295.0000	-17443.0000	-17605.0000	-17790.0000	-17953.0000	-18080.0000	-18195.0000
-18278.0000	-18310.0000	-18348.0000	-18438.0000	-18568.0000	-18663.0000	-18650.0000	-18483.0000
-18158.0000	-17790.0000	-17510.0000	-17333.0000	-17220.0000	-17213.0000	-17333.0000	-17498.0000
-17595.0000	-17545.0000	-17543.0000	-17738.0000	-18073.0000	-18283.0000	-18170.0000	-17848.0000
-17505.0000	-17233.0000	-17053.0000	-16970.0000	-16955.0000	-16993.0000	-17083.0000	-17218.0000
-17370.0000	-17510.0000	-17643.0000	-17773.0000	-17880.0000	-17965.0000	-18050.0000	-18113.0000
-18160.0000	-18225.0000	-18303.0000	-18368.0000	-18443.0000	-18943.0000	-19065.0000	-19185.0000
-19248.0000	-19250.0000	-19233.0000	-19215.0000	-19158.0000	-19055.0000	-18978.0000	-18983.0000
-19035.0000	-19038.0000	-18928.0000	-18713.0000	-18473.0000	-18263.0000	-18078.0000	-17893.0000
-17725.0000	-17613.0000	-17563.0000	-17563.0000	-17600.0000	-17663.0000	-17745.0000	-17865.0000
-18028.0000	-18203.0000	-18360.0000	-18498.0000	-18598.0000	-18655.0000	-18688.0000	-18735.0000
-18795.0000	-18833.0000	-18823.0000	-18770.0000	-18678.0000	-18563.0000	-18433.0000	-18325.0000
-18253.0000	-18230.0000	-18245.0000	-18288.0000	-18348.0000	-18423.0000	-18513.0000	-18595.0000
-18675.0000	-18750.0000	-18823.0000	-18910.0000	-19023.0000	-19145.0000	-19263.0000	-19400.0000
-19548.0000	-19643.0000	-19600.0000	-19440.0000	-19243.0000	-19075.0000	-18933.0000	-18798.0000
-18690.0000	-18640.0000	-18610.0000	-18593.0000	-18580.0000	-18590.0000	-18620.0000	-18680.0000
-18800.0000	-18920.0000	-19005.0000	-19055.0000	-19055.0000	-18983.0000	-18838.0000	-18630.0000
-18370.0000	-18090.0000	-17855.0000	-17658.0000	-17493.0000	-17410.0000	-17423.0000	-17500.0000
-17635.0000	-17813.0000	-18005.0000	-18178.0000	-18330.0000	-18455.0000	-18550.0000	-18628.0000
-18678.0000	-18685.0000	-18655.0000	-18648.0000	-18698.0000	-18793.0000	-18880.0000	-18853.0000
-18673.0000	-18385.0000	-18085.0000	-17788.0000	-17513.0000	-17338.0000	-17305.0000	-17388.0000
-17498.0000	-17523.0000	-17470.0000	-17523.0000	-17733.0000	-17935.0000	-17960.0000	-17808.0000
-17598.0000	-17368.0000	-17188.0000	-17115.0000	-17143.0000	-17213.0000	-17333.0000	-17508.0000
-17718.0000	-17908.0000	-18080.0000	-18250.0000	-18403.0000	-18525.0000	-18635.0000	-18718.0000
-18760.0000	-18778.0000	-18783.0000	-18800.0000	-18848.0000	-19403.0000	-19558.0000	-19723.0000
-19840.0000	-19870.0000	-19828.0000	-19768.0000	-19713.0000	-19623.0000	-19495.0000	-19345.0000
-19223.0000	-19163.0000	-19128.0000	-19048.0000	-18913.0000	-18770.0000	-18658.0000	-18543.0000
-18438.0000	-18370.0000	-18350.0000	-18365.0000	-18388.0000	-18428.0000	-18495.0000	-18608.0000
-18768.0000	-18938.0000	-19090.0000	-19215.0000	-19318.0000	-19390.0000	-19415.0000	-19405.0000
-19375.0000	-19328.0000	-19265.0000	-19193.0000	-19123.0000	-19040.0000	-18953.0000	-18868.0000
-18800.0000	-18755.0000	-18728.0000	-18718.0000	-18735.0000	-18808.0000	-18915.0000	-19038.0000
-19148.0000	-19230.0000	-19288.0000	-19328.0000	-19355.0000	-19370.0000	-19380.0000	-19403.0000
-19440.0000	-19485.0000	-19518.0000	-19515.0000	-19438.0000	-19320.0000	-19210.0000	-19140.0000
-19080.0000	-19010.0000	-18923.0000	-18855.0000	-18815.0000	-18795.0000	-18770.0000	-18755.0000
-18755.0000	-18765.0000	-18780.0000	-18793.0000	-18778.0000	-18718.0000	-18625.0000	-18493.0000
-18318.0000	-18153.0000	-18035.0000	-17953.0000	-17900.0000	-17918.0000	-18018.0000	-18160.0000
-18325.0000	-18515.0000	-18700.0000	-18855.0000	-18985.0000	-19095.0000	-19188.0000	-19233.0000
-19235.0000	-19208.0000	-19158.0000	-19090.0000	-19048.0000	-19043.0000	-19078.0000	-19110.0000
-19073.0000	-18923.0000	-18658.0000	-18335.0000	-18043.0000	-17808.0000	-17620.0000	-17480.0000
-17465.0000	-17543.0000	-17535.0000	-17453.0000	-17423.0000	-17463.0000	-17500.0000	-17468.0000
-17388.0000	-17308.0000	-17263.0000	-17270.0000	-17345.0000	-17500.0000	-17710.0000	-17955.0000
-18223.0000	-18470.0000	-18693.0000	-18895.0000	-19078.0000	-19228.0000	-19335.0000	-19390.0000
-19393.0000	-19328.0000	-19250.0000	-19215.0000	-19273.0000	-19913.0000	-20103.0000	-20260.0000
-20385.0000	-20468.0000	-20480.0000	-20410.0000	-20295.0000	-20173.0000	-20043.0000	-19878.0000
-19685.0000	-19525.0000	-19438.0000	-19398.0000	-19355.0000	-19290.0000	-19213.0000	-19145.0000
-19100.0000	-19098.0000	-19140.0000	-19195.0000	-19245.0000	-19303.0000	-19375.0000	-19478.0000
-19620.0000	-19783.0000	-19940.0000	-20063.0000	-20158.0000	-20208.0000	-20200.0000	-20143.0000
-20063.0000	-19983.0000	-19890.0000	-19780.0000	-19670.0000	-19570.0000	-19488.0000	-19420.0000
-19348.0000	-19290.0000	-19275.0000	-19295.0000	-19345.0000	-19420.0000	-19525.0000	-19638.0000
-19745.0000	-19830.0000	-19888.0000	-19918.0000	-19913.0000	-19865.0000	-19790.0000	-19695.0000
-19603.0000	-19543.0000	-19538.0000	-19553.0000	-19530.0000	-19483.0000	-19448.0000	-19430.0000
-19413.0000	-19378.0000	-19340.0000	-19310.0000	-19273.0000	-19210.0000	-19140.0000	-19088.0000
-19033.0000	-18970.0000	-18908.0000	-18860.0000	-18813.0000	-18758.0000	-18693.0000	-18618.0000
-18540.0000	-18483.0000	-18468.0000	-18493.0000	-18558.0000	-18665.0000	-18815.0000	-18990.0000
-19183.0000	-19385.0000	-19580.0000	-19730.0000	-19825.0000	-19885.0000	-19913.0000	-19913.0000
-19895.0000	-19860.0000	-19788.0000	-19693.0000	-19595.0000	-19530.0000	-19488.0000	-19470.0000
-19450.0000	-19385.0000	-19235.0000	-19010.0000	-18758.0000	-18490.0000	-18203.0000	-17960.0000
-17865.0000	-17903.0000	-17893.0000	-17780.0000	-17653.0000	-17563.0000	-17498.0000	-17443.0000
-17418.0000	-17440.0000	-17508.0000	-17628.0000	-17813.0000	-18065.0000	-18360.0000	-18653.0000
-18945.0000	-19228.0000	-19480.0000	-19690.0000	-19860.0000	-19983.0000	-20043.0000	-20030.0000
-19963.0000	-19840.0000	-19703.0000	-19653.0000	-19735.0000	-20388.0000	-20700.0000	-20983.0000
-21183.0000	-21290.0000	-21315.0000	-21263.0000	-21130.0000	-20953.0000	-20770.0000	-20595.0000
-20425.0000	-20255.0000	-20085.0000	-19940.0000	-19845.0000	-19793.0000	-19768.0000	-19738.0000
-19720.0000	-19740.0000	-19815.0000	-19905.0000	-19988.0000	-20045.0000	-20110.0000	-20205.0000
-20353.0000	-20540.0000	-20725.0000	-20878.0000	-20995.0000	-21065.0000	-21088.0000	-21055.0000
-20980.0000	-20860.0000	-20713.0000	-20545.0000	-20390.0000	-20265.0000	-20170.0000	-20110.0000
-20065.0000	-20038.0000	-20043.0000	-20068.0000	-20123.0000	-20198.0000	-20293.0000	-20395.0000
-20498.0000	-20585.0000	-20645.0000	-20668.0000	-20625.0000	-20520.0000	-20378.0000	-20225.0000
-20073.0000	-19945.0000	-19855.0000	-19805.0000	-19788.0000	-19793.0000	-19815.0000	-19845.0000
-19863.0000	-19868.0000	-19880.0000	-19880.0000	-19853.0000	-19803.0000	-19745.0000	-19685.0000
-19598.0000	-19478.0000	-19373.0000	-19288.0000	-19225.0000	-19175.0000	-19138.0000	-19128.0000
-19133.0000	-19143.0000	-19170.0000	-19240.0000	-19355.0000	-19500.0000	-19658.0000	-19833.0000
-20023.0000	-20215.0000	-20393.0000	-20530.0000	-20615.0000	-20658.0000	-20668.0000	-20663.0000
-20643.0000	-20593.0000	-20490.0000	-20365.0000	-20248.0000	-20153.0000	-20060.0000	-19963.0000
-19885.0000	-19838.0000	-19778.0000	-19653.0000	-19475.0000	-19268.0000	-19058.0000	-18855.0000
-18710.0000	-18618.0000	-18525.0000	-18413.0000	-18293.0000	-18185.0000	-18090.0000	-18033.0000
-18030.0000	-18088.0000	-18178.0000	-18310.0000	-18508.0000	-18773.0000	-19068.0000	-19370.0000
-19670.0000	-19953.0000	-20178.0000	-20343.0000	-20465.0000	-20540.0000	-20533.0000	-20448.0000
-20315.0000	-20178.0000	-20063.0000	-20033.0000	-20143.0000	-20715.0000	-21100.0000	-21510.0000
-21843.0000	-22023.0000	-22065.0000	-22020.0000	-21910.0000	-21753.0000	-21555.0000	-21365.0000
-21205.0000	-21068.0000	-20930.0000	-20785.0000	-20653.0000	-20555.0000	-20493.0000	-20455.0000
-20453.0000	-20485.0000	-20553.0000	-20620.0000	-20668.0000	-20700.0000	-20755.0000	-20848.0000
-20998.0000	-21188.0000	-21410.0000	-21643.0000	-21858.0000	-22015.0000	-22093.0000	-22078.0000
-21975.0000	-21813.0000	-21625.0000	-21450.0000	-21298.0000	-21165.0000	-21055.0000	-20975.0000
-20925.0000	-20918.0000	-20943.0000	-20998.0000	-21085.0000	-21198.0000	-21318.0000	-21430.0000
-21518.0000	-21580.0000	-21605.0000	-21570.0000	-21465.0000	-21298.0000	-21095.0000	-20883.0000
-20680.0000	-20510.0000	-20385.0000	-20310.0000	-20268.0000	-20240.0000	-20233.0000	-20253.0000
-20303.0000	-20363.0000	-20413.0000	-20443.0000	-20453.0000	-20445.0000	-20430.0000	-20388.0000
-20308.0000	-20203.0000	-20108.0000	-20028.0000	-19945.0000	-19860.0000	-19803.0000	-19790.0000
-19803.0000	-19835.0000	-19890.0000	-19990.0000	-20125.0000	-20280.0000	-20455.0000	-20650.0000
-20855.0000	-21040.0000	-21185.0000	-21288.0000	-21355.0000	-21385.0000	-21378.0000	-21338.0000
-21283.0000	-21210.0000	-21118.0000	-21008.0000	-20900.0000	-20805.0000	-20695.0000	-20570.0000
-20455.0000	-20368.0000	-20288.0000	-20198.0000	-20090.0000	-19985.0000	-19870.0000	-19725.0000
-19550.0000	-19378.0000	-19230.0000	-19110.0000	-19005.0000	-18908.0000	-18840.0000	-18830.0000
-18860.0000	-18910.0000	-18973.0000	-19073.0000	-19240.0000	-19468.0000	-19725.0000	-20005.0000
-20293.0000	-20545.0000	-20715.0000	-20805.0000	-20855.0000	-20875.0000	-20825.0000	-20688.0000
-20503.0000	-20355.0000	-20290.0000	-20318.0000	-20450.0000	-20943.0000	-21268.0000	-21655.0000
-22033.0000	-22295.0000	-22420.0000	-22435.0000	-22395.0000	-22340.0000	-22275.0000	-22200.0000
-22115.0000	-22028.0000	-21948.0000	-21860.0000	-21758.0000	-21643.0000	-21538.0000	-21455.0000
-21408.0000	-21380.0000	-21355.0000	-21315.0000	-21278.0000	-21263.0000	-21303.0000	-21403.0000
-21555.0000	-21770.0000	-22033.0000	-22303.0000	-22538.0000	-22675.0000	-22715.0000	-22673.0000
-22580.0000	-22465.0000	-22338.0000	-22213.0000	-22095.0000	-21995.0000	-21915.0000	-21858.0000
-21828.0000	-21833.0000	-21878.0000	-21960.0000	-22078.0000	-22210.0000	-22343.0000	-22458.0000
-22543.0000	-22588.0000	-22570.0000	-22483.0000	-22308.0000	-22070.0000	-21805.0000	-21528.0000
-21275.0000	-21060.0000	-20913.0000	-20818.0000	-20758.0000	-20723.0000	-20718.0000	-20745.0000
-20800.0000	-20860.0000	-20910.0000	-20948.0000	-20973.0000	-20985.0000	-20975.0000	-20933.0000
-20860.0000	-20793.0000	-20728.0000	-20658.0000	-20583.0000	-20508.0000	-20460.0000	-20448.0000
-20463.0000	-20503.0000	-20585.0000	-20715.0000	-20873.0000	-21035.0000	-21205.0000	-21403.0000
-21605.0000	-21775.0000	-21875.0000	-21918.0000	-21928.0000	-21920.0000	-21880.0000	-21813.0000
-21743.0000	-21680.0000	-21628.0000	-21580.0000	-21520.0000	-21453.0000	-21363.0000	-21243.0000
-21105.0000	-20955.0000	-20803.0000	-20663.0000	-20543.0000	-20448.0000	-20360.0000	-20258.0000
-20138.0000	-20010.0000	-19880.0000	-19748.0000	-19625.0000	-19545.0000	-19525.0000	-19565.0000
-19620.0000	-19678.0000	-19758.0000	-19903.0000	-20105.0000	-20320.0000	-20518.0000	-20708.0000
-20898.0000	-21055.0000	-21140.0000	-21140.0000	-21098.0000	-21048.0000	-20968.0000	-20823.0000
-20630.0000	-20485.0000	-20448.0000	-20528.0000	-20698.0000	-21063.0000	-21318.0000	-21608.0000
-21900.0000	-22145.0000	-22300.0000	-22388.0000	-22455.0000	-22538.0000	-22638.0000	-22720.0000
-22760.0000	-22755.0000	-22725.0000	-22680.0000	-22638.0000	-22583.0000	-22508.0000	-22415.0000
-22315.0000	-22193.0000	-22058.0000	-21915.0000	-21793.0000	-21713.0000	-21683.0000	-21720.0000
-21838.0000	-22023.0000	-22263.0000	-22503.0000	-22688.0000	-22783.0000	-22805.0000	-22785.0000
-22745.0000	-22695.0000	-22625.0000	-22555.0000	-22505.0000	-22490.0000	-22510.0000	-22545.0000
-22570.0000	-22603.0000	-22653.0000	-22740.0000	-22853.0000	-22978.0000	-23090.0000	-23180.0000
-23240.0000	-23245.0000	-23183.0000	-23040.0000	-22825.0000	-22565.0000	-22295.0000	-22043.0000
-21813.0000	-21620.0000	-21470.0000	-21368.0000	-21305.0000	-21275.0000	-21290.0000	-21325.0000
-21375.0000	-21428.0000	-21470.0000	-21505.0000	-21535.0000	-21555.0000	-21555.0000	-21533.0000
-21495.0000	-21445.0000	-21375.0000	-21290.0000	-21203.0000	-21135.0000	-21100.0000	-21098.0000
-21123.0000	-21180.0000	-21288.0000	-21450.0000	-21630.0000	-21800.0000	-21948.0000	-22073.0000
-22175.0000	-22230.0000	-22225.0000	-22180.0000	-22120.0000	-22073.0000	-22040.0000	-22013.0000
-21995.0000	-21993.0000	-21998.0000	-21995.0000	-21973.0000	-21928.0000	-21848.0000	-21740.0000
