Elevation	Aspect	Slope	Horiz-hydr	Vert-hydr	Horiz-road	Shade9	Shade12	Shade3	Horiz-Fire	Type
2800	95	11	510	70	2905	238	223	114	1758	2
3065	227	8	616	75	2766	208	248	177	1040	1
3128	180	13	732	91	1812	224	248	153	659	2
3245	23	28	108	43	4160	191	168	100	1300	7
2986	295	16	67	15	1450	172	234	201	1879	2
3063	179	9	270	-36	706	224	246	154	1451	1
3113	68	15	134	25	5113	234	209	102	1464	1
3249	123	37	446	92	1082	252	185	25	1132	2
3186	338	16	212	41	1288	184	216	170	573	1
3051	9	19	0	0	711	195	198	136	2423	1
3214	54	12	417	6	3948	227	214	118	3084	1
3286	23	9	150	10	1888	215	221	142	1398	1
3115	290	19	228	71	384	165	234	208	1661	1
2567	2	14	0	0	525	199	212	149	1981	2
2966	295	16	182	51	5836	173	234	201	1288	2
2704	72	12	350	29	404	233	217	114	1231	2
3244	72	3	480	0	4401	223	233	146	2382	1
3363	84	15	256	31	2643	240	212	98	1627	7
2852	34	25	366	62	600	207	176	92	782	1
2820	259	10	85	6	2118	196	246	189	2641	2
2902	152	5	180	-1	3626	226	240	149	1689	2
2535	336	11	0	0	1650	195	225	169	1531	6
3191	185	10	255	23	2121	222	247	158	1784	1
2777	104	8	85	6	912	234	230	129	2405	2
3165	150	8	242	26	2854	230	240	142	3640	1
3071	346	8	30	3	1104	205	228	161	1710	1
3021	39	10	361	16	1073	221	217	130	1761	1
3224	112	5	589	52	4226	229	234	139	1861	1
3052	265	9	90	17	2214	198	244	185	1230	1
3031	137	15	30	0	488	242	233	116	1237	2
2689	158	3	532	77	926	222	239	153	1395	2
2772	8	7	247	16	1984	212	226	152	1521	2
3071	99	16	295	37	4415	244	217	97	2505	2
2988	186	17	342	107	5354	220	250	157	902	2
2706	336	11	42	7	1988	194	225	169	3996	2
2791	84	9	67	9	860	233	225	123	2949	2
2844	16	14	283	49	3313	208	211	138	1116	2
3060	51	9	30	3	765	225	220	128	1703	1
2799	351	10	30	-1	2047	203	224	159	2655	2
3184	4	19	534	176	2516	192	201	143	2685	1
3143	86	7	365	34	4237	230	229	132	1928	2
3151	283	8	95	4	2343	199	241	181	600	1
3004	18	8	751	78	5509	215	224	146	6216	2
3259	275	26	420	153	360	141	235	228	785	1
2867	321	13	150	29	1681	187	227	180	1361	5
2577	355	22	268	59	977	179	195	150	1748	2
3030	1	15	524	-9	3360	198	211	150	871	2
2919	196	9	247	19	5405	218	248	163	5085	2
3081	17	19	85	16	4886	200	196	128	3001	1
2797	89	34	180	125	1398	247	166	19	957	5
3148	341	17	648	72	351	182	212	168	1797	2
3145	28	5	190	9	2737	218	230	148	1315	1
2634	208	32	90	46	2838	180	249	185	1184	3
2834	0	12	190	43	3857	202	217	152	5467	2
3194	144	7	228	46	3257	230	239	142	3561	1
2995	204	6	497	79	5525	217	245	164	1441	2
3011	322	3	0	0	5240	212	236	162	2400	1
3249	301	10	335	42	1328	192	236	183	2654	1
2988	304	18	42	21	277	169	228	199	391	1
3326	348	14	1040	216	1533	192	216	161	2897	1
2991	50	12	85	11	4245	225	214	121	931	1
3013	90	11	212	2	1008	237	223	116	924	2
3001	17	20	417	158	1987	199	194	126	2866	2
3378	86	24	335	96	2192	246	192	62	2543	1
3266	76	21	551	42	977	241	197	77	2052	1
3027	180	12	900	141	5708	224	247	154	5508	2
2671	49	10	90	1	1716	224	218	126	5374	2
2958	266	23	480	324	1591	154	242	223	1608	2
2392	333	21	108	35	1489	166	208	178	513	6
2704	86	18	150	26	1189	243	207	87	860	2
3349	201	13	390	81	3436	214	251	169	270	1
3279	146	28	716	285	819	245	223	87	1556	2
3114	130	4	42	0	1087	226	237	146	2335	1
3021	236	5	691	49	5646	211	244	171	6334	2
2703	97	16	180	66	927	244	215	95	1110	2
3151	32	14	644	-14	780	216	210	126	1626	1
2593	24	11	417	-18	582	214	216	137	864	2
3397	139	4	283	54	1514	227	238	146	2894	7
3013	303	11	162	15	4306	190	235	185	391	1
3324	225	9	247	29	1107	208	249	178	1533	1
3170	143	14	949	11	3084	239	236	123	2707	2
2952	29	17	319	36	4740	212	201	120	3946	1
2291	14	27	228	102	323	184	174	116	484	2
2760	57	14	270	16	1527	229	209	110	485	2
2380	335	20	342	74	1064	170	209	176	1260	6
2582	13	15	85	21	1640	204	208	138	4492	2
2634	278	16	42	8	713	175	241	205	1442	2
3150	95	12	570	214	1443	239	222	112	2572	2
2160	145	21	30	9	1482	244	232	107	242	4
2632	113	11	361	31	591	239	229	119	1478	2
2779	301	15	108	23	2263	178	233	195	912	2
2849	308	22	67	8	5161	154	220	204	418	2
2581	237	36	85	51	1527	134	243	226	1231	3
2732	351	22	90	75	2690	176	197	156	6634	2
2562	97	8	437	16	1104	234	228	127	4012	2
2917	251	11	42	-3	2148	196	248	189	1699	1
2892	209	13	488	260	907	209	252	176	1802	2
2954	38	9	295	25	4109	221	221	135	4855	2
3000	313	19	90	36	2400	166	222	195	1050	2
2622	72	25	201	65	2116	239	184	62	698	6
2884	100	29	469	235	488	252	188	43	1842	5
3031	172	16	510	164	5922	229	246	143	4034	2
3100	59	13	283	43	769	230	211	112	1543	2
2575	44	28	300	134	912	213	165	69	947	2
2377	26	17	90	26	484	210	200	122	1048	3
3008	170	4	743	99	5610	223	241	154	3015	2
2952	219	19	162	75	1559	195	254	190	1057	2
3157	312	13	532	10	2784	185	230	185	255	1
2909	10	12	192	10	1383	206	215	145	1618	1
3187	22	17	390	60	2143	207	200	126	2631	1
2735	62	8	175	17	2385	227	223	130	6932	1
3109	282	13	216	28	124	182	240	198	2362	1
2764	166	4	150	21	2739	223	241	153	5727	2
2959	28	5	30	3	4224	218	230	148	2234	2
3004	24	12	190	34	895	213	214	135	1934	2
3252	335	19	42	13	3000	174	211	175	2603	1
2695	22	17	277	33	3349	207	200	126	3021	1
3076	340	6	192	10	1455	208	232	162	2197	2
2835	89	12	218	69	1640	239	220	109	1634	5
2848	74	8	0	0	2814	230	226	129	2764	2
3094	19	9	120	10	1527	214	220	143	3032	1
2857	144	11	60	7	2763	236	238	131	2359	2
3020	13	27	443	166	443	184	175	117	1733	1
3073	332	8	85	7	1734	201	230	168	1140	1
3196	346	10	295	32	1936	200	223	162	2206	1
3210	276	11	30	5	5058	190	242	192	514	1
3096	94	3	390	-12	6518	224	234	145	2892	2
2857	104	12	607	127	2840	240	225	114	1800	3
3118	72	11	30	-2	2722	233	219	117	1321	1
3207	162	9	319	8	3336	229	243	145	450	2
3001	58	14	443	10	4320	230	209	109	3409	2
3423	157	18	437	67	2820	237	239	125	1705	1
3198	62	4	722	85	3369	223	232	145	3705	1
3248	130	7	42	3	5526	232	236	136	765	2
3201	125	8	95	-3	3150	234	235	133	4817	1
2678	68	22	95	24	2107	236	192	76	1981	6
2849	57	21	134	44	162	229	190	83	376	1
3119	248	11	698	121	6027	197	248	189	1639	2
2995	198	8	870	86	5905	218	247	164	5658	2
3050	219	9	618	112	2943	210	249	175	979	2
3037	335	10	601	151	5865	198	227	168	5159	2
3369	88	15	268	84	1869	242	214	98	1754	1
2877	212	16	67	18	947	204	254	181	295	2
3312	26	8	0	0	3748	216	222	142	2309	7
2426	175	30	150	70	430	221	239	129	1100	3
2791	300	34	192	56	2550	106	203	226	402	1
3077	197	19	524	42	3100	212	252	168	1824	2
3148	12	11	446	15	2041	209	217	145	1026	1
3373	310	16	782	123	1033	175	228	192	2068	1
3316	313	22	335	95	2016	154	217	200	2151	2
3047	17	10	351	26	2813	212	219	144	1332	1
3118	322	8	404	72	5057	199	232	173	693	2
2772	228	27	124	45	1549	170	252	208	2372	5
2583	355	9	210	73	1213	206	224	157	1592	2
3057	38	11	256	20	6631	220	216	129	2848	2
2967	336	6	0	0	5535	207	232	164	2245	1
2896	38	6	366	39	4056	220	227	143	6457	2
3154	312	7	120	27	2340	202	235	173	792	2
3091	16	3	0	0	3948	217	232	153	1148	1
2955	55	18	234	33	4490	228	198	96	5209	2
3402	314	14	488	63	1560	182	228	186	938	7
3159	85	13	0	0	4377	238	217	108	2014	1
3373	107	9	60	-5	2270	236	229	124	3413	7
2512	21	10	247	62	895	214	219	141	446	3
3004	76	4	467	116	2445	225	232	143	1809	2
2471	85	15	446	127	800	240	213	99	1399	6
2269	336	28	108	13	1296	147	189	174	553	6
3068	247	10	85	5	595	200	248	186	1622	1
2797	281	27	175	118	1889	136	230	229	1213	2
3020	335	15	85	14	134	185	218	172	1273	2
3269	284	26	1008	185	3610	138	229	226	2355	1
2870	326	11	0	0	1215	193	228	175	2077	1
2341	333	24	42	15	258	157	200	179	277	6
2721	166	9	255	30	2244	228	243	148	1671	2
2124	318	32	67	44	816	121	193	203	882	6
3288	116	9	90	-5	3961	236	231	126	2192	1
2801	99	11	30	6	4147	238	225	117	5162	2
2747	89	12	0	0	3759	237	221	113	1224	2
2578	186	17	300	69	2067	221	250	157	1825	3
3155	218	11	60	6	787	207	251	179	2345	1
2937	358	32	300	83	300	156	165	134	1708	1
3211	31	11	42	-8	2817	217	215	132	2190	1
2773	346	9	95	10	3167	203	227	162	3075	1
3058	121	1	190	1	1681	221	237	152	1639	1
3088	45	4	120	3	1316	221	230	145	1567	2
3135	0	9	671	118	1600	206	222	154	2370	1
2627	352	20	60	14	1399	180	201	155	1775	6
3021	288	5	430	37	4231	205	239	173	1445	2
3173	119	21	170	44	2268	250	217	84	3165	1
2760	81	8	295	40	1422	231	226	128	2355	2
3044	184	10	785	10	6172	222	247	157	3511	2
3349	106	12	426	41	1489	240	226	114	2619	1
2811	69	10	134	33	1959	231	221	122	2682	2
2998	306	12	661	-122	1641	186	233	187	1945	2
2952	45	6	361	36	3903	222	226	139	5907	1
3143	40	21	60	24	1654	216	190	100	2349	1
2854	69	13	234	17	3837	233	214	110	6107	2
3048	204	21	108	32	787	203	254	177	541	2
2675	43	10	30	6	2520	222	219	131	659	2
3024	71	9	313	49	2952	230	223	126	6602	1
3139	329	6	95	3	3219	207	233	165	5025	1
2742	79	14	648	16	1216	237	215	106	875	2
2920	244	10	60	15	2420	200	248	186	216	2
2783	134	22	362	138	1632	248	225	93	1398	2
2894	22	21	323	87	674	201	190	118	872	1
2972	152	8	67	7	3254	230	240	142	6534	1
3046	249	14	277	27	5667	189	250	198	1953	2
3264	35	17	379	129	4063	216	200	114	1860	1
2044	28	29	182	113	234	194	163	89	481	3
3182	135	25	85	0	4288	249	220	83	2115	1
3454	304	5	824	115	1597	205	237	171	1503	7
3392	54	20	711	110	2419	228	193	90	2084	1
2872	297	15	664	158	242	178	234	196	1681	2
2676	98	5	30	5	1451	228	233	138	1256	1
3355	107	11	430	63	1868	238	227	119	3012	1
1942	343	14	0	0	150	191	218	165	541	3
3230	276	20	309	58	4052	161	239	216	1550	1
2895	201	12	446	63	769	215	251	168	1590	5
2735	149	31	85	41	2927	242	221	82	1973	2
3147	126	12	162	-5	1290	240	231	119	1181	2
2811	258	29	150	51	1706	139	242	233	1359	2
2888	52	18	421	191	768	227	199	100	1024	2
3093	180	8	108	3	6124	223	245	156	2512	2
3064	145	9	180	-14	882	233	239	137	1224	1
3047	176	13	190	33	2114	226	247	150	1445	2
2355	158	9	0	0	582	230	242	144	967	6
3106	228	17	541	57	3180	193	253	194	1855	2
2920	81	17	95	34	3245	241	208	92	2505	2
3387	313	10	309	105	2226	193	233	179	2687	1
2901	78	8	319	46	3278	231	226	128	2629	2
2836	64	16	124	31	153	233	205	99	1184	1
2851	20	9	150	2	1316	214	221	143	2721	2
3135	301	22	630	94	1008	154	225	209	1158	2
2911	57	16	150	-13	663	229	203	102	1477	1
2882	114	10	330	22	3185	238	230	121	2577	2
3044	357	13	313	53	2960	199	216	154	5948	2
3089	7	13	124	28	2724	203	213	146	805	1
2848	153	9	182	32	3378	231	241	141	1708	2
2953	216	30	210	-11	3013	175	251	196	1124	2
2680	87	4	170	8	212	226	233	142	1191	2
2641	343	24	335	198	816	163	195	165	1368	2
2817	59	11	60	-11	1697	228	217	120	1784	5
3274	70	7	598	9	842	228	226	132	5641	1
3223	319	31	234	47	2603	124	194	201	2707	1
3031	324	6	812	145	5670	204	233	168	5317	2
3197	36	22	60	15	841	212	187	102	1489	1
3267	288	9	553	-7	2502	195	239	184	547	1
3300	217	11	570	73	4178	208	251	178	2072	7
3083	149	16	270	29	805	239	238	123	703	2
2609	120	8	134	30	1639	234	234	132	4436	2
3213	246	8	469	66	2408	203	247	182	426	1
3162	78	16	30	-6	1376	239	209	95	2402	2
3103	0	6	480	102	2016	212	229	155	2718	1
2695	28	5	277	42	1020	218	230	148	2938	2
3313	176	22	60	12	2438	225	245	140	382	7
3307	309	20	552	87	1841	161	222	200	3186	1
3205	342	5	150	-19	3998	209	232	161	1343	1
2917	338	22	108	30	1320	166	203	172	1710	2
2821	146	14	127	29	750	239	237	124	30	2
3181	167	5	270	49	933	224	242	152	1768	2
2762	345	19	170	70	2780	179	207	164	2002	2
3368	354	18	573	20	3918	188	206	154	3544	7
3266	94	17	531	132	931	244	213	93	5404	1
3019	334	9	95	22	2557	199	228	168	845	1
3009	291	11	192	34	4266	188	238	190	2313	2
2927	125	10	60	0	4635	237	233	126	4260	1
2541	0	6	190	19	402	211	228	155	1365	6
3010	24	8	67	5	1201	216	224	144	1515	1
3119	39	12	295	29	3697	220	213	126	4302	1
3260	213	25	391	100	426	190	254	189	1114	1
2618	196	12	402	-3	1673	217	250	165	1917	3
3246	135	13	30	-3	1159	240	234	122	1249	1
2630	123	7	240	34	1158	231	235	137	5442	2
2687	3	10	418	64	1276	207	221	152	1431	2
2995	17	11	272	13	4786	211	216	141	5164	2
3119	355	9	162	31	1954	206	224	157	1765	1
3084	200	5	42	0	1765	218	244	162	484	1
2983	346	12	42	5	300	196	220	163	1452	2
3096	53	14	60	-5	1852	227	209	112	2971	2
2922	291	26	108	20	782	139	225	222	1090	2
3238	48	12	459	22	2869	224	214	122	1024	1
3301	349	5	774	264	3607	211	232	159	2139	1
3290	73	11	67	4	1293	233	220	118	1288	1
2922	359	10	30	3	1368	205	221	154	2462	1
3197	162	11	240	-9	755	231	243	142	2244	2
3004	62	21	300	68	2820	233	192	82	1473	2
3161	122	8	474	53	5735	233	234	133	1120	2
2945	158	9	240	-9	4496	230	242	144	5261	2
2078	76	34	190	130	277	238	157	21	450	3
3083	125	11	0	0	2701	239	232	121	3522	1
3282	106	17	150	49	3940	247	216	92	4000	7
3172	72	15	319	17	5245	236	209	100	2704	2
2704	142	3	85	-2	1478	223	238	151	997	2
3144	5	11	400	37	5644	205	218	149	755	1
2995	40	16	162	30	5179	220	203	113	2363	1
3330	171	12	553	110	1308	228	245	147	2131	1
3273	304	10	361	47	5525	192	235	183	1572	1
2792	204	28	180	-2	1933	192	251	179	1410	2
3467	133	11	865	234	2366	237	235	127	1434	7
2793	27	15	376	34	1543	212	206	127	1176	2
2944	11	10	60	8	2934	209	220	147	1293	1
2709	119	15	95	33	2297	245	225	104	4774	2
2901	90	8	277	-12	626	232	228	129	1924	2
2356	116	27	309	89	376	254	203	57	934	3
2944	252	26	319	134	1622	152	247	225	591	2
2817	72	9	725	29	666	231	222	123	1354	2
2672	345	5	335	85	1110	211	232	160	1127	2
2959	0	8	30	4	4506	208	225	154	5399	2
3171	323	26	702	122	301	146	204	193	1889	2
3268	309	26	551	179	495	139	212	209	1087	1
3106	324	14	488	0	3584	184	224	179	4530	1
2663	79	15	42	7	2310	239	211	99	853	2
2942	210	8	457	29	5855	214	247	169	5501	2
2891	41	5	551	100	2777	220	229	145	3425	2
2912	102	13	579	114	3045	242	222	107	511	2
3297	327	13	642	197	3479	189	225	176	3585	7
2763	32	19	42	0	1885	212	195	112	1744	2
3000	62	6	30	4	5379	225	228	138	2361	1
2913	263	13	330	132	1110	187	246	197	1779	2
3099	107	9	30	1	1681	236	229	124	3155	1
3062	304	3	150	6	3401	210	238	166	598	1
2700	315	10	134	24	2171	193	232	178	4519	2
2945	292	11	30	5	2066	188	238	189	485	2
3387	281	15	365	47	3192	176	240	203	1806	1
2202	18	33	400	151	534	175	153	96	408	3
3211	166	6	150	7	2711	225	242	151	872	1
2848	344	8	95	4	2547	203	227	163	2340	2
3058	105	13	242	55	1549	241	224	110	1237	1
2971	82	22	60	-15	819	244	195	70	837	1
2945	30	17	511	49	674	213	202	120	1800	2
2837	108	10	30	3	2856	238	228	120	2188	2
3050	242	18	180	38	2241	183	252	204	1767	2
3027	67	10	430	82	4266	230	221	123	1753	2
2909	65	5	42	3	4869	225	230	140	1697	2
3151	90	18	150	-17	1140	244	209	87	1077	2
2437	21	10	256	51	767	214	219	141	768	3
2870	96	7	492	98	3683	232	229	129	5972	2
2514	107	9	0	0	1390	236	229	124	1293	3
2820	38	26	551	252	1348	210	173	84	828	2
2242	340	38	90	30	1482	115	157	164	977	3
2960	308	11	180	23	1681	189	233	184	674	2
2783	153	7	242	47	1101	229	241	144	366	2
3162	317	34	323	141	2801	112	187	204	2730	1
2981	217	12	0	0	2736	208	251	178	277	2
3077	53	14	120	34	1158	227	210	113	2353	1
2801	100	5	424	88	3087	229	233	138	6374	1
2897	287	22	595	182	390	155	233	216	1748	2
2850	71	33	124	68	2131	235	156	25	1868	2
3033	16	12	216	39	4377	209	214	140	1087	2
2878	47	10	67	-10	1019	224	219	129	2215	2
2956	162	15	30	3	1565	233	243	136	531	2
2407	137	11	150	61	180	238	236	127	600	3
3234	283	9	30	4	4648	196	241	184	2648	1
2919	51	6	437	-8	805	223	227	139	2352	2
2209	330	17	0	0	1087	177	217	178	616	4
2529	308	29	95	49	1320	128	207	212	1869	6
3099	54	12	85	13	3503	227	214	118	1183	1
2982	104	17	324	84	2393	247	216	92	1879	2
3177	218	19	150	30	1345	196	254	189	4482	1
2955	87	5	175	-4	1130	227	231	138	2265	2
2350	304	28	247	-36	924	130	212	216	1320	3
2790	313	20	60	16	767	162	220	196	2055	1
2969	160	6	90	11	5440	226	241	149	2259	1
3105	268	6	30	-1	1248	204	243	178	1621	1
3041	278	23	240	49	872	151	236	222	2658	1
3080	40	11	95	33	3015	221	216	128	5911	1
3336	108	18	30	3	4373	247	217	92	3928	1
2713	19	25	295	140	2100	193	179	113	2224	2
2808	321	10	150	32	2022	194	230	176	3077	1
2891	5	21	60	18	212	189	195	139	2112	2
3206	303	13	437	86	895	185	234	189	679	2
2829	59	15	108	14	726	230	208	107	2509	2
3324	178	8	309	-39	3097	224	245	155	638	1
3085	345	19	484	83	3538	179	207	164	1856	2
2620	37	29	60	31	1095	205	164	77	888	6
2819	19	17	285	53	2200	206	203	130	624	2
3248	64	7	270	70	800	227	226	133	1703	1
2829	94	15	234	38	2610	242	217	101	1803	2
2948	74	7	658	105	2221	229	227	132	1289	2
3066	199	19	190	19	3454	209	253	171	1159	2
2656	185	31	42	13	2402	209	243	145	765	2
2563	315	12	313	93	760	188	230	182	700	2
3013	17	13	983	215	2936	208	211	138	845	2
2803	167	8	153	40	3403	227	243	149	3192	2
2214	322	30	212	114	1205	132	195	196	1095	3
3347	280	12	792	216	3959	186	241	195	2326	2
3240	73	13	499	85	1368	235	213	107	1617	2
3205	186	11	0	0	2282	222	248	159	3890	1
3247	180	10	127	8	4693	224	247	155	2673	1
3055	306	18	450	126	5900	166	226	199	1484	2
3280	194	12	30	1	3633	218	250	164	1595	1
2700	72	12	342	76	1290	233	217	114	524	2
2940	358	12	127	29	4327	202	218	154	2385	2
2960	122	20	42	13	3948	250	220	89	1084	1
3174	321	9	247	21	1518	197	231	174	277	1
3248	329	15	351	22	5500	184	221	177	1652	1
2988	256	11	42	4	2831	194	247	191	426	2
2932	49	23	362	158	4241	222	183	83	837	2
2480	74	13	134	37	256	235	215	109	1825	3
3204	16	20	524	128	853	198	193	127	1921	2
2988	10	12	300	6	4802	207	216	145	5201	2
3276	160	14	277	52	3227	234	242	135	2075	7
2613	113	21	684	13	677	251	214	81	1266	3
3297	266	12	67	5	2942	189	245	196	895	1
3219	31	13	571	143	1243	216	210	128	1892	2
2662	168	25	182	58	1907	230	240	125	1445	2
3194	97	17	706	258	1230	245	214	93	2365	2
2808	46	14	90	16	4170	224	209	116	5378	1
2212	310	33	201	95	1050	115	198	214	1201	3
2513	129	9	0	0	297	236	235	129	1565	6
2948	46	17	30	15	371	223	201	107	330	2
2655	135	17	42	11	1883	245	230	108	5151	2
3259	128	26	446	147	3413	252	214	72	450	1
3086	310	8	108	22	3256	199	235	175	3034	1
2892	229	5	212	60	900	213	244	169	1579	2
2789	63	10	212	3	2780	229	220	123	2320	2
2976	347	14	134	28	481	193	217	162	934	2
3079	208	15	85	3	1716	209	253	176	633	1
2770	111	4	120	0	1818	227	235	143	2800	2
3054	11	10	379	85	5434	210	221	147	830	2
3393	117	36	190	74	2148	254	183	24	808	7
3260	15	14	242	37	4456	207	211	139	2126	1
2059	336	39	170	126	190	109	158	171	680	3
2567	312	17	285	97	684	173	226	192	603	6
3114	192	25	127	30	2734	209	250	161	1167	2
3060	49	5	153	15	1661	222	229	143	2912	1
3001	63	10	323	26	5848	229	220	123	3730	2
3221	124	2	30	0	5835	222	237	151	1620	1
3523	55	18	841	308	2430	228	198	96	1602	1
3035	79	31	335	58	484	242	168	32	1328	2
2830	87	13	210	61	1742	239	218	108	1756	5
2661	321	10	424	19	716	195	231	175	1231	2
2911	52	10	30	-1	4400	226	218	125	3048	1
2846	101	9	335	35	1571	235	228	124	2948	2
3057	54	6	601	53	5783	224	226	137	3985	1
2790	110	6	390	2	890	231	233	135	1114	2
3195	63	16	240	-3	1997	232	207	102	759	1
3232	326	17	234	43	1230	176	219	182	849	1
2378	336	21	134	52	1380	168	205	174	309	6
3125	4	8	300	40	618	210	225	153	953	1
2440	124	16	67	9	1820	245	227	106	120	3
2906	211	24	60	-18	3142	192	254	187	1129	2
3067	288	9	319	57	1595	194	240	186	1506	1
3367	319	15	384	74	2576	180	225	185	1057	1
3003	108	5	531	46	2761	228	234	141	1470	2
3080	12	14	570	156	4168	205	211	141	2376	2
2904	90	13	560	271	859	240	219	107	552	2
2922	123	13	192	48	1530	241	230	115	2078	2
2759	352	11	391	108	2037	200	221	159	2101	6
3176	90	11	216	36	771	237	222	114	2315	1
2917	335	4	124	2	4368	211	234	162	4350	2
2894	241	27	42	18	1455	157	250	220	999	2
3077	0	1	582	78	5559	217	236	156	3585	2
3085	227	8	532	10	2640	208	248	177	1050	1
3325	346	8	180	26	4166	205	228	161	1406	1
2924	9	10	534	38	3127	209	219	148	3625	2
3054	55	10	85	0	3511	226	220	127	534	1
2660	92	6	30	0	1772	230	230	133	1110	2
2991	167	15	85	11	2190	231	244	140	1224	2
3067	257	10	674	200	6201	196	246	189	3688	2
2851	48	18	509	163	511	224	197	101	2467	2
2856	35	22	150	32	4189	211	186	100	1090	2
3412	93	17	270	60	2465	244	212	92	1959	7
3097	122	17	277	35	3756	247	224	100	726	2
3138	39	6	175	29	5211	221	226	141	3114	2
3416	220	12	690	2	1442	205	252	181	3971	1
2648	304	2	0	0	1825	214	238	161	306	2
3008	176	13	162	13	2088	226	247	150	4026	1
3014	150	9	741	105	5670	233	240	138	3097	2
2852	45	17	212	63	1473	222	201	108	2492	2
2684	54	9	30	-1	1237	225	221	130	1622	2
2991	158	19	930	110	3025	237	239	125	1608	2
2504	313	31	85	40	750	125	201	209	579	6
3002	1	11	242	60	4024	204	219	152	2456	2
3077	202	14	42	1	1723	212	252	171	592	1
2535	324	26	240	85	499	147	203	191	384	2
3236	161	9	42	3	2925	230	242	144	633	1
3067	51	3	600	-41	6301	221	232	148	2977	2
2932	40	12	510	6	4277	221	213	125	4548	2
2941	132	12	300	19	4161	240	233	121	4410	2
2406	300	7	30	5	437	202	237	175	612	6
3406	294	11	907	156	1154	188	237	189	1950	1
3398	288	8	301	25	2190	197	239	182	2547	7
3063	331	12	454	87	2324	192	225	172	1167	1
2833	34	7	134	-3	1570	219	224	141	2462	2
2844	23	2	0	0	2402	218	235	154	600	1
2751	13	12	331	0	1343	208	216	143	1187	2
3339	294	23	671	158	836	148	226	216	404	1
2851	9	13	0	0	2725	205	213	144	2447	1
3089	96	14	124	-7	750	241	219	105	1678	1
3291	247	20	1063	370	3564	175	250	210	2483	2
2922	138	24	201	75	6033	248	223	88	4261	2
3336	204	24	690	160	3401	199	253	178	2715	1
2924	180	3	60	3	1806	221	241	156	2502	2
3187	297	5	201	14	1423	205	238	172	42	1
2919	117	2	242	15	4241	223	237	150	3996	2
3166	197	16	516	-13	2052	214	252	168	1939	2
2903	31	3	30	1	2363	219	233	151	228	1
3237	270	14	306	39	3072	184	244	199	1068	1
3381	325	19	361	104	2315	168	215	185	2388	2
3069	16	17	390	210	684	203	203	133	2982	2
3228	298	16	474	133	5171	174	233	198	2011	1
2911	333	7	30	3	2365	205	232	166	309	1
2756	52	8	30	7	1301	225	223	132	2121	1
3277	158	10	120	10	1722	231	242	141	2858	1
3477	142	11	966	300	2477	236	238	131	1310	1
3041	354	10	170	30	2730	204	223	157	1092	2
2673	94	11	60	-12	1789	238	223	115	108	2
3346	67	12	120	25	2295	232	217	116	1072	7
3020	29	7	42	-1	1182	218	224	142	1471	1
2703	103	22	350	33	1262	250	207	74	1657	2
2932	160	8	30	0	4204	228	242	146	5123	2
3143	238	9	85	6	890	204	248	182	4871	2
3187	43	15	598	268	1894	221	205	114	2704	1
2915	69	16	323	43	3236	235	207	99	2165	2
3126	4	12	95	19	3043	204	216	149	2278	1
2970	67	10	511	87	1015	231	219	120	1566	2
3145	70	26	242	-6	1071	238	180	58	2290	2
3231	79	4	350	29	420	224	233	144	1507	2
2716	121	6	190	40	2281	230	235	139	4880	2
3297	120	8	366	110	5372	234	234	132	1203	2
3073	207	9	175	19	450	214	248	169	805	2
2852	117	19	514	81	960	249	218	88	2568	2
2937	145	8	424	31	2681	231	239	140	2363	2
3014	205	10	1027	128	5678	215	249	169	5675	2
3182	114	8	67	-4	5343	233	233	131	2915	2
3238	238	9	636	128	1397	204	248	181	2616	1
2494	310	17	277	27	90	171	226	194	595	3
2911	264	11	0	0	1470	192	245	192	1523	1
3228	72	12	454	80	5941	233	217	115	1958	2
2753	4	15	162	37	2850	199	210	147	600	2
3285	294	10	607	134	3154	191	238	187	834	1
3429	124	12	514	144	2110	240	231	119	1509	1
3029	2	6	404	127	2097	212	229	154	2774	2
2265	341	46	180	121	1183	85	128	154	1433	3
2770	129	9	67	16	2051	235	235	130	2952	2
3080	274	11	541	17	2605	192	243	191	1207	1
3103	61	11	323	36	3780	229	217	120	4271	1
3127	17	6	182	15	3944	215	228	150	1577	2
3267	59	10	268	51	1123	228	219	124	1889	1
2838	334	14	108	-6	1727	186	220	173	2490	2
2824	55	25	150	31	3360	227	179	72	1691	2
2798	180	2	268	20	2285	220	240	157	1929	2
3367	259	21	201	57	3792	164	246	218	902	1
3234	81	27	60	29	1616	244	182	51	738	7
2879	217	19	85	22	1001	196	254	189	362	2
2963	57	11	379	26	3730	228	216	120	2363	2
2979	45	10	824	226	1466	223	219	130	1924	2
3028	196	8	192	45	2963	219	247	163	430	2
2840	45	7	470	52	3333	222	225	138	6360	2
3195	137	47	362	38	1080	237	174	0	1087	7
3078	280	20	437	71	5855	161	238	215	1771	2
2949	209	12	150	33	5044	211	251	173	4398	2
3260	333	12	484	37	3461	192	225	171	2802	1
2996	223	32	713	59	3922	164	250	206	1273	2
3396	202	5	361	47	1921	218	244	163	2335	1
3123	40	15	360	17	2249	220	205	116	1632	2
3163	135	9	124	18	1159	235	236	132	1974	1
2868	122	15	127	14	2349	244	227	107	598	2
3093	44	22	720	33	1482	219	185	90	2192	1
3090	85	3	234	15	2592	223	234	147	1860	2
2198	352	23	108	41	1366	173	194	154	916	3
3121	36	8	0	0	1396	220	222	138	2372	1
2869	265	31	255	48	1057	126	235	238	162	2
