Area	Perimeter	MajorAxisLength	MinorAxisLength	AspectRation	Eccentricity	ConvexArea	EquivDiameter	Extent	Solidity	roundness	Compactness	ShapeFactor1	ShapeFactor2	ShapeFactor3	ShapeFactor4	Class
29037	630.512	227.9407	162.671	1.4012	0.7005	29391	192.2786	0.7503	0.988	0.9179	0.8435	0.0079	0.0025	0.7116	0.9971	3
29044	633.504	236.1569	157.0459	1.5037	0.7468	29438	192.3018	0.7578	0.9866	0.9094	0.8143	0.0081	0.0022	0.6631	0.9971	3
29045	630.965	238.3251	155.7521	1.5302	0.7569	29335	192.3051	0.8201	0.9901	0.9168	0.8069	0.0082	0.0021	0.6511	0.9963	3
29047	694.716	230.9579	160.5771	1.4383	0.7188	29737	192.3117	0.7789	0.9768	0.7563	0.8327	0.008	0.0024	0.6933	0.9972	3
29051	625.226	232.1753	159.8692	1.4523	0.7252	29333	192.3249	0.808	0.9904	0.9339	0.8284	0.008	0.0023	0.6862	0.9965	3
29054	621.3	229.3543	161.7146	1.4183	0.7091	29351	192.3349	0.7573	0.9899	0.9458	0.8386	0.0079	0.0024	0.7032	0.9974	3
29059	622.307	225.3314	164.4132	1.3705	0.6838	29372	192.3514	0.7994	0.9893	0.9429	0.8536	0.0078	0.0025	0.7287	0.9987	3
29060	638.507	242.1319	153.2173	1.5803	0.7743	29423	192.3547	0.8086	0.9877	0.8957	0.7944	0.0083	0.002	0.6311	0.9973	3
29062	628.652	230.689	160.5763	1.4366	0.718	29423	192.3613	0.7346	0.9877	0.9241	0.8339	0.0079	0.0024	0.6953	0.9989	3
29063	628.813	238.2885	155.711	1.5303	0.757	29336	192.3647	0.6972	0.9907	0.9236	0.8073	0.0082	0.0021	0.6517	0.9973	3
29067	629.906	230.0918	161.1476	1.4278	0.7138	29478	192.3779	0.7682	0.9861	0.9206	0.8361	0.0079	0.0024	0.699	0.9981	3
29068	644.43	253.4955	146.2546	1.7332	0.8168	29384	192.3812	0.769	0.9892	0.8796	0.7589	0.0087	0.0018	0.576	0.9983	3
29070	637.119	241.9412	153.079	1.5805	0.7744	29353	192.3878	0.7768	0.9904	0.8999	0.7952	0.0083	0.0021	0.6323	0.9994	3
29070	630.761	234.5563	158.0433	1.4841	0.7389	29419	192.3878	0.717	0.9881	0.9182	0.8202	0.0081	0.0023	0.6728	0.9985	3
29076	636.353	235.0615	158.0336	1.4874	0.7403	29490	192.4077	0.6935	0.986	0.9023	0.8185	0.0081	0.0022	0.67	0.9966	3
29080	623.192	228.7066	162.0936	1.411	0.7055	29360	192.4209	0.7978	0.9905	0.9409	0.8413	0.0079	0.0024	0.7079	0.9988	3
29081	638.527	238.8763	155.2048	1.5391	0.7602	29406	192.4242	0.7069	0.9889	0.8963	0.8055	0.0082	0.0021	0.6489	0.9987	3
29081	636.593	237.3015	156.4314	1.517	0.752	29481	192.4242	0.7037	0.9864	0.9018	0.8109	0.0082	0.0022	0.6575	0.9975	3
29081	628.774	228.8842	162.3086	1.4102	0.7051	29460	192.4242	0.7717	0.9871	0.9243	0.8407	0.0079	0.0024	0.7068	0.9967	3
29085	629.561	231.2592	160.4913	1.4409	0.72	29441	192.4375	0.7705	0.9879	0.9222	0.8321	0.008	0.0024	0.6924	0.9978	3
29085	637.8	234.3289	158.7183	1.4764	0.7357	29566	192.4375	0.7135	0.9837	0.8985	0.8212	0.0081	0.0023	0.6744	0.9957	3
29087	632.507	241.1709	153.7919	1.5682	0.7703	29489	192.4441	0.7227	0.9864	0.9136	0.798	0.0083	0.0021	0.6367	0.9985	3
29088	634.555	233.7541	158.5635	1.4742	0.7348	29440	192.4474	0.7309	0.988	0.9078	0.8233	0.008	0.0023	0.6778	0.9992	3
29097	632.194	239.1781	155.3213	1.5399	0.7605	29384	192.4771	0.6956	0.9902	0.9149	0.8047	0.0082	0.0021	0.6476	0.9973	3
29098	638.41	243.23	152.7184	1.5927	0.7783	29464	192.4805	0.7119	0.9876	0.8972	0.7914	0.0084	0.002	0.6262	0.9974	3
29099	633.011	232.206	160.4133	1.4475	0.723	29538	192.4838	0.7335	0.9851	0.9126	0.8289	0.008	0.0023	0.6871	0.9947	3
29112	632.794	242.3495	154.1075	1.5726	0.7718	29496	192.5268	0.7857	0.987	0.9136	0.7944	0.0083	0.002	0.6311	0.9925	3
29116	625.044	231.9911	160.1433	1.4486	0.7235	29390	192.54	0.7828	0.9907	0.9365	0.8299	0.008	0.0023	0.6888	0.9978	3
29118	634.887	244.738	151.9324	1.6108	0.784	29411	192.5466	0.7353	0.99	0.9078	0.7867	0.0084	0.002	0.619	0.9971	3
29119	643.089	250.4929	148.3822	1.6882	0.8057	29407	192.5499	0.7647	0.9902	0.8848	0.7687	0.0086	0.0019	0.5909	0.9975	3
29122	631.487	231.8469	160.1435	1.4477	0.7231	29507	192.5598	0.7245	0.987	0.9177	0.8305	0.008	0.0023	0.6898	0.9987	3
29123	626.011	229.1811	162.0427	1.4143	0.7072	29432	192.5631	0.7976	0.9895	0.9339	0.8402	0.0079	0.0024	0.706	0.9985	3
29124	644.032	252.6723	147.0692	1.7181	0.8131	29437	192.5664	0.785	0.9894	0.8824	0.7621	0.0087	0.0018	0.5808	0.9979	3
29135	650.303	253.2514	147.159	1.7209	0.8138	29478	192.6028	0.6807	0.9884	0.8658	0.7605	0.0087	0.0018	0.5784	0.9954	3
29144	628.216	234.7564	158.7917	1.4784	0.7365	29386	192.6325	0.6969	0.9918	0.928	0.8206	0.0081	0.0023	0.6733	0.9954	3
29149	638.688	243.9808	152.6604	1.5982	0.7801	29460	192.6491	0.7986	0.9894	0.898	0.7896	0.0084	0.002	0.6235	0.9964	3
29154	631.041	233.5075	159.3297	1.4656	0.731	29499	192.6656	0.7474	0.9883	0.92	0.8251	0.008	0.0023	0.6808	0.9977	3
29155	628.707	230.6324	161.2377	1.4304	0.715	29549	192.6689	0.788	0.9867	0.9269	0.8354	0.0079	0.0024	0.6979	0.9982	3
29156	635.581	237.5203	156.9439	1.5134	0.7506	29592	192.6722	0.7551	0.9853	0.907	0.8112	0.0081	0.0022	0.658	0.9958	3
29158	626.228	229.0498	162.2908	1.4114	0.7057	29440	192.6788	0.786	0.9904	0.9343	0.8412	0.0079	0.0024	0.7076	0.9987	3
29162	653.27	242.7035	153.76	1.5785	0.7737	29651	192.692	0.6939	0.9835	0.8587	0.7939	0.0083	0.002	0.6303	0.995	3
29162	629.597	220.9348	169.3343	1.3047	0.6423	29644	192.692	0.7094	0.9837	0.9245	0.8722	0.0076	0.0027	0.7607	0.9925	3
29166	634.38	238.4738	156.0907	1.5278	0.756	29526	192.7052	0.7957	0.9878	0.9107	0.8081	0.0082	0.0022	0.653	0.9976	3
29167	638.583	235.0763	159.0496	1.478	0.7364	29549	192.7085	0.7123	0.9871	0.8988	0.8198	0.0081	0.0022	0.672	0.9933	3
29170	630.115	229.1895	162.4229	1.4111	0.7055	29447	192.7184	0.726	0.9906	0.9232	0.8409	0.0079	0.0024	0.7071	0.9977	3
29172	631.886	231.6411	160.6255	1.4421	0.7205	29487	192.725	0.7201	0.9893	0.9181	0.832	0.0079	0.0023	0.6922	0.9983	3
29172	644.652	242.1016	154.0687	1.5714	0.7714	29587	192.725	0.7629	0.986	0.8821	0.7961	0.0083	0.0021	0.6337	0.9958	3
29181	625.086	228.99	162.5647	1.4086	0.7043	29490	192.7548	0.7625	0.9895	0.9385	0.8418	0.0078	0.0024	0.7086	0.9981	3
29184	637.004	235.5254	157.9422	1.4912	0.7418	29603	192.7647	0.7356	0.9858	0.9038	0.8184	0.0081	0.0022	0.6699	0.9989	3
29194	627.767	224.6037	165.7226	1.3553	0.675	29520	192.7977	0.7457	0.989	0.9309	0.8584	0.0077	0.0026	0.7368	0.9986	3
29201	623.54	222.6971	167.0864	1.3328	0.6611	29495	192.8208	0.7748	0.99	0.9438	0.8658	0.0076	0.0026	0.7497	0.9992	3
29208	639.59	243.6528	153.4432	1.5879	0.7768	29560	192.8439	0.8055	0.9881	0.8972	0.7915	0.0083	0.002	0.6264	0.9947	3
29208	628.934	227.5486	163.6711	1.3903	0.6947	29584	192.8439	0.7304	0.9873	0.9279	0.8475	0.0078	0.0025	0.7182	0.9985	3
29220	628.213	231.7985	160.8533	1.4411	0.72	29562	192.8835	0.7659	0.9884	0.9304	0.8321	0.0079	0.0023	0.6924	0.9978	3
29230	636.062	228.9689	163.0382	1.4044	0.7021	29603	192.9165	0.7266	0.9874	0.9079	0.8425	0.0078	0.0024	0.7099	0.9969	3
29232	627.418	227.8052	163.8567	1.3903	0.6947	29601	192.9231	0.7636	0.9875	0.9332	0.8469	0.0078	0.0025	0.7172	0.9971	3
29242	635.046	239.5213	155.7767	1.5376	0.7596	29594	192.9561	0.7297	0.9881	0.9112	0.8056	0.0082	0.0021	0.649	0.9979	3
29243	630.512	234.817	158.9357	1.4774	0.7361	29597	192.9594	0.7777	0.988	0.9244	0.8217	0.008	0.0023	0.6753	0.9977	3
29248	631.381	235.8565	158.2645	1.4903	0.7414	29614	192.9759	0.7133	0.9876	0.922	0.8182	0.0081	0.0022	0.6694	0.9976	3
29251	624.585	229.6995	162.3417	1.4149	0.7075	29532	192.9858	0.7186	0.9905	0.9423	0.8402	0.0079	0.0024	0.7059	0.9988	3
29254	645.809	252.1643	148.2015	1.7015	0.8091	29558	192.9957	0.8047	0.9897	0.8814	0.7654	0.0086	0.0018	0.5858	0.9967	3
29261	635.084	234.9975	159.5098	1.4732	0.7343	29599	193.0188	0.7424	0.9886	0.9117	0.8214	0.008	0.0023	0.6746	0.9939	3
29261	633.967	231.7073	161.303	1.4365	0.7179	29600	193.0188	0.7725	0.9885	0.9149	0.833	0.0079	0.0024	0.6939	0.9968	3
29270	643.229	245.7318	152.1818	1.6147	0.7852	29564	193.0485	0.7552	0.9901	0.889	0.7856	0.0084	0.002	0.6172	0.9966	3
29270	643.25	245.0946	152.424	1.608	0.7831	29649	193.0485	0.6908	0.9872	0.8889	0.7876	0.0084	0.002	0.6204	0.9976	3
29274	623.343	225.4951	165.4246	1.3631	0.6796	29595	193.0617	0.746	0.9892	0.9468	0.8562	0.0077	0.0026	0.733	0.9992	3
29279	641.766	232.0583	161.1945	1.4396	0.7194	29647	193.0782	0.7283	0.9876	0.8933	0.832	0.0079	0.0023	0.6923	0.9966	3
29281	644.304	249.1193	150.1237	1.6594	0.798	29644	193.0848	0.8	0.9878	0.8864	0.7751	0.0085	0.0019	0.6007	0.9969	3
29283	620.528	220.7821	169.1805	1.305	0.6425	29618	193.0914	0.8022	0.9887	0.9557	0.8746	0.0075	0.0027	0.7649	0.9982	3
29286	625.963	214.471	174.1403	1.2316	0.5837	29630	193.1013	0.7509	0.9884	0.9392	0.9004	0.0073	0.003	0.8106	0.9984	3
29290	640.384	240.5556	155.7028	1.545	0.7623	29626	193.1144	0.8234	0.9887	0.8975	0.8028	0.0082	0.0021	0.6445	0.9957	3
29293	636.476	241.0748	155.3684	1.5516	0.7646	29669	193.1243	0.7301	0.9873	0.9087	0.8011	0.0082	0.0021	0.6418	0.9958	3
29293	632.174	236.2322	158.1207	1.494	0.743	29665	193.1243	0.7574	0.9875	0.9211	0.8175	0.0081	0.0022	0.6683	0.9985	3
29293	646.903	230.4748	162.4539	1.4187	0.7093	29751	193.1243	0.7138	0.9846	0.8796	0.8379	0.0079	0.0024	0.7021	0.9961	3
29294	644.536	238.8184	156.5272	1.5257	0.7553	29674	193.1276	0.7695	0.9872	0.8861	0.8087	0.0082	0.0022	0.654	0.9978	3
29307	635.103	239.7654	155.8495	1.5384	0.7599	29655	193.1705	0.7455	0.9883	0.913	0.8057	0.0082	0.0021	0.6491	0.9986	3
29307	627.269	228.296	163.7281	1.3944	0.6969	29592	193.1705	0.7872	0.9904	0.936	0.8461	0.0078	0.0025	0.716	0.9983	3
29310	640.286	238.6404	156.7727	1.5222	0.7539	29686	193.1804	0.7732	0.9873	0.8984	0.8095	0.0081	0.0022	0.6553	0.9975	3
29322	625.847	223.6876	167.0671	1.3389	0.665	29700	193.2199	0.7582	0.9873	0.9407	0.8638	0.0076	0.0026	0.7461	0.999	3
29325	635.344	234.5018	159.6692	1.4687	0.7324	29664	193.2298	0.7128	0.9886	0.9129	0.824	0.008	0.0023	0.679	0.9972	3
29336	640.593	242.9514	154.2343	1.5752	0.7726	29693	193.266	0.7221	0.988	0.8984	0.7955	0.0083	0.002	0.6328	0.9968	3
29346	631.556	235.8091	158.6433	1.4864	0.7399	29687	193.299	0.7162	0.9885	0.9246	0.8197	0.008	0.0022	0.672	0.9988	3
29352	627.001	223.4085	167.9128	1.3305	0.6596	29630	193.3187	0.7167	0.9906	0.9382	0.8653	0.0076	0.0026	0.7488	0.9962	3
29353	627.648	226.6589	165.2559	1.3716	0.6844	29658	193.322	0.7853	0.9897	0.9363	0.8529	0.0077	0.0025	0.7275	0.9978	3
29372	635.787	233.8805	161.0267	1.4524	0.7252	29779	193.3846	0.7475	0.9863	0.9131	0.8269	0.008	0.0023	0.6837	0.993	3
29373	635.218	236.0204	158.8275	1.486	0.7397	29718	193.3879	0.7199	0.9884	0.9148	0.8194	0.008	0.0022	0.6714	0.9977	3
29373	634.307	234.468	159.869	1.4666	0.7315	29740	193.3879	0.7495	0.9877	0.9174	0.8248	0.008	0.0023	0.6803	0.9977	3
29388	634.152	239.4808	156.3951	1.5313	0.7573	29673	193.4372	0.727	0.9904	0.9183	0.8077	0.0081	0.0021	0.6524	0.999	3
29389	639.878	237.782	158.1595	1.5034	0.7467	29726	193.4405	0.6812	0.9887	0.902	0.8135	0.0081	0.0022	0.6618	0.995	3
29393	628.055	230.95	162.3672	1.4224	0.7111	29663	193.4537	0.7693	0.9909	0.9364	0.8376	0.0079	0.0024	0.7016	0.998	3
29393	633.927	239.9994	156.216	1.5363	0.7592	29685	193.4537	0.7447	0.9902	0.9191	0.8061	0.0082	0.0021	0.6497	0.9982	3
29405	633.671	229.1153	163.5469	1.4009	0.7003	29695	193.4932	0.7408	0.9902	0.9202	0.8445	0.0078	0.0024	0.7132	0.9992	3
29407	630.552	235.3226	159.673	1.4738	0.7346	29698	193.4998	0.7861	0.9902	0.9294	0.8223	0.008	0.0023	0.6761	0.9965	3
29410	625.321	226.6327	165.4143	1.3701	0.6836	29746	193.5096	0.7419	0.9887	0.9451	0.8538	0.0077	0.0025	0.7291	0.9989	3
29412	641.955	237.4781	158.8256	1.4952	0.7434	29777	193.5162	0.7939	0.9877	0.8969	0.8149	0.0081	0.0022	0.664	0.9929	3
29418	639.377	248.2706	151.1291	1.6428	0.7934	29717	193.5359	0.7536	0.9899	0.9043	0.7795	0.0084	0.0019	0.6077	0.9983	3
29422	636.15	244.1126	153.8393	1.5868	0.7764	29693	193.5491	0.8095	0.9909	0.9136	0.7929	0.0083	0.002	0.6286	0.9975	3
29426	632.397	232.2973	161.5792	1.4377	0.7185	29824	193.5623	0.732	0.9867	0.9246	0.8333	0.0079	0.0023	0.6943	0.9982	3
29440	645.115	245.7223	152.7834	1.6083	0.7832	29760	193.6083	0.7938	0.9892	0.8889	0.7879	0.0083	0.002	0.6208	0.9985	3
29447	634.132	239.3146	157.9484	1.5151	0.7513	29784	193.6313	0.8314	0.9887	0.9202	0.8091	0.0081	0.0021	0.6547	0.9919	3
29450	641.145	247.1974	151.9909	1.6264	0.7886	29795	193.6412	0.7965	0.9884	0.9003	0.7833	0.0084	0.0019	0.6136	0.998	3
29451	648.274	243.1277	154.9013	1.5696	0.7708	29778	193.6445	0.7784	0.989	0.8806	0.7965	0.0083	0.002	0.6344	0.9957	3
29453	632.811	227.3243	165.3593	1.3747	0.6862	29820	193.651	0.7402	0.9877	0.9243	0.8519	0.0077	0.0025	0.7257	0.9976	3
29462	626.054	229.7489	163.5858	1.4045	0.7022	29730	193.6806	0.7796	0.991	0.9446	0.843	0.0078	0.0024	0.7107	0.9981	3
29475	635.407	237.0339	159.3031	1.4879	0.7405	29797	193.7233	0.765	0.9892	0.9174	0.8173	0.008	0.0022	0.6679	0.9939	3
29479	638.789	239.9877	156.8005	1.5305	0.757	29798	193.7365	0.7892	0.9893	0.9078	0.8073	0.0081	0.0021	0.6517	0.9974	3
29483	641.379	235.7472	159.5863	1.4772	0.736	29842	193.7496	0.7558	0.988	0.9006	0.8219	0.008	0.0023	0.6754	0.9978	3
29484	645.391	244.8548	153.8107	1.5919	0.7781	29846	193.7529	0.6921	0.9879	0.8895	0.7913	0.0083	0.002	0.6262	0.9968	3
29492	630.126	236.5777	158.962	1.4883	0.7406	29728	193.7792	0.7193	0.9921	0.9334	0.8191	0.008	0.0022	0.6709	0.9985	3
29493	639.039	239.4221	157.2584	1.5225	0.754	29860	193.7825	0.7147	0.9877	0.9076	0.8094	0.0081	0.0021	0.6551	0.9974	3
29494	635.349	236.3937	159.2186	1.4847	0.7392	29830	193.7858	0.7714	0.9887	0.9182	0.8198	0.008	0.0022	0.672	0.9977	3
29495	631.626	227.8184	165.4038	1.3773	0.6877	29906	193.7891	0.7848	0.9863	0.929	0.8506	0.0077	0.0025	0.7236	0.9966	3
29495	636.061	233.8001	160.9328	1.4528	0.7254	29825	193.7891	0.7339	0.9889	0.9161	0.8289	0.0079	0.0023	0.687	0.9981	3
29501	640.635	240.5942	156.5128	1.5372	0.7595	29826	193.8088	0.7081	0.9891	0.9033	0.8055	0.0082	0.0021	0.6489	0.9975	3
29505	629.931	230.3714	163.4235	1.4097	0.7048	29804	193.8219	0.816	0.99	0.9344	0.8413	0.0078	0.0024	0.7079	0.9978	3
29505	635.978	233.0352	161.7152	1.441	0.72	29868	193.8219	0.7708	0.9878	0.9167	0.8317	0.0079	0.0023	0.6918	0.9969	3
29505	632.744	237.8186	158.3588	1.5018	0.7461	29835	193.8219	0.7614	0.9889	0.9261	0.815	0.0081	0.0022	0.6642	0.9975	3
29507	629.187	230.8329	163.3727	1.4129	0.7065	29835	193.8285	0.8154	0.989	0.9366	0.8397	0.0078	0.0024	0.7051	0.9962	3
29509	642.899	246.5685	152.9143	1.6125	0.7845	29832	193.835	0.7735	0.9892	0.8972	0.7861	0.0084	0.002	0.618	0.9965	3
29513	646.689	243.975	155.3809	1.5702	0.771	29885	193.8482	0.7227	0.9876	0.8868	0.7945	0.0083	0.002	0.6313	0.9912	3
29518	639.648	242.6872	155.1602	1.5641	0.7689	29815	193.8646	0.7902	0.99	0.9066	0.7988	0.0082	0.0021	0.6381	0.9981	3
29526	646	236.8744	160.0258	1.4802	0.7373	29989	193.8909	0.8054	0.9846	0.8891	0.8185	0.008	0.0022	0.67	0.9918	3
29529	626.727	226.7241	166.7595	1.3596	0.6775	29793	193.9007	0.7268	0.9911	0.9447	0.8552	0.0077	0.0025	0.7314	0.9944	3
29535	635.026	237.5167	159.0045	1.4938	0.7429	29841	193.9204	0.8268	0.9897	0.9204	0.8164	0.008	0.0022	0.6666	0.9957	3
29537	630.915	234.1917	160.9691	1.4549	0.7263	29812	193.927	0.8077	0.9908	0.9325	0.8281	0.0079	0.0023	0.6857	0.9976	3
29539	637.861	245.3381	154.022	1.5929	0.7784	29847	193.9336	0.8058	0.9897	0.9123	0.7905	0.0083	0.002	0.6249	0.9953	3
29541	632.72	234.8287	160.328	1.4647	0.7307	29817	193.9401	0.7385	0.9907	0.9273	0.8259	0.0079	0.0023	0.6821	0.999	3
29543	644.331	247.9514	152.0211	1.631	0.79	29831	193.9467	0.7279	0.9903	0.8942	0.7822	0.0084	0.0019	0.6118	0.9979	3
29544	652.339	250.6873	150.9461	1.6608	0.7984	29923	193.95	0.6658	0.9873	0.8724	0.7737	0.0085	0.0019	0.5986	0.9941	3
29548	662.921	256.8857	146.5285	1.7531	0.8214	29911	193.9631	0.7633	0.9879	0.8449	0.7551	0.0087	0.0017	0.5701	0.9995	3
29551	636.078	231.88	162.6598	1.4256	0.7127	29924	193.9729	0.7615	0.9875	0.9178	0.8365	0.0078	0.0024	0.6998	0.9976	3
29552	644.937	243.003	155.2224	1.5655	0.7694	29916	193.9762	0.702	0.9878	0.8928	0.7982	0.0082	0.0021	0.6372	0.9975	3
29553	643.75	236.5023	159.3818	1.4839	0.7388	29910	193.9795	0.7531	0.9881	0.8961	0.8202	0.008	0.0022	0.6727	0.9982	3
29561	648.564	236.7114	160.1198	1.4783	0.7365	30075	194.0058	0.7319	0.9829	0.8831	0.8196	0.008	0.0022	0.6717	0.993	3
29562	711.422	244.247	156.3265	1.5624	0.7683	30831	194.009	0.774	0.9588	0.734	0.7943	0.0083	0.002	0.6309	0.9858	3
29569	638.631	231.2161	163.3904	1.4151	0.7076	29931	194.032	0.7771	0.9879	0.9111	0.8392	0.0078	0.0024	0.7042	0.9966	3
29569	634.686	227.9804	165.8995	1.3742	0.6859	29964	194.032	0.8085	0.9868	0.9224	0.8511	0.0077	0.0025	0.7244	0.9954	3
29574	628.916	227.4741	165.6999	1.3728	0.6851	29893	194.0484	0.7444	0.9893	0.9396	0.8531	0.0077	0.0025	0.7277	0.999	3
29577	628.476	230.6839	163.5541	1.4104	0.7052	29930	194.0583	0.7589	0.9882	0.941	0.8412	0.0078	0.0024	0.7077	0.9981	3
29580	693.583	247.4153	152.591	1.6214	0.7872	30358	194.0681	0.7593	0.9744	0.7727	0.7844	0.0084	0.002	0.6153	0.9976	3
29594	628.445	224.4951	168.1768	1.3349	0.6624	29913	194.114	0.7378	0.9893	0.9416	0.8647	0.0076	0.0026	0.7477	0.998	3
29597	631.032	231.8941	163.3321	1.4198	0.7099	29865	194.1239	0.7799	0.991	0.934	0.8371	0.0078	0.0024	0.7008	0.9949	3
29597	634.299	233.2801	162.5817	1.4348	0.7171	30022	194.1239	0.7718	0.9858	0.9244	0.8321	0.0079	0.0023	0.6925	0.9936	3
29600	642.141	232.8525	162.5145	1.4328	0.7162	30013	194.1337	0.7143	0.9862	0.9021	0.8337	0.0079	0.0023	0.6951	0.9959	3
29602	651.461	239.0422	158.1334	1.5116	0.7499	30002	194.1403	0.7304	0.9867	0.8765	0.8122	0.0081	0.0022	0.6596	0.9971	3
29602	638.641	235.6882	160.1225	1.4719	0.7338	29925	194.1403	0.7602	0.9892	0.912	0.8237	0.008	0.0023	0.6785	0.9987	3
29607	636.061	229.8764	164.2183	1.3998	0.6998	29974	194.1566	0.7302	0.9878	0.9196	0.8446	0.0078	0.0024	0.7134	0.9986	3
29617	639.567	240.5443	157.4405	1.5278	0.756	29943	194.1894	0.728	0.9891	0.9099	0.8073	0.0081	0.0021	0.6517	0.9957	3
29628	646.71	230.3178	164.0234	1.4042	0.702	29994	194.2255	0.7855	0.9878	0.8902	0.8433	0.0078	0.0024	0.7111	0.9986	3
29628	647.754	241.4037	156.5225	1.5423	0.7613	29938	194.2255	0.7798	0.9896	0.8873	0.8046	0.0081	0.0021	0.6473	0.9984	3
29630	638.705	231.3155	163.6857	1.4132	0.7066	30031	194.232	0.7847	0.9866	0.9127	0.8397	0.0078	0.0024	0.7051	0.9964	3
29634	638.975	240.9321	156.7985	1.5366	0.7592	29937	194.2452	0.7248	0.9899	0.9121	0.8062	0.0081	0.0021	0.65	0.9988	3
29636	655.394	252.9319	149.6311	1.6904	0.8062	29983	194.2517	0.7868	0.9884	0.867	0.768	0.0085	0.0018	0.5898	0.997	3
29636	628.137	229.8972	164.5849	1.3968	0.6982	29912	194.2517	0.7872	0.9908	0.9439	0.845	0.0078	0.0024	0.7139	0.9973	3
29640	636.665	226.266	167.6086	1.35	0.6718	30021	194.2648	0.7429	0.9873	0.9189	0.8586	0.0076	0.0026	0.7371	0.9951	3
29646	641.1	239.1682	158.2154	1.5117	0.7499	29965	194.2845	0.6988	0.9894	0.9064	0.8123	0.0081	0.0022	0.6599	0.9975	3
29651	640.693	235.8029	160.4537	1.4696	0.7328	30008	194.3009	0.7136	0.9881	0.9077	0.824	0.008	0.0023	0.679	0.9978	3
29651	641.489	244.368	155.0089	1.5765	0.7731	29936	194.3009	0.7092	0.9905	0.9055	0.7951	0.0082	0.002	0.6322	0.9967	3
29652	637.766	234.7056	161.3935	1.4542	0.726	30044	194.3041	0.7362	0.987	0.9161	0.8279	0.0079	0.0023	0.6854	0.9967	3
29658	638.44	230.7618	163.9591	1.4074	0.7037	30082	194.3238	0.7952	0.9859	0.9143	0.8421	0.0078	0.0024	0.7091	0.9981	3
29664	639.039	237.7825	159.175	1.4938	0.7429	29981	194.3435	0.7359	0.9894	0.9128	0.8173	0.008	0.0022	0.668	0.9979	3
29667	662.939	254.3431	148.6026	1.7116	0.8116	30063	194.3533	0.7035	0.9868	0.8483	0.7641	0.0086	0.0018	0.5839	0.9994	3
29669	644.61	237.0415	160.0543	1.481	0.7376	30108	194.3598	0.7585	0.9854	0.8973	0.8199	0.008	0.0022	0.6723	0.9957	3
29671	655.376	259.9401	145.6888	1.7842	0.8282	29984	194.3664	0.6544	0.9896	0.8681	0.7477	0.0088	0.0017	0.5591	0.9976	3
29672	637.093	235.3981	160.696	1.4649	0.7307	30034	194.3697	0.7895	0.9879	0.9187	0.8257	0.0079	0.0023	0.6818	0.9987	3
29676	651.278	240.1082	159.4324	1.506	0.7477	30383	194.3828	0.712	0.9767	0.8792	0.8096	0.0081	0.0021	0.6554	0.987	3
29680	639.89	246.2626	153.7277	1.6019	0.7812	30009	194.3959	0.7266	0.989	0.9109	0.7894	0.0083	0.002	0.6231	0.9982	3
29687	655.459	236.9834	160.9339	1.4726	0.7341	30352	194.4188	0.7831	0.9781	0.8683	0.8204	0.008	0.0022	0.673	0.9911	3
29688	638.382	233.4472	162.2841	1.4385	0.7189	30054	194.4221	0.7866	0.9878	0.9154	0.8328	0.0079	0.0023	0.6936	0.9978	3
29688	634.872	231.2621	163.8302	1.4116	0.7058	30068	194.4221	0.7158	0.9874	0.9256	0.8407	0.0078	0.0024	0.7068	0.9977	3
29689	641.296	243.4938	155.9494	1.5614	0.768	30002	194.4253	0.7363	0.9896	0.9072	0.7985	0.0082	0.0021	0.6376	0.9955	3
29694	635.714	239.4447	158.3681	1.512	0.75	30015	194.4417	0.7814	0.9893	0.9233	0.8121	0.0081	0.0022	0.6594	0.997	3
29694	647.147	242.3662	156.3663	1.55	0.764	30138	194.4417	0.7115	0.9853	0.891	0.8023	0.0082	0.0021	0.6436	0.9976	3
29701	643.652	250.3229	151.6272	1.6509	0.7957	30035	194.4646	0.8082	0.9889	0.9009	0.7769	0.0084	0.0019	0.6035	0.9963	3
29702	631.176	226.4472	167.5651	1.3514	0.6726	30053	194.4679	0.7286	0.9883	0.9369	0.8588	0.0076	0.0026	0.7375	0.9967	3
29704	642.761	235.0513	161.9282	1.4516	0.7249	30103	194.4744	0.7338	0.9867	0.9035	0.8274	0.0079	0.0023	0.6845	0.9937	3
29707	642.324	239.7111	158.5106	1.5123	0.7502	30132	194.4843	0.6973	0.9859	0.9048	0.8113	0.0081	0.0022	0.6583	0.9955	3
29708	641.595	226.5666	167.691	1.3511	0.6725	30162	194.4875	0.7109	0.9849	0.9069	0.8584	0.0076	0.0026	0.7369	0.9956	3
29709	639.824	238.6303	158.7244	1.5034	0.7467	30042	194.4908	0.7174	0.9889	0.912	0.815	0.008	0.0022	0.6643	0.9987	3
29709	639.387	238.9271	158.7439	1.5051	0.7474	29986	194.4908	0.7216	0.9908	0.9132	0.814	0.008	0.0022	0.6626	0.9973	3
29709	649.795	240.3377	157.6331	1.5247	0.7549	30099	194.4908	0.7984	0.987	0.8842	0.8092	0.0081	0.0021	0.6549	0.9985	3
29709	639.255	236.9278	160.1195	1.4797	0.7371	30013	194.4908	0.7386	0.9899	0.9136	0.8209	0.008	0.0022	0.6739	0.9971	3
29713	633.554	236.478	160.3995	1.4743	0.7348	30001	194.5039	0.7757	0.9904	0.9302	0.8225	0.008	0.0022	0.6765	0.9974	3
